Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.008,112.9,-83.3,-79.5,0.0,0.0,0.0
0.058,113.2,-83.4,-79.8,0.3,-0.1,-0.3
0.108,113.9,-83.5,-80.4,0.7,-0.1,-0.6
0.157,115.8,-83.6,-82.2,1.9,-0.1,-1.8
0.207,117.9,-83.8,-84.0,2.1,-0.2,-1.8
0.257,120.4,-84.0,-86.4,2.5,-0.2,-2.4
0.307,122.7,-84.2,-88.4,2.3,-0.2,-2.0
0.357,125.5,-84.4,-90.9,2.8,-0.2,-2.5
0.408,127.8,-84.7,-92.9,2.3,-0.3,-2.0
0.456,130.1,-84.8,-95.1,2.3,-0.1,-2.2
0.506,131.9,-84.9,-96.7,1.8,-0.1,-1.6
0.556,133.7,-84.9,-98.4,1.8,0.0,-1.7
0.607,135.1,-85.0,-99.6,1.4,-0.1,-1.2
0.656,136.9,-85.1,-101.4,1.8,-0.1,-1.8
0.706,139.8,-85.1,-104.1,2.9,0.0,-2.7
0.756,143.7,-85.1,-107.7,3.9,0.0,-3.6
0.806,147.6,-85.1,-111.3,3.9,0.0,-3.6
0.856,150.1,-84.9,-113.4,2.5,0.2,-2.1
0.906,151.9,-84.7,-114.9,1.8,0.2,-1.5
0.955,153.9,-84.6,-116.4,2.0,0.1,-1.5
1.006,156.5,-84.6,-118.6,2.6,0.0,-2.2
1.056,159.1,-84.8,-120.8,2.6,-0.2,-2.2
1.106,161.2,-84.7,-122.4,2.1,0.1,-1.6
1.155,162.8,-84.6,-123.7,1.6,0.1,-1.3
1.206,164.0,-84.7,-124.6,1.2,-0.1,-0.9
1.255,165.5,-84.6,-125.8,1.5,0.1,-1.2
1.306,166.6,-84.5,-126.5,1.1,0.1,-0.7
1.355,167.1,-84.5,-126.8,0.5,0.0,-0.3
1.405,167.9,-84.4,-127.5,0.8,0.1,-0.7
1.454,169.0,-84.4,-128.5,1.1,0.0,-1.0
1.505,170.0,-84.3,-129.3,1.0,0.1,-0.8
1.554,170.4,-84.3,-129.7,0.4,0.0,-0.4
1.604,170.8,-84.3,-130.1,0.4,0.0,-0.4
1.654,171.3,-84.3,-130.5,0.5,0.0,-0.4
1.704,171.9,-84.2,-130.9,0.6,0.1,-0.4
1.754,172.1,-84.2,-131.0,0.2,0.0,-0.1
1.804,172.1,-84.2,-130.8,0.0,0.0,0.2
1.854,171.8,-84.2,-130.4,-0.3,0.0,0.4
1.904,172.0,-84.1,-130.4,0.2,0.1,0.0
1.955,172.8,-84.1,-131.2,0.8,0.0,-0.8
2.004,173.3,-83.9,-131.5,0.5,0.2,-0.3
2.055,173.7,-83.9,-131.9,0.4,0.0,-0.4
2.105,174.5,-83.9,-132.7,0.8,0.0,-0.8
2.154,175.0,-83.8,-133.2,0.5,0.1,-0.5
2.204,174.9,-83.6,-133.0,-0.1,0.2,0.2
2.254,174.3,-83.6,-132.4,-0.6,0.0,0.6
2.304,173.8,-83.6,-131.9,-0.5,0.0,0.5
2.354,173.5,-83.5,-131.5,-0.3,0.1,0.4
2.404,172.9,-83.5,-130.9,-0.6,0.0,0.6
2.454,172.9,-83.5,-130.9,0.0,0.0,0.0
2.504,173.6,-83.4,-131.6,0.7,0.1,-0.7
2.553,173.9,-83.3,-131.9,0.3,0.1,-0.3
2.603,174.8,-83.3,-132.8,0.9,0.0,-0.9
2.653,175.0,-83.2,-132.9,0.2,0.1,-0.1
2.704,175.5,-83.2,-133.3,0.5,0.0,-0.4
2.753,175.8,-83.1,-133.5,0.3,0.1,-0.2
2.803,175.9,-83.0,-133.8,0.1,0.1,-0.3
2.853,177.1,-83.0,-135.2,1.2,0.0,-1.4
2.903,177.4,-83.0,-135.5,0.3,0.0,-0.3
2.953,177.7,-82.9,-135.8,0.3,0.1,-0.3
3.003,178.8,-83.0,-136.7,1.1,-0.1,-0.9
3.053,179.5,-82.9,-137.3,0.7,0.1,-0.6
3.103,-179.9,-82.8,-137.7,-359.4,0.1,-0.4
3.152,-179.6,-82.7,-137.8,0.3,0.1,-0.1
3.202,-179.7,-82.7,-137.6,-0.1,0.0,0.2
3.251,-179.9,-82.6,-137.3,-0.2,0.1,0.3
3.303,179.8,-82.6,-137.0,359.7,0.0,0.3
3.353,179.5,-82.6,-136.7,-0.3,0.0,0.3
3.402,179.0,-82.6,-136.1,-0.5,0.0,0.6
3.452,178.0,-82.6,-135.3,-1.0,0.0,0.8
3.503,177.6,-82.6,-134.9,-0.4,0.0,0.4
3.552,178.0,-82.7,-135.3,0.4,-0.1,-0.4
3.602,178.6,-82.8,-135.9,0.6,-0.1,-0.6
3.652,179.6,-82.9,-136.8,1.0,-0.1,-0.9
3.702,-179.8,-82.8,-137.6,-359.4,0.1,-0.8
3.752,-179.3,-82.7,-138.0,0.5,0.1,-0.4
3.802,-178.6,-82.5,-138.7,0.7,0.2,-0.7
3.852,-178.0,-82.5,-139.5,0.6,0.0,-0.8
3.902,-177.1,-82.5,-140.6,0.9,0.0,-1.1
3.952,-176.2,-82.6,-141.6,0.9,-0.1,-1.0
4.002,-175.5,-82.6,-142.3,0.7,0.0,-0.7
4.052,-174.8,-82.7,-143.0,0.7,-0.1,-0.7
4.101,-174.0,-82.7,-143.8,0.8,0.0,-0.8
4.151,-173.8,-82.6,-143.9,0.2,0.1,-0.1
4.201,-174.1,-82.5,-143.6,-0.3,0.1,0.3
4.251,-174.8,-82.5,-142.9,-0.7,0.0,0.7
4.301,-175.9,-82.4,-141.9,-1.1,0.1,1.0
4.351,-176.2,-82.3,-141.6,-0.3,0.1,0.3
4.401,-176.6,-82.2,-141.4,-0.4,0.1,0.2
