Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.016,70.1,-84.4,-15.0,0.0,0.0,0.0
0.066,70.2,-84.4,-15.1,0.1,0.0,-0.1
0.115,70.4,-84.4,-15.3,0.2,0.0,-0.2
0.165,70.8,-84.5,-15.7,0.4,-0.1,-0.4
0.215,71.0,-84.5,-15.8,0.2,0.0,-0.1
0.265,71.2,-84.5,-16.0,0.2,0.0,-0.2
0.315,71.4,-84.5,-16.2,0.2,0.0,-0.2
0.365,71.6,-84.5,-16.4,0.2,0.0,-0.2
0.415,72.0,-84.5,-16.8,0.4,0.0,-0.4
0.465,72.5,-84.6,-17.3,0.5,-0.1,-0.5
0.515,73.1,-84.6,-17.9,0.6,0.0,-0.6
0.565,73.8,-84.6,-18.6,0.7,0.0,-0.7
0.615,74.3,-84.6,-19.0,0.5,0.0,-0.4
0.665,74.8,-84.7,-19.5,0.5,-0.1,-0.5
0.714,75.6,-84.7,-20.4,0.8,0.0,-0.9
0.764,76.5,-84.7,-21.3,0.9,0.0,-0.9
0.814,77.8,-84.8,-22.6,1.3,-0.1,-1.3
0.864,79.1,-84.9,-23.9,1.3,-0.1,-1.3
0.914,80.1,-85.0,-24.9,1.0,-0.1,-1.0
0.964,81.3,-85.1,-26.3,1.2,-0.1,-1.4
1.014,82.5,-85.2,-27.6,1.2,-0.1,-1.3
1.064,83.6,-85.3,-28.7,1.1,-0.1,-1.1
1.114,84.9,-85.5,-30.1,1.3,-0.2,-1.4
1.164,86.2,-85.6,-31.4,1.3,-0.1,-1.3
1.214,87.7,-85.7,-32.9,1.5,-0.1,-1.5
1.264,89.6,-85.7,-34.9,1.9,0.0,-2.0
1.314,91.8,-85.9,-37.1,2.2,-0.2,-2.2
1.364,93.7,-86.0,-39.0,1.9,-0.1,-1.9
1.413,95.0,-86.1,-40.3,1.3,-0.1,-1.3
1.463,96.4,-86.3,-41.7,1.4,-0.2,-1.4
1.513,98.4,-86.3,-43.7,2.0,0.0,-2.0
1.564,100.3,-86.4,-45.7,1.9,-0.1,-2.0
1.613,102.2,-86.5,-47.7,1.9,-0.1,-2.0
1.663,104.5,-86.5,-49.9,2.3,0.0,-2.2
1.713,106.1,-86.5,-51.6,1.6,0.0,-1.7
1.763,107.9,-86.7,-53.6,1.8,-0.2,-2.0
1.813,109.6,-86.7,-55.4,1.7,0.0,-1.8
1.863,111.5,-86.7,-57.3,1.9,0.0,-1.9
1.912,113.3,-86.8,-59.2,1.8,-0.1,-1.9
1.963,114.8,-86.8,-60.7,1.5,0.0,-1.5
2.013,116.3,-86.8,-62.3,1.5,0.0,-1.6
2.062,117.3,-86.9,-63.2,1.0,-0.1,-0.9
2.112,116.9,-87.0,-62.9,-0.4,-0.1,0.3
2.163,117.5,-87.0,-63.6,0.6,0.0,-0.7
2.212,118.5,-87.1,-64.7,1.0,-0.1,-1.1
2.262,118.6,-87.1,-64.9,0.1,0.0,-0.2
2.312,118.8,-87.3,-65.1,0.2,-0.2,-0.2
2.362,118.8,-87.3,-65.0,0.0,0.0,0.1
2.412,119.7,-87.3,-66.0,0.9,0.0,-1.0
2.462,121.3,-87.4,-67.7,1.6,-0.1,-1.7
2.512,122.3,-87.5,-68.7,1.0,-0.1,-1.0
2.562,123.9,-87.6,-70.3,1.6,-0.1,-1.6
2.612,125.5,-87.6,-71.9,1.6,0.0,-1.6
2.661,126.4,-87.7,-72.8,0.9,-0.1,-0.9
2.711,126.4,-87.6,-72.8,0.0,0.1,0.0
2.761,126.6,-87.7,-73.1,0.2,-0.1,-0.3
2.811,126.7,-87.8,-73.3,0.1,-0.1,-0.2
2.861,125.9,-87.9,-72.5,-0.8,-0.1,0.8
2.911,125.2,-87.8,-71.8,-0.7,0.1,0.7
2.961,125.2,-87.8,-71.8,0.0,0.0,0.0
3.011,124.9,-87.6,-71.5,-0.3,0.2,0.3
3.061,124.8,-87.7,-71.4,-0.1,-0.1,0.1
3.111,124.9,-87.7,-71.4,0.1,0.0,0.0
3.161,125.0,-87.7,-71.5,0.1,0.0,-0.1
3.211,125.0,-87.8,-71.6,0.0,-0.1,-0.1
3.260,126.2,-87.7,-72.8,1.2,0.1,-1.2
3.310,126.3,-87.9,-72.9,0.1,-0.2,-0.1
3.360,125.8,-87.8,-72.4,-0.5,0.1,0.5
3.410,125.5,-87.9,-72.1,-0.3,-0.1,0.3
3.460,126.2,-87.9,-72.8,0.7,0.0,-0.7
3.510,126.5,-87.9,-73.1,0.3,0.0,-0.3
3.560,127.2,-87.9,-73.8,0.7,0.0,-0.7
3.609,127.9,-87.9,-74.5,0.7,0.0,-0.7
3.660,128.7,-87.8,-75.3,0.8,0.1,-0.8
3.710,129.5,-87.9,-76.1,0.8,-0.1,-0.8
3.760,129.9,-87.8,-76.5,0.4,0.1,-0.4
3.809,130.7,-87.9,-77.3,0.8,-0.1,-0.8
3.859,131.4,-87.8,-77.9,0.7,0.1,-0.6
3.909,131.1,-87.8,-77.6,-0.3,0.0,0.3
3.959,131.8,-87.9,-78.3,0.7,-0.1,-0.7
4.009,132.5,-87.8,-79.0,0.7,0.1,-0.7
4.059,133.5,-87.8,-80.1,1.0,0.0,-1.1
4.109,135.0,-87.7,-81.7,1.5,0.1,-1.6
4.159,135.8,-87.8,-82.5,0.8,-0.1,-0.8
4.209,135.6,-87.8,-82.3,-0.2,0.0,0.2
4.258,136.1,-87.8,-82.8,0.5,0.0,-0.5
4.308,137.1,-87.7,-83.8,1.0,0.1,-1.0
4.358,138.9,-87.9,-85.7,1.8,-0.2,-1.9
4.408,140.5,-87.6,-87.3,1.6,0.3,-1.6
4.458,142.5,-87.6,-89.2,2.0,0.0,-1.9
4.508,144.3,-87.5,-91.1,1.8,0.1,-1.9
4.558,145.0,-87.4,-91.8,0.7,0.1,-0.7
4.608,145.8,-87.6,-92.8,0.8,-0.2,-1.0
4.659,147.5,-87.5,-94.5,1.7,0.1,-1.7
4.708,149.6,-87.4,-96.6,2.1,0.1,-2.1
4.758,151.6,-87.3,-98.5,2.0,0.1,-1.9
4.808,153.3,-87.2,-100.1,1.7,0.1,-1.6
4.858,154.5,-87.2,-101.3,1.2,0.0,-1.2
4.908,155.6,-87.1,-102.4,1.1,0.1,-1.1
4.958,156.8,-87.0,-103.5,1.2,0.1,-1.1
5.007,157.3,-87.0,-104.1,0.5,0.0,-0.6
5.058,157.6,-87.0,-104.4,0.3,0.0,-0.3
5.107,158.1,-86.9,-105.0,0.5,0.1,-0.6
5.157,158.8,-86.9,-105.7,0.7,0.0,-0.7
5.207,159.4,-86.9,-106.4,0.6,0.0,-0.7
5.257,160.4,-86.8,-107.4,1.0,0.1,-1.0
5.307,161.0,-86.8,-108.1,0.6,0.0,-0.7
5.357,162.0,-86.8,-109.2,1.0,0.0,-1.1
5.408,162.4,-86.8,-109.6,0.4,0.0,-0.4
5.457,163.0,-86.9,-110.2,0.6,-0.1,-0.6
5.507,163.7,-87.0,-110.9,0.7,-0.1,-0.7
5.557,164.6,-86.9,-111.9,0.9,0.1,-1.0
5.607,165.8,-86.9,-113.2,1.2,0.0,-1.3
5.657,167.1,-87.0,-114.6,1.3,-0.1,-1.4
5.707,168.3,-87.0,-115.9,1.2,0.0,-1.3
5.756,171.0,-87.1,-118.8,2.7,-0.1,-2.9
5.806,172.5,-87.1,-120.4,1.5,0.0,-1.6
5.856,174.4,-87.2,-122.3,1.9,-0.1,-1.9
5.905,176.3,-87.2,-124.3,1.9,0.0,-2.0
5.956,177.7,-87.3,-125.8,1.4,-0.1,-1.5
6.006,-179.8,-87.3,-128.3,-357.5,0.0,-2.5
6.056,-177.5,-87.3,-130.5,2.3,0.0,-2.2
6.106,-175.9,-87.3,-132.1,1.6,0.0,-1.6
6.156,-174.1,-87.3,-133.9,1.8,0.0,-1.8
6.206,-172.6,-87.1,-135.4,1.5,0.2,-1.5
6.256,-170.5,-87.1,-137.4,2.1,0.0,-2.0
6.305,-168.1,-87.2,-139.8,2.4,-0.1,-2.4
6.355,-166.3,-87.1,-141.6,1.8,0.1,-1.8
6.405,-163.9,-87.1,-144.1,2.4,0.0,-2.5
6.455,-161.7,-87.0,-146.3,2.2,0.1,-2.2
6.505,-159.7,-86.9,-148.4,2.0,0.1,-2.1
6.555,-157.9,-86.8,-150.2,1.8,0.1,-1.8
6.605,-154.5,-86.8,-153.8,3.4,0.0,-3.6
6.654,-151.7,-86.8,-156.9,2.8,0.0,-3.1
6.705,-147.5,-86.7,-161.2,4.2,0.1,-4.3
6.755,-144.0,-86.6,-164.9,3.5,0.1,-3.7
6.805,-143.2,-86.7,-165.8,0.8,-0.1,-0.9
6.855,-141.3,-86.6,-167.7,1.9,0.1,-1.9
6.905,-139.3,-86.5,-169.8,2.0,0.1,-2.1
6.955,-136.7,-86.7,-172.5,2.6,-0.2,-2.7
7.004,-132.2,-86.6,-177.2,4.5,0.1,-4.7
7.054,-129.0,-86.7,179.5,3.2,-0.1,356.7
7.104,-127.0,-86.7,177.6,2.0,0.0,-1.9
7.154,-124.6,-86.6,175.2,2.4,0.1,-2.4
7.204,-122.3,-86.5,173.0,2.3,0.1,-2.2
7.254,-119.7,-86.4,170.5,2.6,0.1,-2.5
7.304,-118.0,-86.3,168.9,1.7,0.1,-1.6
7.354,-116.6,-86.3,167.5,1.4,0.0,-1.4
7.404,-114.1,-86.2,164.8,2.5,0.1,-2.7
7.453,-109.7,-86.1,160.2,4.4,0.1,-4.6
7.503,-105.7,-85.7,156.1,4.0,0.4,-4.1
7.553,-102.7,-85.6,152.9,3.0,0.1,-3.2
7.603,-100.9,-85.6,151.0,1.8,0.0,-1.9
7.653,-97.7,-85.6,147.8,3.2,0.0,-3.2
7.703,-93.3,-85.6,143.4,4.4,0.0,-4.4
7.753,-86.9,-85.4,137.1,6.4,0.2,-6.3
7.803,-79.6,-85.4,129.8,7.3,0.0,-7.3
7.853,-72.3,-85.5,122.4,7.3,-0.1,-7.4
7.903,-66.2,-85.6,116.3,6.1,-0.1,-6.1
7.953,-61.0,-85.9,111.1,5.2,-0.3,-5.2
8.002,-57.4,-86.5,107.7,3.6,-0.6,-3.4
8.051,-54.6,-87.1,105.5,2.8,-0.6,-2.2
8.102,-44.4,-88.0,96.0,10.2,-0.9,-9.5
8.151,-14.9,-88.6,66.8,29.5,-0.6,-29.2
8.201,17.7,-88.6,34.2,32.6,0.0,-32.6
8.252,45.4,-88.6,6.5,27.7,0.0,-27.7
8.302,68.8,-88.1,-17.1,23.4,0.5,-23.6
8.352,81.1,-87.5,-29.3,12.3,0.6,-12.2
8.401,88.7,-86.7,-36.8,7.6,0.8,-7.5
8.452,91.6,-86.2,-39.4,2.9,0.5,-2.6
8.502,92.0,-85.7,-39.5,0.4,0.5,-0.1
8.551,90.8,-85.3,-38.0,-1.2,0.4,1.5
8.601,89.5,-85.0,-36.6,-1.3,0.3,1.4
8.651,88.8,-84.6,-35.7,-0.7,0.4,0.9
8.702,90.5,-84.3,-37.5,1.7,0.3,-1.8
8.751,92.8,-84.0,-39.9,2.3,0.3,-2.4
8.800,93.9,-83.6,-41.2,1.1,0.4,-1.3
8.851,94.0,-83.4,-41.8,0.1,0.2,-0.6
8.901,93.3,-83.2,-41.3,-0.7,0.2,0.5
8.951,92.0,-83.3,-40.4,-1.3,-0.1,0.9
9.001,91.1,-83.5,-39.8,-0.9,-0.2,0.6
9.051,90.4,-83.8,-39.4,-0.7,-0.3,0.4
9.101,89.6,-84.3,-39.0,-0.8,-0.5,0.4
9.151,89.2,-84.8,-39.2,-0.4,-0.5,-0.2
9.200,89.6,-85.5,-40.2,0.4,-0.7,-1.0
9.250,94.1,-86.2,-45.6,4.5,-0.7,-5.4
9.300,103.0,-86.9,-55.5,8.9,-0.7,-9.9
9.350,117.2,-87.4,-70.8,14.2,-0.5,-15.3
9.400,134.9,-88.0,-89.2,17.7,-0.6,-18.4
9.450,161.1,-88.4,-115.8,26.2,-0.4,-26.6
9.500,-175.0,-88.3,-139.8,-336.1,0.1,-24.0
9.550,-159.4,-88.0,-155.3,15.6,0.3,-15.5
9.600,-146.7,-87.7,-167.9,12.7,0.3,-12.6
9.650,-137.8,-87.3,-176.8,8.9,0.4,-8.9
9.700,-131.5,-86.9,176.7,6.3,0.4,353.5
9.750,-126.6,-86.5,171.6,4.9,0.4,-5.1
9.800,-122.1,-86.1,166.8,4.5,0.4,-4.8
9.850,-117.7,-85.7,162.2,4.4,0.4,-4.6
9.899,-115.0,-85.5,159.2,2.7,0.2,-3.0
9.950,-112.8,-85.2,156.9,2.2,0.3,-2.3
9.999,-110.8,-85.0,154.6,2.0,0.2,-2.3
10.049,-109.4,-84.7,153.2,1.4,0.3,-1.4
10.099,-108.2,-84.6,151.9,1.2,0.1,-1.3
10.149,-108.0,-84.6,151.7,0.2,0.0,-0.2
10.199,-109.0,-84.7,152.8,-1.0,-0.1,1.1
10.249,-109.9,-84.9,153.7,-0.9,-0.2,0.9
10.299,-110.5,-85.1,154.4,-0.6,-0.2,0.7
10.349,-110.1,-85.2,153.8,0.4,-0.1,-0.6
10.399,-108.9,-85.3,152.2,1.2,-0.1,-1.6
10.449,-107.9,-85.1,151.0,1.0,0.2,-1.2
10.499,-106.7,-85.1,149.5,1.2,0.0,-1.5
10.548,-104.5,-85.2,147.1,2.2,-0.1,-2.4
10.599,-101.6,-85.2,144.1,2.9,0.0,-3.0
10.648,-96.7,-85.2,139.2,4.9,0.0,-4.9
10.698,-92.4,-85.1,134.9,4.3,0.1,-4.3
10.748,-89.2,-85.1,131.7,3.2,0.0,-3.2
10.798,-88.0,-85.2,130.7,1.2,-0.1,-1.0
10.848,-88.6,-85.6,131.7,-0.6,-0.4,1.0
10.898,-90.3,-86.1,134.0,-1.7,-0.5,2.3
10.948,-89.0,-86.8,133.2,1.3,-0.7,-0.8
10.998,-87.9,-87.4,132.4,1.1,-0.6,-0.8
11.047,-85.2,-87.8,129.7,2.7,-0.4,-2.7
11.097,-80.0,-88.2,124.6,5.2,-0.4,-5.1
11.147,-72.2,-88.5,117.0,7.8,-0.3,-7.6
11.198,-60.6,-89.0,105.3,11.6,-0.5,-11.7
11.247,-29.6,-89.4,74.3,31.0,-0.4,-31.0
11.297,35.5,-89.1,8.8,65.1,0.3,-65.5
11.347,68.6,-88.9,-23.9,33.1,0.2,-32.7
11.397,79.0,-88.3,-34.2,10.4,0.6,-10.3
11.447,82.1,-87.4,-37.2,3.1,0.9,-3.0
11.497,82.7,-86.5,-37.5,0.6,0.9,-0.3
11.547,82.0,-85.7,-36.6,-0.7,0.8,0.9
11.596,79.8,-85.1,-34.4,-2.2,0.6,2.2
11.646,76.9,-84.6,-31.5,-2.9,0.5,2.9
11.696,74.3,-84.2,-29.0,-2.6,0.4,2.5
11.746,72.0,-83.9,-26.9,-2.3,0.3,2.1
11.796,69.9,-83.8,-25.1,-2.1,0.1,1.8
11.846,67.6,-83.7,-23.2,-2.3,0.1,1.9
11.896,64.5,-83.7,-20.4,-3.1,0.0,2.8
11.946,61.0,-83.6,-17.2,-3.5,0.1,3.2
11.996,56.6,-83.7,-13.3,-4.4,-0.1,3.9
12.045,52.1,-83.9,-9.3,-4.5,-0.2,4.0
12.095,47.7,-84.5,-5.6,-4.4,-0.6,3.7
12.146,42.4,-85.2,-1.3,-5.3,-0.7,4.3
12.195,36.9,-86.1,2.8,-5.5,-0.9,4.1
12.245,29.9,-86.9,8.1,-7.0,-0.8,5.3
12.295,18.8,-87.2,17.8,-11.1,-0.3,9.7
12.345,-1.6,-87.2,36.9,-20.4,0.0,19.1
12.395,-18.6,-87.2,52.9,-17.0,0.0,16.0
12.445,-29.2,-86.9,62.6,-10.6,0.3,9.7
12.495,-37.1,-86.7,69.6,-7.9,0.2,7.0
12.545,-43.9,-86.4,75.3,-6.8,0.3,5.7
12.595,-50.0,-85.9,80.3,-6.1,0.5,5.0
12.645,-55.7,-85.6,84.8,-5.7,0.3,4.5
12.695,-60.1,-85.3,87.9,-4.4,0.3,3.1
12.745,-62.3,-84.9,88.5,-2.2,0.4,0.6
12.795,-63.7,-84.5,88.5,-1.4,0.4,0.0
12.844,-63.8,-84.2,86.9,-0.1,0.3,-1.6
12.894,-62.6,-83.9,84.1,1.2,0.3,-2.8
12.944,-61.5,-83.7,81.3,1.1,0.2,-2.8
12.994,-61.4,-83.6,79.4,0.1,0.1,-1.9
13.044,-62.2,-83.6,78.4,-0.8,0.0,-1.0
13.094,-63.4,-83.7,77.6,-1.2,-0.1,-0.8
13.144,-64.7,-84.0,76.6,-1.3,-0.3,-1.0
13.194,-67.5,-84.5,77.0,-2.8,-0.5,0.4
13.244,-73.2,-85.1,80.0,-5.7,-0.6,3.0
13.294,-79.6,-86.0,83.7,-6.4,-0.9,3.7
13.343,-87.5,-86.7,89.0,-7.9,-0.7,5.3
13.393,-97.3,-86.9,96.3,-9.8,-0.2,7.3
13.444,-108.0,-87.3,104.6,-10.7,-0.4,8.3
13.494,-121.2,-87.5,115.7,-13.2,-0.2,11.1
13.544,-134.3,-87.7,126.7,-13.1,-0.2,11.0
13.593,-142.0,-87.8,132.3,-7.7,-0.1,5.6
13.643,-149.4,-87.9,137.7,-7.4,-0.1,5.4
13.694,-159.0,-87.9,145.3,-9.6,0.0,7.6
13.743,-167.8,-87.9,152.0,-8.8,0.0,6.7
13.793,-171.5,-87.8,153.4,-3.7,0.1,1.4
13.843,-174.4,-87.9,154.0,-2.9,-0.1,0.6
13.893,-176.4,-87.9,153.6,-2.0,0.0,-0.4
13.943,-174.4,-87.9,148.8,2.0,0.0,-4.8
13.993,-171.5,-88.1,142.9,2.9,-0.2,-5.9
14.043,-164.3,-88.1,132.4,7.2,0.0,-10.5
14.093,-156.8,-87.9,121.2,7.5,0.2,-11.2
14.143,-153.8,-87.5,114.5,3.0,0.4,-6.7
14.192,-148.1,-87.2,105.3,5.7,0.3,-9.2
14.242,-141.2,-86.9,95.2,6.9,0.3,-10.1
14.292,-135.0,-86.7,86.2,6.2,0.2,-9.0
14.342,-129.2,-86.5,77.6,5.8,0.2,-8.6
14.392,-123.7,-86.3,69.5,5.5,0.2,-8.1
