Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.042,-78.8,-87.8,78.0,0.0,0.0,0.0
0.092,-79.3,-87.7,78.5,-0.5,0.1,0.5
0.142,-79.7,-87.8,78.9,-0.4,-0.1,0.4
0.192,-81.4,-87.7,80.6,-1.7,0.1,1.7
0.242,-82.9,-87.8,82.3,-1.5,-0.1,1.7
0.292,-84.1,-87.6,83.7,-1.2,0.2,1.4
0.342,-86.1,-87.7,85.8,-2.0,-0.1,2.1
0.391,-87.8,-87.6,87.6,-1.7,0.1,1.8
0.441,-89.5,-87.4,89.4,-1.7,0.2,1.8
0.491,-90.5,-87.3,90.3,-1.0,0.1,0.9
0.542,-90.7,-87.2,90.6,-0.2,0.1,0.3
0.591,-91.1,-87.0,91.0,-0.4,0.2,0.4
0.641,-90.8,-86.9,90.7,0.3,0.1,-0.3
0.691,-90.8,-86.7,90.8,0.0,0.2,0.1
0.741,-90.9,-86.5,91.1,-0.1,0.2,0.3
0.791,-91.6,-86.4,91.7,-0.7,0.1,0.6
0.841,-90.0,-86.1,90.3,1.6,0.3,-1.4
0.891,-89.8,-86.0,90.2,0.2,0.1,-0.1
0.941,-90.2,-85.9,90.8,-0.4,0.1,0.6
0.990,-91.2,-85.8,92.0,-1.0,0.1,1.2
1.040,-91.9,-85.7,92.9,-0.7,0.1,0.9
1.090,-93.0,-85.6,94.1,-1.1,0.1,1.2
1.140,-93.6,-85.5,94.8,-0.6,0.1,0.7
1.190,-94.3,-85.4,95.5,-0.7,0.1,0.7
1.240,-94.3,-85.3,95.7,0.0,0.1,0.2
1.290,-94.4,-85.1,95.9,-0.1,0.2,0.2
1.340,-95.5,-85.1,97.1,-1.1,0.0,1.2
1.390,-96.5,-85.0,98.3,-1.0,0.1,1.2
1.440,-97.6,-84.9,99.4,-1.1,0.1,1.1
1.489,-98.8,-84.7,100.6,-1.2,0.2,1.2
1.539,-100.0,-84.7,101.8,-1.2,0.0,1.2
1.590,-101.1,-84.6,102.9,-1.1,0.1,1.1
1.639,-102.1,-84.5,104.0,-1.0,0.1,1.1
1.689,-103.3,-84.4,105.3,-1.2,0.1,1.3
1.739,-104.5,-84.4,106.5,-1.2,0.0,1.2
1.789,-105.3,-84.3,107.4,-0.8,0.1,0.9
1.839,-105.9,-84.2,108.0,-0.6,0.1,0.6
1.889,-106.2,-84.2,108.5,-0.3,0.0,0.5
1.939,-107.0,-84.1,109.4,-0.8,0.1,0.9
1.989,-107.4,-84.1,109.8,-0.4,0.0,0.4
2.039,-107.8,-84.1,110.3,-0.4,0.0,0.5
2.089,-107.9,-84.1,110.5,-0.1,0.0,0.2
2.139,-107.5,-84.1,110.0,0.4,0.0,-0.5
2.189,-106.9,-84.0,109.4,0.6,0.1,-0.6
2.239,-105.9,-83.9,108.4,1.0,0.1,-1.0
2.289,-105.1,-83.8,107.5,0.8,0.1,-0.9
2.339,-104.4,-83.7,106.7,0.7,0.1,-0.8
2.388,-104.0,-83.7,106.4,0.4,0.0,-0.3
2.438,-103.4,-83.7,105.8,0.6,0.0,-0.6
2.488,-102.6,-83.7,105.1,0.8,0.0,-0.7
2.538,-102.5,-83.7,104.9,0.1,0.0,-0.2
2.588,-102.3,-83.7,104.8,0.2,0.0,-0.1
2.638,-102.2,-83.7,104.7,0.1,0.0,-0.1
2.688,-102.1,-83.7,104.6,0.1,0.0,-0.1
2.738,-101.6,-83.7,104.2,0.5,0.0,-0.4
2.788,-101.4,-83.7,104.0,0.2,0.0,-0.2
2.838,-101.2,-83.7,103.8,0.2,0.0,-0.2
2.888,-100.8,-83.7,103.4,0.4,0.0,-0.4
2.938,-100.5,-83.8,103.1,0.3,-0.1,-0.3
2.987,-100.1,-83.8,102.8,0.4,0.0,-0.3
3.038,-99.6,-83.8,102.2,0.5,0.0,-0.6
3.087,-99.0,-83.8,101.7,0.6,0.0,-0.5
3.137,-99.1,-83.8,101.7,-0.1,0.0,0.0
3.187,-99.2,-83.8,101.8,-0.1,0.0,0.1
3.237,-99.4,-83.7,102.1,-0.2,0.1,0.3
3.287,-99.4,-83.7,102.1,0.0,0.0,0.0
3.337,-99.3,-83.8,102.0,0.1,-0.1,-0.1
3.387,-99.1,-83.8,101.8,0.2,0.0,-0.2
3.437,-98.7,-83.8,101.6,0.4,0.0,-0.2
3.487,-98.6,-83.8,101.5,0.1,0.0,-0.1
3.536,-98.5,-83.7,101.4,0.1,0.1,-0.1
3.586,-98.6,-83.7,101.6,-0.1,0.0,0.2
3.637,-98.5,-83.8,101.6,0.1,-0.1,0.0
3.686,-98.6,-83.8,101.8,-0.1,0.0,0.2
3.736,-99.3,-83.8,102.4,-0.7,0.0,0.6
