Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.025,-38.5,-88.3,40.2,0.0,0.0,0.0
0.074,-37.1,-88.4,38.8,1.4,-0.1,-1.4
0.124,-36.3,-88.2,37.9,0.8,0.2,-0.9
0.174,-36.2,-88.2,37.8,0.1,0.0,-0.1
0.224,-36.2,-88.4,37.8,0.0,-0.2,0.0
0.274,-34.4,-88.4,36.0,1.8,0.0,-1.8
0.324,-33.6,-88.4,35.2,0.8,0.0,-0.8
0.374,-34.4,-88.4,36.0,-0.8,0.0,0.8
0.424,-35.8,-88.5,37.5,-1.4,-0.1,1.5
0.474,-37.1,-88.5,38.9,-1.3,0.0,1.4
0.524,-37.6,-88.4,39.4,-0.5,0.1,0.5
0.574,-39.6,-88.5,41.4,-2.0,-0.1,2.0
0.624,-40.4,-88.5,42.1,-0.8,0.0,0.7
0.673,-41.5,-88.5,43.2,-1.1,0.0,1.1
0.723,-42.9,-88.5,44.6,-1.4,0.0,1.4
0.773,-42.8,-88.5,44.6,0.1,0.0,0.0
0.823,-42.7,-88.3,44.5,0.1,0.2,-0.1
0.873,-43.9,-88.4,45.7,-1.2,-0.1,1.2
0.923,-45.4,-88.4,47.3,-1.5,0.0,1.6
0.973,-47.3,-88.4,49.2,-1.9,0.0,1.9
1.023,-47.6,-88.5,49.7,-0.3,-0.1,0.5
1.073,-48.7,-88.5,50.8,-1.1,0.0,1.1
1.123,-50.0,-88.4,52.1,-1.3,0.1,1.3
1.173,-51.3,-88.5,53.5,-1.3,-0.1,1.4
1.223,-52.8,-88.4,55.0,-1.5,0.1,1.5
1.273,-52.6,-88.3,54.9,0.2,0.1,-0.1
1.322,-52.8,-88.3,55.1,-0.2,0.0,0.2
1.371,-53.5,-88.4,55.9,-0.7,-0.1,0.8
1.421,-54.3,-88.4,56.7,-0.8,0.0,0.8
1.471,-55.3,-88.5,57.8,-1.0,-0.1,1.1
1.521,-55.1,-88.5,57.7,0.2,0.0,-0.1
1.571,-55.4,-88.3,58.0,-0.3,0.2,0.3
1.621,-56.8,-88.4,59.4,-1.4,-0.1,1.4
1.672,-58.1,-88.4,60.7,-1.3,0.0,1.3
1.722,-59.6,-88.4,62.3,-1.5,0.0,1.6
1.772,-59.7,-88.4,62.4,-0.1,0.0,0.1
1.822,-60.5,-88.2,63.2,-0.8,0.2,0.8
1.871,-62.3,-88.3,65.1,-1.8,-0.1,1.9
1.922,-64.6,-88.1,67.5,-2.3,0.2,2.4
1.971,-66.7,-88.2,69.7,-2.1,-0.1,2.2
2.021,-67.6,-88.1,70.6,-0.9,0.1,0.9
2.071,-68.3,-88.1,71.3,-0.7,0.0,0.7
2.121,-68.7,-88.1,71.8,-0.4,0.0,0.5
2.171,-68.5,-88.0,71.7,0.2,0.1,-0.1
2.221,-68.5,-88.0,71.7,0.0,0.0,0.0
2.271,-68.1,-87.7,71.4,0.4,0.3,-0.3
2.321,-68.2,-87.8,71.6,-0.1,-0.1,0.2
2.371,-68.6,-87.6,72.0,-0.4,0.2,0.4
2.421,-68.9,-87.6,72.3,-0.3,0.0,0.3
2.471,-69.9,-87.6,73.4,-1.0,0.0,1.1
2.520,-70.0,-87.6,73.5,-0.1,0.0,0.1
2.570,-70.0,-87.6,73.6,0.0,0.0,0.1
2.620,-70.1,-87.6,73.7,-0.1,0.0,0.1
2.670,-69.5,-87.4,73.1,0.6,0.2,-0.6
2.720,-69.0,-87.4,72.6,0.5,0.0,-0.5
2.770,-68.9,-87.2,72.5,0.1,0.2,-0.1
2.821,-69.0,-87.1,72.6,-0.1,0.1,0.1
2.870,-69.4,-86.9,72.9,-0.4,0.2,0.3
2.920,-71.3,-86.8,74.8,-1.9,0.1,1.9
2.970,-73.5,-86.8,76.8,-2.2,0.0,2.0
3.020,-75.6,-86.6,78.9,-2.1,0.2,2.1
3.070,-77.1,-86.4,80.4,-1.5,0.2,1.5
3.120,-78.1,-86.2,81.5,-1.0,0.2,1.1
3.169,-78.8,-86.0,82.3,-0.7,0.2,0.8
3.219,-79.4,-85.7,82.9,-0.6,0.3,0.6
3.269,-80.1,-85.6,83.8,-0.7,0.1,0.9
3.319,-80.7,-85.5,84.6,-0.6,0.1,0.8
3.369,-81.0,-85.5,85.0,-0.3,0.0,0.4
3.419,-80.9,-85.4,85.0,0.1,0.1,0.0
3.469,-81.5,-85.3,85.7,-0.6,0.1,0.7
3.519,-81.6,-85.2,86.0,-0.1,0.1,0.3
3.569,-82.1,-85.2,86.8,-0.5,0.0,0.8
3.619,-82.3,-85.2,87.2,-0.2,0.0,0.4
3.669,-82.5,-85.1,87.5,-0.2,0.1,0.3
3.719,-82.4,-85.1,87.5,0.1,0.0,0.0
3.768,-82.5,-85.0,87.8,-0.1,0.1,0.3
3.818,-82.2,-85.0,87.7,0.3,0.0,-0.1
3.868,-82.1,-85.0,87.7,0.1,0.0,0.0
3.918,-81.8,-84.9,87.5,0.3,0.1,-0.2
3.968,-81.2,-84.9,86.9,0.6,0.0,-0.6
4.018,-81.1,-84.9,87.0,0.1,0.0,0.1
4.068,-81.8,-85.0,87.8,-0.7,-0.1,0.8
4.118,-82.3,-84.9,88.3,-0.5,0.1,0.5
4.168,-83.2,-84.9,89.3,-0.9,0.0,1.0
4.218,-83.3,-84.8,89.6,-0.1,0.1,0.3
4.267,-83.7,-84.8,90.1,-0.4,0.0,0.5
4.318,-84.2,-84.8,90.7,-0.5,0.0,0.6
4.367,-84.5,-84.8,91.1,-0.3,0.0,0.4
4.417,-84.5,-84.7,91.0,0.0,0.1,-0.1
4.467,-84.2,-84.7,90.7,0.3,0.0,-0.3
4.517,-83.9,-84.6,90.5,0.3,0.1,-0.2
4.567,-83.2,-84.6,89.8,0.7,0.0,-0.7
4.617,-82.4,-84.6,88.9,0.8,0.0,-0.9
4.667,-82.1,-84.6,88.5,0.3,0.0,-0.4
4.717,-82.3,-84.5,88.6,-0.2,0.1,0.1
4.767,-82.7,-84.4,88.9,-0.4,0.1,0.3
4.817,-82.9,-84.4,89.0,-0.2,0.0,0.1
4.867,-82.9,-84.3,89.0,0.0,0.1,0.0
4.917,-83.1,-84.4,89.2,-0.2,-0.1,0.2
4.967,-83.1,-84.3,89.3,0.0,0.1,0.1
5.016,-83.2,-84.3,89.4,-0.1,0.0,0.1
5.066,-83.1,-84.3,89.3,0.1,0.0,-0.1
5.116,-83.1,-84.3,89.3,0.0,0.0,0.0
5.166,-83.0,-84.3,89.3,0.1,0.0,0.0
5.216,-82.7,-84.3,89.1,0.3,0.0,-0.2
5.266,-82.0,-84.3,88.4,0.7,0.0,-0.7
5.316,-81.8,-84.3,88.1,0.2,0.0,-0.3
5.366,-81.2,-84.2,87.5,0.6,0.1,-0.6
5.416,-81.1,-84.1,87.4,0.1,0.1,-0.1
5.466,-81.1,-84.0,87.3,0.0,0.1,-0.1
5.516,-81.0,-83.8,87.0,0.1,0.2,-0.3
5.566,-81.3,-83.8,87.2,-0.3,0.0,0.2
5.615,-81.6,-83.8,87.5,-0.3,0.0,0.3
5.666,-82.0,-83.7,87.9,-0.4,0.1,0.4
5.715,-82.4,-83.7,88.2,-0.4,0.0,0.3
5.765,-83.0,-83.8,88.8,-0.6,-0.1,0.6
5.815,-83.5,-83.8,89.2,-0.5,0.0,0.4
5.865,-83.8,-83.8,89.5,-0.3,0.0,0.3
5.915,-83.6,-83.8,89.3,0.2,0.0,-0.2
5.965,-83.1,-83.8,88.8,0.5,0.0,-0.5
6.015,-83.0,-83.8,88.7,0.1,0.0,-0.1
6.065,-83.0,-83.7,88.7,0.0,0.1,0.0
6.115,-83.4,-83.7,89.1,-0.4,0.0,0.4
6.165,-83.4,-83.7,89.2,0.0,0.0,0.1
6.215,-83.6,-83.7,89.5,-0.2,0.0,0.3
6.264,-83.8,-83.7,89.7,-0.2,0.0,0.2
6.314,-83.9,-83.7,89.9,-0.1,0.0,0.2
6.364,-84.0,-83.7,90.1,-0.1,0.0,0.2
6.414,-83.9,-83.7,90.2,0.1,0.0,0.1
6.464,-83.8,-83.6,90.1,0.1,0.1,-0.1
6.514,-83.7,-83.6,90.1,0.1,0.0,0.0
6.564,-83.9,-83.6,90.5,-0.2,0.0,0.4
6.614,-83.6,-83.6,90.3,0.3,0.0,-0.2
6.664,-83.4,-83.5,90.2,0.2,0.1,-0.1
6.714,-83.7,-83.5,90.6,-0.3,0.0,0.4
6.763,-84.0,-83.6,90.9,-0.3,-0.1,0.3
6.814,-84.5,-83.6,91.5,-0.5,0.0,0.6
6.863,-84.9,-83.6,91.9,-0.4,0.0,0.4
6.913,-85.4,-83.6,92.4,-0.5,0.0,0.5
6.963,-85.7,-83.7,92.8,-0.3,-0.1,0.4
7.013,-85.9,-83.7,93.0,-0.2,0.0,0.2
7.063,-86.0,-83.7,93.1,-0.1,0.0,0.1
7.113,-86.1,-83.8,93.2,-0.1,-0.1,0.1
7.162,-86.1,-83.8,93.1,0.0,0.0,-0.1
7.212,-86.0,-83.8,93.0,0.1,0.0,-0.1
7.262,-85.9,-83.8,92.9,0.1,0.0,-0.1
7.312,-85.4,-83.7,92.4,0.5,0.1,-0.5
7.363,-85.1,-83.8,92.1,0.3,-0.1,-0.3
7.413,-85.2,-83.7,92.3,-0.1,0.1,0.2
7.463,-85.3,-83.7,92.4,-0.1,0.0,0.1
7.512,-85.8,-83.7,93.0,-0.5,0.0,0.6
7.562,-85.7,-83.7,93.0,0.1,0.0,0.0
7.612,-85.7,-83.7,93.1,0.0,0.0,0.1
7.662,-86.0,-83.8,93.6,-0.3,-0.1,0.5
7.712,-86.3,-83.8,93.9,-0.3,0.0,0.3
7.762,-86.8,-83.9,94.4,-0.5,-0.1,0.5
7.812,-86.9,-83.9,94.6,-0.1,0.0,0.2
7.862,-87.1,-83.8,94.9,-0.2,0.1,0.3
7.912,-87.5,-83.9,95.3,-0.4,-0.1,0.4
7.962,-88.0,-83.9,95.8,-0.5,0.0,0.5
8.012,-88.0,-83.8,95.9,0.0,0.1,0.1
8.062,-87.3,-83.7,95.3,0.7,0.1,-0.6
8.112,-87.0,-83.7,95.0,0.3,0.0,-0.3
8.161,-86.8,-83.7,94.8,0.2,0.0,-0.2
8.211,-86.8,-83.6,94.9,0.0,0.1,0.1
8.261,-86.7,-83.6,94.9,0.1,0.0,0.0
8.310,-86.4,-83.7,94.6,0.3,-0.1,-0.3
8.361,-86.2,-83.6,94.5,0.2,0.1,-0.1
8.410,-86.2,-83.6,94.6,0.0,0.0,0.1
8.460,-86.4,-83.7,94.8,-0.2,-0.1,0.2
8.510,-86.3,-83.7,94.7,0.1,0.0,-0.1
8.560,-86.4,-83.8,94.8,-0.1,-0.1,0.1
8.610,-86.3,-83.8,94.7,0.1,0.0,-0.1
8.660,-86.2,-83.8,94.7,0.1,0.0,0.0
8.710,-86.4,-83.8,94.9,-0.2,0.0,0.2
8.760,-86.2,-83.8,94.6,0.2,0.0,-0.3
8.810,-85.9,-83.8,94.4,0.3,0.0,-0.2
8.860,-86.0,-83.8,94.4,-0.1,0.0,0.0
8.910,-86.0,-83.8,94.4,0.0,0.0,0.0
8.960,-86.1,-83.8,94.5,-0.1,0.0,0.1
9.010,-86.2,-83.8,94.5,-0.1,0.0,0.0
9.060,-86.1,-83.8,94.5,0.1,0.0,0.0
9.110,-86.3,-83.8,94.7,-0.2,0.0,0.2
9.160,-86.3,-83.8,94.7,0.0,0.0,0.0
9.210,-86.4,-83.8,94.8,-0.1,0.0,0.1
9.260,-86.5,-83.8,94.9,-0.1,0.0,0.1
9.310,-86.6,-83.8,95.0,-0.1,0.0,0.1
9.359,-86.7,-83.8,95.1,-0.1,0.0,0.1
9.409,-86.9,-83.8,95.4,-0.2,0.0,0.3
9.459,-86.8,-83.8,95.3,0.1,0.0,-0.1
