Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.002,103.2,-75.7,-155.8,0.0,0.0,0.0
0.051,103.1,-75.7,-155.8,-0.1,0.0,0.0
0.102,103.0,-75.8,-155.7,-0.1,-0.1,0.1
0.151,103.0,-75.8,-155.9,0.0,0.0,-0.2
0.201,103.1,-75.9,-156.1,0.1,-0.1,-0.2
0.251,103.4,-76.0,-156.5,0.3,-0.1,-0.4
0.302,103.7,-76.1,-157.0,0.3,-0.1,-0.5
0.351,104.2,-76.3,-157.5,0.5,-0.2,-0.5
0.401,104.8,-76.5,-158.0,0.6,-0.2,-0.5
0.451,105.5,-76.7,-158.8,0.7,-0.2,-0.8
0.501,106.3,-77.0,-159.6,0.8,-0.3,-0.8
0.551,107.2,-77.2,-160.5,0.9,-0.2,-0.9
0.601,108.1,-77.5,-161.6,0.9,-0.3,-1.1
0.651,109.1,-77.8,-162.6,1.0,-0.3,-1.0
0.700,110.0,-78.0,-163.7,0.9,-0.2,-1.1
0.750,110.7,-78.3,-164.5,0.7,-0.3,-0.8
0.800,111.4,-78.6,-165.3,0.7,-0.3,-0.8
0.850,112.2,-78.8,-166.3,0.8,-0.2,-1.0
0.900,113.0,-79.1,-167.2,0.8,-0.3,-0.9
0.950,113.9,-79.3,-168.3,0.9,-0.2,-1.1
1.000,115.1,-79.5,-169.7,1.2,-0.2,-1.4
1.050,116.4,-79.8,-171.2,1.3,-0.3,-1.5
1.100,117.8,-79.9,-172.7,1.4,-0.1,-1.5
1.150,118.8,-80.1,-173.9,1.0,-0.2,-1.2
1.200,120.0,-80.3,-175.4,1.2,-0.2,-1.5
1.249,121.1,-80.4,-176.7,1.1,-0.1,-1.3
1.299,122.3,-80.5,-178.1,1.2,-0.1,-1.4
1.350,123.0,-80.5,-179.2,0.7,0.0,-1.1
1.399,123.5,-80.6,-179.9,0.5,-0.1,-0.7
1.449,123.6,-80.7,179.8,0.1,-0.1,359.7
1.500,124.1,-80.8,179.2,0.5,-0.1,-0.6
1.549,124.7,-80.8,178.4,0.6,0.0,-0.8
1.599,125.3,-80.8,177.8,0.6,0.0,-0.6
1.649,126.1,-80.8,176.8,0.8,0.0,-1.0
1.699,127.1,-80.8,175.6,1.0,0.0,-1.2
1.749,128.5,-80.7,174.0,1.4,0.1,-1.6
1.799,129.3,-80.6,173.0,0.8,0.1,-1.0
1.849,129.3,-80.6,172.7,0.0,0.0,-0.3
1.898,129.3,-80.5,172.6,0.0,0.1,-0.1
1.948,129.0,-80.5,172.7,-0.3,0.0,0.1
1.998,128.4,-80.6,173.2,-0.6,-0.1,0.5
2.049,128.4,-80.6,173.1,0.0,0.0,-0.1
2.098,128.4,-80.7,173.0,0.0,-0.1,-0.1
2.148,128.6,-80.7,172.8,0.2,0.0,-0.2
2.198,128.4,-80.7,172.9,-0.2,0.0,0.1
2.248,128.5,-80.6,172.8,0.1,0.1,-0.1
2.299,128.7,-80.7,172.6,0.2,-0.1,-0.2
2.349,129.0,-80.6,172.3,0.3,0.1,-0.3
2.399,129.4,-80.5,171.8,0.4,0.1,-0.5
2.449,129.7,-80.5,171.7,0.3,0.0,-0.1
2.498,129.8,-80.5,171.6,0.1,0.0,-0.1
2.548,130.1,-80.5,171.3,0.3,0.0,-0.3
2.599,130.5,-80.4,171.0,0.4,0.1,-0.3
2.647,130.8,-80.4,170.7,0.3,0.0,-0.3
2.697,131.0,-80.4,170.5,0.2,0.0,-0.2
2.747,131.0,-80.4,170.4,0.0,0.0,-0.1
2.798,131.2,-80.4,170.2,0.2,0.0,-0.2
2.848,131.4,-80.5,170.1,0.2,-0.1,-0.1
2.898,131.7,-80.5,169.8,0.3,0.0,-0.3
2.947,132.0,-80.5,169.5,0.3,0.0,-0.3
2.998,132.2,-80.5,169.3,0.2,0.0,-0.2
3.048,132.5,-80.5,169.0,0.3,0.0,-0.3
3.098,132.8,-80.5,168.6,0.3,0.0,-0.4
3.147,133.2,-80.5,168.3,0.4,0.0,-0.3
3.198,133.5,-80.5,167.9,0.3,0.0,-0.4
3.247,133.8,-80.6,167.6,0.3,-0.1,-0.3
3.297,134.2,-80.6,167.2,0.4,0.0,-0.4
3.347,134.4,-80.6,166.9,0.2,0.0,-0.3
3.396,134.5,-80.6,166.6,0.1,0.0,-0.3
3.446,134.9,-80.5,166.2,0.4,0.1,-0.4
3.496,134.6,-80.5,166.4,-0.3,0.0,0.2
3.546,134.2,-80.3,166.7,-0.4,0.2,0.3
3.596,134.3,-80.2,166.6,0.1,0.1,-0.1
3.645,134.6,-80.1,166.2,0.3,0.1,-0.4
3.695,135.0,-80.0,165.8,0.4,0.1,-0.4
3.745,135.3,-79.9,165.5,0.3,0.1,-0.3
3.795,135.7,-79.8,165.0,0.4,0.1,-0.5
3.845,136.1,-79.7,164.4,0.4,0.1,-0.6
3.895,136.3,-79.6,164.1,0.2,0.1,-0.3
3.946,136.7,-79.6,163.7,0.4,0.0,-0.4
3.996,136.9,-79.6,163.4,0.2,0.0,-0.3
4.046,136.9,-79.6,163.4,0.0,0.0,0.0
4.096,136.9,-79.5,163.4,0.0,0.1,0.0
4.145,137.2,-79.6,163.2,0.3,-0.1,-0.2
4.195,137.4,-79.6,163.1,0.2,0.0,-0.1
4.245,137.7,-79.5,162.9,0.3,0.1,-0.2
4.295,137.7,-79.5,163.0,0.0,0.0,0.1
4.346,137.6,-79.4,163.1,-0.1,0.1,0.1
4.395,137.4,-79.4,163.4,-0.2,0.0,0.3
4.445,137.2,-79.4,163.6,-0.2,0.0,0.2
4.494,136.8,-79.3,163.9,-0.4,0.1,0.3
4.544,136.4,-79.3,164.3,-0.4,0.0,0.4
4.594,135.8,-79.2,164.8,-0.6,0.1,0.5
4.644,135.3,-79.1,165.1,-0.5,0.1,0.3
4.695,135.0,-78.9,165.3,-0.3,0.2,0.2
4.745,134.7,-78.9,165.4,-0.3,0.0,0.1
4.795,134.4,-78.9,165.7,-0.3,0.0,0.3
4.845,134.1,-78.8,165.9,-0.3,0.1,0.2
4.895,133.9,-78.7,166.0,-0.2,0.1,0.1
4.945,133.6,-78.6,166.2,-0.3,0.1,0.2
4.995,133.3,-78.5,166.3,-0.3,0.1,0.1
5.044,133.0,-78.5,166.6,-0.3,0.0,0.3
5.094,132.6,-78.6,167.0,-0.4,-0.1,0.4
5.144,132.4,-78.6,167.2,-0.2,0.0,0.2
5.194,132.3,-78.6,167.3,-0.1,0.0,0.1
5.244,132.0,-78.5,167.6,-0.3,0.1,0.3
5.294,131.6,-78.5,168.0,-0.4,0.0,0.4
5.344,131.1,-78.5,168.4,-0.5,0.0,0.4
5.394,130.6,-78.5,168.8,-0.5,0.0,0.4
5.444,130.4,-78.5,168.9,-0.2,0.0,0.1
5.493,130.3,-78.5,169.0,-0.1,0.0,0.1
5.543,130.4,-78.5,168.8,0.1,0.0,-0.2
5.593,130.6,-78.5,168.7,0.2,0.0,-0.1
5.642,130.3,-78.5,169.0,-0.3,0.0,0.3
5.694,130.0,-78.5,169.4,-0.3,0.0,0.4
5.742,129.7,-78.5,169.8,-0.3,0.0,0.4
5.793,129.3,-78.5,170.2,-0.4,0.0,0.4
5.843,129.1,-78.6,170.4,-0.2,-0.1,0.2
5.893,128.8,-78.5,170.7,-0.3,0.1,0.3
5.943,128.6,-78.4,171.1,-0.2,0.1,0.4
5.992,128.4,-78.3,171.4,-0.2,0.1,0.3
6.041,128.4,-78.2,171.6,0.0,0.1,0.2
6.092,128.3,-78.2,171.6,-0.1,0.0,0.0
6.142,128.4,-78.2,171.5,0.1,0.0,-0.1
6.192,128.3,-78.2,171.6,-0.1,0.0,0.1
6.241,128.0,-78.2,171.8,-0.3,0.0,0.2
6.292,127.9,-78.2,171.9,-0.1,0.0,0.1
6.341,128.0,-78.2,171.7,0.1,0.0,-0.2
6.391,128.2,-78.2,171.3,0.2,0.0,-0.4
6.441,128.5,-78.3,170.9,0.3,-0.1,-0.4
6.491,128.6,-78.3,170.7,0.1,0.0,-0.2
6.541,128.7,-78.3,170.3,0.1,0.0,-0.4
6.591,128.9,-78.4,170.0,0.2,-0.1,-0.3
6.641,128.8,-78.4,169.9,-0.1,0.0,-0.1
6.691,128.7,-78.5,169.8,-0.1,-0.1,-0.1
6.742,128.6,-78.5,169.6,-0.1,0.0,-0.2
6.792,128.6,-78.6,169.4,0.0,-0.1,-0.2
6.842,128.5,-78.7,169.4,-0.1,-0.1,0.0
6.891,128.4,-78.8,169.4,-0.1,-0.1,0.0
6.940,128.2,-78.9,169.6,-0.2,-0.1,0.2
6.990,128.3,-78.8,169.5,0.1,0.1,-0.1
7.040,128.4,-78.8,169.5,0.1,0.0,0.0
7.090,128.4,-78.8,169.6,0.0,0.0,0.1
7.140,128.5,-78.7,169.6,0.1,0.1,0.0
7.190,128.5,-78.6,169.6,0.0,0.1,0.0
7.240,128.3,-78.6,169.7,-0.2,0.0,0.1
7.290,127.7,-78.7,170.3,-0.6,-0.1,0.6
7.340,126.9,-78.7,171.1,-0.8,0.0,0.8
7.390,126.3,-78.8,171.6,-0.6,-0.1,0.5
7.440,125.7,-78.8,172.2,-0.6,0.0,0.6
7.491,125.3,-78.9,172.8,-0.4,-0.1,0.6
7.540,124.8,-79.0,173.3,-0.5,-0.1,0.5
7.590,124.8,-79.0,173.4,0.0,0.0,0.1
7.640,124.6,-79.0,173.6,-0.2,0.0,0.2
7.690,124.5,-79.0,173.7,-0.1,0.0,0.1
7.740,124.4,-79.1,173.7,-0.1,-0.1,0.0
7.790,124.2,-79.2,173.8,-0.2,-0.1,0.1
7.840,124.3,-79.3,173.6,0.1,-0.1,-0.2
7.890,124.4,-79.3,173.2,0.1,0.0,-0.4
7.940,124.8,-79.2,172.5,0.4,0.1,-0.7
7.989,124.4,-78.9,172.4,-0.4,0.3,-0.1
8.039,124.1,-78.7,172.1,-0.3,0.2,-0.3
8.089,123.8,-78.7,171.9,-0.3,0.0,-0.2
8.138,123.3,-78.7,171.8,-0.5,0.0,-0.1
8.188,122.9,-78.8,172.0,-0.4,-0.1,0.2
8.238,122.1,-78.9,172.9,-0.8,-0.1,0.9
8.288,121.4,-79.0,173.8,-0.7,-0.1,0.9
8.339,120.9,-79.1,174.5,-0.5,-0.1,0.7
8.389,120.1,-79.1,175.5,-0.8,0.0,1.0
8.439,119.4,-79.3,176.4,-0.7,-0.2,0.9
8.489,118.5,-79.4,177.5,-0.9,-0.1,1.1
8.539,117.7,-79.5,178.5,-0.8,-0.1,1.0
8.589,117.3,-79.7,179.0,-0.4,-0.2,0.5
8.639,117.1,-79.7,179.6,-0.2,0.0,0.6
8.689,116.9,-79.7,-179.9,-0.2,0.0,-359.5
8.739,116.5,-79.8,-179.4,-0.4,-0.1,0.5
8.788,116.4,-79.9,-179.3,-0.1,-0.1,0.1
8.838,116.3,-80.0,-179.2,-0.1,-0.1,0.1
8.887,116.2,-80.1,-179.1,-0.1,-0.1,0.1
8.937,116.2,-80.2,-179.1,0.0,-0.1,0.0
8.988,116.2,-80.3,-179.1,0.0,-0.1,0.0
9.038,116.4,-80.4,-179.3,0.2,-0.1,-0.2
9.088,116.6,-80.5,-179.5,0.2,-0.1,-0.2
9.138,116.6,-80.6,-179.6,0.0,-0.1,-0.1
9.188,116.8,-80.6,-179.9,0.2,0.0,-0.3
9.238,117.0,-80.7,179.8,0.2,-0.1,359.7
9.288,117.2,-80.8,179.5,0.2,-0.1,-0.3
9.338,117.5,-80.7,179.1,0.3,0.1,-0.4
9.388,117.8,-80.8,178.7,0.3,-0.1,-0.4
