Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.025,-96.2,-76.8,-86.6,0.0,0.0,0.0
0.075,-96.0,-76.8,-86.7,0.2,0.0,-0.1
0.125,-96.0,-76.8,-86.8,0.0,0.0,-0.1
0.175,-96.1,-76.9,-86.7,-0.1,-0.1,0.1
0.225,-96.8,-77.1,-86.2,-0.7,-0.2,0.5
0.274,-97.8,-77.3,-85.4,-1.0,-0.2,0.8
0.324,-99.0,-77.5,-84.3,-1.2,-0.2,1.1
0.374,-100.0,-77.7,-83.3,-1.0,-0.2,1.0
0.425,-100.4,-77.9,-82.7,-0.4,-0.2,0.6
0.475,-100.6,-77.9,-82.2,-0.2,0.0,0.5
0.525,-100.1,-77.8,-82.3,0.5,0.1,-0.1
0.575,-99.2,-77.5,-82.7,0.9,0.3,-0.4
0.625,-98.4,-77.3,-83.1,0.8,0.2,-0.4
0.675,-97.9,-77.1,-83.3,0.5,0.2,-0.2
0.725,-97.3,-77.0,-83.6,0.6,0.1,-0.3
0.775,-96.6,-76.8,-84.1,0.7,0.2,-0.5
0.824,-96.6,-76.6,-84.0,0.0,0.2,0.1
0.873,-97.0,-76.6,-83.4,-0.4,0.0,0.6
0.923,-97.2,-76.6,-82.9,-0.2,0.0,0.5
0.973,-97.4,-76.7,-82.7,-0.2,-0.1,0.2
1.023,-97.2,-76.8,-82.7,0.2,-0.1,0.0
1.073,-97.0,-76.9,-82.8,0.2,-0.1,-0.1
1.123,-96.3,-77.0,-83.3,0.7,-0.1,-0.5
1.173,-95.9,-77.1,-83.6,0.4,-0.1,-0.3
1.223,-95.6,-77.3,-83.8,0.3,-0.2,-0.2
1.273,-95.6,-77.4,-83.7,0.0,-0.1,0.1
1.323,-96.0,-77.5,-83.4,-0.4,-0.1,0.3
1.374,-96.5,-77.5,-82.9,-0.5,0.0,0.5
1.424,-97.3,-77.6,-82.3,-0.8,-0.1,0.6
1.473,-98.0,-77.6,-81.6,-0.7,0.0,0.7
1.524,-98.2,-77.6,-81.5,-0.2,0.0,0.1
1.573,-98.2,-77.6,-81.6,0.0,0.0,-0.1
1.623,-98.3,-77.6,-81.6,-0.1,0.0,0.0
1.673,-98.5,-77.6,-81.6,-0.2,0.0,0.0
1.723,-98.3,-77.6,-82.0,0.2,0.0,-0.4
1.773,-98.0,-77.7,-82.5,0.3,-0.1,-0.5
1.823,-97.5,-77.8,-83.2,0.5,-0.1,-0.7
1.873,-96.9,-77.9,-84.0,0.6,-0.1,-0.8
1.922,-96.4,-78.0,-84.7,0.5,-0.1,-0.7
1.973,-96.0,-78.0,-85.3,0.4,0.0,-0.6
2.023,-95.7,-78.1,-85.7,0.3,-0.1,-0.4
2.073,-95.5,-78.1,-86.1,0.2,0.0,-0.4
2.123,-95.2,-78.1,-86.5,0.3,0.0,-0.4
2.172,-95.1,-78.2,-86.8,0.1,-0.1,-0.3
2.222,-95.1,-78.1,-86.9,0.0,0.1,-0.1
2.272,-95.2,-78.0,-86.8,-0.1,0.1,0.1
2.322,-95.3,-78.0,-86.8,-0.1,0.0,0.0
2.372,-95.4,-78.0,-86.8,-0.1,0.0,0.0
2.422,-95.4,-78.0,-86.9,0.0,0.0,-0.1
2.472,-95.5,-78.0,-86.8,-0.1,0.0,0.1
2.522,-95.7,-78.1,-86.7,-0.2,-0.1,0.1
2.572,-95.8,-78.1,-86.6,-0.1,0.0,0.1
2.622,-96.0,-78.1,-86.5,-0.2,0.0,0.1
2.672,-96.2,-78.1,-86.3,-0.2,0.0,0.2
2.722,-96.1,-78.1,-86.4,0.1,0.0,-0.1
2.771,-95.0,-78.3,-87.3,1.1,-0.2,-0.9
2.820,-94.9,-78.4,-87.2,0.1,-0.1,0.1
2.870,-95.3,-78.5,-86.7,-0.4,-0.1,0.5
2.921,-95.7,-78.5,-86.1,-0.4,0.0,0.6
2.971,-96.7,-78.3,-85.1,-1.0,0.2,1.0
3.021,-97.7,-78.2,-84.0,-1.0,0.1,1.1
3.071,-98.5,-78.2,-83.3,-0.8,0.0,0.7
3.121,-98.9,-78.2,-82.9,-0.4,0.0,0.4
3.171,-99.5,-78.2,-82.4,-0.6,0.0,0.5
3.221,-100.0,-78.2,-82.1,-0.5,0.0,0.3
3.271,-100.5,-78.3,-81.7,-0.5,-0.1,0.4
3.321,-100.8,-78.3,-81.4,-0.3,0.0,0.3
3.370,-100.9,-78.3,-81.3,-0.1,0.0,0.1
3.420,-101.2,-78.4,-81.0,-0.3,-0.1,0.3
3.470,-101.5,-78.4,-80.7,-0.3,0.0,0.3
3.520,-101.9,-78.4,-80.4,-0.4,0.0,0.3
3.570,-102.2,-78.5,-80.1,-0.3,-0.1,0.3
3.620,-102.3,-78.6,-80.1,-0.1,-0.1,0.0
3.670,-102.5,-78.7,-79.9,-0.2,-0.1,0.2
3.720,-102.7,-78.8,-79.8,-0.2,-0.1,0.1
3.770,-102.8,-78.9,-79.8,-0.1,-0.1,0.0
3.820,-103.1,-79.1,-79.9,-0.3,-0.2,-0.1
3.870,-103.4,-79.2,-79.8,-0.3,-0.1,0.1
3.920,-104.0,-79.5,-79.5,-0.6,-0.3,0.3
3.969,-104.7,-79.7,-79.1,-0.7,-0.2,0.4
4.018,-105.0,-79.8,-78.9,-0.3,-0.1,0.2
4.068,-104.9,-79.9,-79.1,0.1,-0.1,-0.2
4.118,-105.1,-80.0,-79.0,-0.2,-0.1,0.1
4.168,-105.5,-80.1,-78.6,-0.4,-0.1,0.4
4.219,-106.3,-80.2,-77.8,-0.8,-0.1,0.8
4.269,-106.8,-80.3,-77.2,-0.5,-0.1,0.6
4.319,-107.3,-80.4,-76.7,-0.5,-0.1,0.5
4.368,-107.5,-80.4,-76.4,-0.2,0.0,0.3
4.418,-107.6,-80.5,-76.3,-0.1,-0.1,0.1
4.468,-107.5,-80.6,-76.4,0.1,-0.1,-0.1
4.519,-107.3,-80.7,-76.6,0.2,-0.1,-0.2
4.569,-107.1,-80.6,-76.7,0.2,0.1,-0.1
4.619,-106.5,-80.5,-77.4,0.6,0.1,-0.7
4.669,-105.6,-80.3,-78.4,0.9,0.2,-1.0
4.718,-104.8,-80.2,-79.4,0.8,0.1,-1.0
4.768,-104.2,-80.2,-80.0,0.6,0.0,-0.6
4.818,-103.7,-80.1,-80.8,0.5,0.1,-0.8
4.868,-103.1,-80.0,-81.6,0.6,0.1,-0.8
4.918,-102.6,-80.0,-82.4,0.5,0.0,-0.8
4.968,-101.8,-79.9,-83.4,0.8,0.1,-1.0
5.018,-101.2,-79.8,-84.2,0.6,0.1,-0.8
