Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.000,0.4,-40.4,-142.7,0.0,0.0,0.0
0.000,117.0,-40.2,-143.3,116.6,0.2,-0.6
0.000,118.0,-40.0,-143.6,1.0,0.2,-0.3
0.000,118.6,-40.1,-143.6,0.6,-0.1,0.0
0.000,119.9,-40.2,-144.2,1.3,-0.1,-0.6
0.001,120.9,-40.4,-144.9,1.0,-0.2,-0.7
0.001,121.5,-40.8,-144.5,0.6,-0.4,0.4
0.071,104.5,-77.4,6.7,-17.0,-36.6,151.2
0.121,104.3,-77.4,6.9,-0.2,0.0,0.2
0.171,104.2,-77.4,7.1,-0.1,0.0,0.2
0.221,103.7,-77.4,7.3,-0.5,0.0,0.2
0.271,103.4,-77.3,7.7,-0.3,0.1,0.4
0.321,103.2,-77.2,7.7,-0.2,0.1,0.0
0.369,102.8,-77.2,7.9,-0.4,0.0,0.2
0.419,102.2,-77.4,9.0,-0.6,-0.2,1.1
0.469,100.7,-78.0,10.9,-1.5,-0.6,1.9
0.519,99.8,-79.1,12.3,-0.9,-1.1,1.4
0.569,101.0,-80.4,11.7,1.2,-1.3,-0.6
0.620,100.5,-81.7,13.9,-0.5,-1.3,2.2
0.670,100.5,-83.0,15.7,0.0,-1.3,1.8
0.720,100.0,-84.5,16.9,-0.5,-1.5,1.2
0.770,105.2,-86.0,11.0,5.2,-1.5,-5.9
0.820,118.4,-87.0,-2.7,13.2,-1.0,-13.7
0.870,141.4,-88.0,-23.8,23.0,-1.0,-21.1
0.920,176.4,-88.7,-54.3,35.0,-0.7,-30.5
0.970,-113.2,-88.9,-122.0,-289.6,-0.2,-67.7
1.020,-101.4,-87.7,-132.7,11.8,1.2,-10.7
1.070,-101.6,-86.5,-132.1,-0.2,1.2,0.6
1.120,-99.8,-85.5,-133.0,1.8,1.0,-0.9
1.170,-97.8,-84.4,-133.5,2.0,1.1,-0.5
1.220,-95.7,-83.4,-134.5,2.1,1.0,-1.0
1.269,-92.8,-82.4,-136.4,2.9,1.0,-1.9
1.319,-90.4,-81.7,-137.6,2.4,0.7,-1.2
1.369,-88.7,-81.2,-137.5,1.7,0.5,0.1
1.420,-82.8,-80.9,-140.8,5.9,0.3,-3.3
1.469,-75.6,-80.8,-145.4,7.2,0.1,-4.6
1.519,-74.5,-80.7,-144.7,1.1,0.1,0.7
1.569,-73.3,-80.7,-144.6,1.2,0.0,0.1
1.619,-73.0,-80.5,-144.2,0.3,0.2,0.4
1.669,-72.4,-80.7,-144.9,0.6,-0.2,-0.7
1.719,-72.6,-81.0,-145.3,-0.2,-0.3,-0.4
1.768,-73.9,-81.0,-144.8,-1.3,0.0,0.5
1.818,-70.9,-81.0,-147.4,3.0,0.0,-2.6
1.867,-70.7,-81.1,-148.1,0.2,-0.1,-0.7
1.917,-70.6,-81.2,-148.9,0.1,-0.1,-0.8
1.967,-73.0,-81.0,-148.1,-2.4,0.2,0.8
2.017,-79.3,-80.8,-144.4,-6.3,0.2,3.7
2.067,-83.2,-80.8,-141.1,-3.9,0.0,3.3
2.118,-87.2,-80.8,-137.3,-4.0,0.0,3.8
2.168,-85.2,-80.8,-137.9,2.0,0.0,-0.6
2.218,-82.0,-81.0,-139.3,3.2,-0.2,-1.4
2.268,-81.9,-81.1,-138.6,0.1,-0.1,0.7
2.318,-85.7,-81.0,-135.4,-3.8,0.1,3.2
2.368,-89.1,-80.9,-133.1,-3.4,0.1,2.3
2.418,-91.0,-81.0,-131.0,-1.9,-0.1,2.1
2.468,-92.1,-81.3,-128.8,-1.1,-0.3,2.2
2.518,-92.9,-81.5,-127.8,-0.8,-0.2,1.0
2.567,-92.1,-81.6,-128.7,0.8,-0.1,-0.9
2.617,-93.7,-81.6,-127.7,-1.6,0.0,1.0
2.667,-94.0,-81.6,-127.9,-0.3,0.0,-0.2
2.717,-94.1,-81.6,-127.9,-0.1,0.0,0.0
2.767,-93.2,-81.8,-128.4,0.9,-0.2,-0.5
2.817,-94.7,-81.8,-126.8,-1.5,0.0,1.6
2.867,-96.5,-81.6,-125.0,-1.8,0.2,1.8
2.917,-98.8,-81.6,-123.3,-2.3,0.0,1.7
2.967,-99.2,-81.4,-123.4,-0.4,0.2,-0.1
3.017,-100.8,-81.5,-122.2,-1.6,-0.1,1.2
3.067,-104.6,-81.8,-120.1,-3.8,-0.3,2.1
3.117,-103.3,-81.9,-122.8,1.3,-0.1,-2.7
3.167,-100.9,-82.1,-124.7,2.4,-0.2,-1.9
3.216,-101.1,-82.4,-123.6,-0.2,-0.3,1.1
3.266,-98.3,-83.0,-124.5,2.8,-0.6,-0.9
3.316,-95.7,-83.4,-126.1,2.6,-0.4,-1.6
3.366,-91.9,-83.5,-129.6,3.8,-0.1,-3.5
3.416,-90.6,-83.5,-130.8,1.3,0.0,-1.2
3.466,-89.2,-83.5,-132.4,1.4,0.0,-1.6
3.516,-83.3,-83.5,-138.3,5.9,0.0,-5.9
3.566,-76.9,-83.2,-145.4,6.4,0.3,-7.1
3.616,-68.0,-82.4,-154.6,8.9,0.8,-9.2
3.666,-55.0,-81.6,-166.5,13.0,0.8,-11.9
3.715,-40.5,-81.0,-178.9,14.5,0.6,-12.4
3.765,-31.6,-79.7,173.0,8.9,1.3,351.9
3.815,-28.7,-78.4,169.2,2.9,1.3,-3.8
3.865,-27.2,-76.5,166.5,1.5,1.9,-2.7
3.915,-24.1,-74.7,162.7,3.1,1.8,-3.8
3.965,-21.8,-73.3,160.1,2.3,1.4,-2.6
4.015,-16.7,-72.2,155.8,5.1,1.1,-4.3
4.065,-7.7,-71.0,149.4,9.0,1.2,-6.4
4.115,0.9,-68.2,144.4,8.6,2.8,-5.0
4.165,1.6,-65.8,143.4,0.7,2.4,-1.0
4.215,-1.2,-64.0,143.4,-2.8,1.8,0.0
4.265,-1.4,-61.4,143.0,-0.2,2.6,-0.4
4.314,0.2,-58.4,141.7,1.6,3.0,-1.3
4.364,3.1,-55.8,139.4,2.9,2.6,-2.3
4.414,5.2,-53.6,137.7,2.1,2.2,-1.7
4.464,9.0,-50.9,135.7,3.8,2.7,-2.0
4.514,12.2,-48.6,133.5,3.2,2.3,-2.2
4.564,14.5,-46.1,132.3,2.3,2.5,-1.2
4.614,14.1,-44.3,131.8,-0.4,1.8,-0.5
4.664,15.1,-42.8,130.0,1.0,1.5,-1.8
4.714,18.2,-42.0,126.4,3.1,0.8,-3.6
4.764,21.7,-41.1,122.8,3.5,0.9,-3.6
4.813,24.9,-39.3,121.0,3.2,1.8,-1.8
4.863,22.9,-37.5,121.5,-2.0,1.8,0.5
4.913,20.7,-35.1,122.8,-2.2,2.4,1.3
4.963,17.5,-33.8,123.9,-3.2,1.3,1.1
5.012,16.5,-32.5,124.4,-1.0,1.3,0.5
5.062,13.7,-31.8,124.5,-2.8,0.7,0.1
5.112,12.7,-30.8,124.1,-1.0,1.0,-0.4
5.162,11.2,-29.8,124.0,-1.5,1.0,-0.1
5.212,10.4,-28.6,124.1,-0.8,1.2,0.1
5.262,10.3,-27.0,124.6,-0.1,1.6,0.5
5.312,10.4,-25.6,125.2,0.1,1.4,0.6
5.362,9.2,-24.8,125.9,-1.2,0.8,0.7
5.413,7.7,-24.1,126.7,-1.5,0.7,0.8
5.463,6.6,-23.3,127.4,-1.1,0.8,0.7
5.512,6.3,-22.5,127.7,-0.3,0.8,0.3
5.562,6.1,-21.6,127.9,-0.2,0.9,0.2
5.612,6.4,-20.7,128.2,0.3,0.9,0.3
5.662,6.4,-19.7,128.9,0.0,1.0,0.7
5.712,6.8,-18.9,129.3,0.4,0.8,0.4
5.761,6.3,-18.7,129.5,-0.5,0.2,0.2
5.811,6.5,-18.6,129.5,0.2,0.1,0.0
5.861,6.3,-18.4,129.6,-0.2,0.2,0.1
5.911,5.8,-18.1,130.1,-0.5,0.3,0.5
5.961,2.6,-18.0,131.4,-3.2,0.1,1.3
6.011,1.6,-17.9,132.4,-1.0,0.1,1.0
6.061,1.9,-17.8,132.8,0.3,0.1,0.4
6.110,1.3,-17.9,132.8,-0.6,-0.1,0.0
6.161,1.7,-17.8,132.8,0.4,0.1,0.0
6.211,2.9,-17.1,133.3,1.2,0.7,0.5
6.261,3.5,-16.3,134.0,0.6,0.8,0.7
6.311,3.0,-16.1,134.1,-0.5,0.2,0.1
6.361,2.3,-16.4,134.1,-0.7,-0.3,0.0
6.411,1.7,-16.6,134.0,-0.6,-0.2,-0.1
6.461,1.7,-16.5,133.9,0.0,0.1,-0.1
6.511,1.2,-16.5,133.9,-0.5,0.0,0.0
6.561,0.8,-16.7,133.8,-0.4,-0.2,-0.1
6.611,0.8,-17.1,133.7,0.0,-0.4,-0.1
6.661,0.0,-17.8,133.9,-0.8,-0.7,0.2
6.710,-1.5,-18.7,134.2,-1.5,-0.9,0.3
6.759,-4.5,-20.0,135.0,-3.0,-1.3,0.8
6.809,-6.1,-21.5,136.1,-1.6,-1.5,1.1
6.859,-5.4,-23.0,136.6,0.7,-1.5,0.5
6.910,-4.6,-24.8,136.3,0.8,-1.8,-0.3
6.959,-3.9,-27.1,135.7,0.7,-2.3,-0.6
7.010,-3.5,-29.7,135.5,0.4,-2.6,-0.2
7.060,-3.5,-32.6,136.2,0.0,-2.9,0.7
7.110,-3.8,-35.6,137.3,-0.3,-3.0,1.1
7.160,-6.5,-39.1,138.4,-2.7,-3.5,1.1
7.210,-7.8,-42.5,139.5,-1.3,-3.4,1.1
