Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.045,-4.7,-89.4,-8.4,0.0,0.0,0.0
0.094,-3.4,-89.5,-9.8,1.3,-0.1,-1.4
0.144,-0.1,-89.6,-13.1,3.3,-0.1,-3.3
0.194,-0.1,-89.2,-13.1,0.0,0.4,0.0
0.243,0.6,-89.5,-14.1,0.7,-0.3,-1.0
0.293,3.2,nan,-16.7,2.6,nan,-2.6
0.343,5.4,-89.7,-18.9,2.2,nan,-2.2
0.393,3.5,nan,-17.2,-1.9,nan,1.7
0.442,-11.5,nan,-2.6,-15.0,nan,14.6
0.493,-53.4,-89.6,39.6,-41.9,nan,42.2
0.543,-83.2,-89.7,69.3,-29.8,-0.1,29.7
0.593,-91.9,-89.7,78.0,-8.7,0.0,8.7
0.642,-94.4,nan,80.5,-2.5,nan,2.5
0.693,-97.3,-89.3,83.3,-2.9,nan,2.8
0.743,-97.7,-89.2,83.7,-0.4,0.1,0.4
0.793,-97.8,-89.0,83.9,-0.1,0.2,0.2
0.843,-98.3,-89.0,84.5,-0.5,0.0,0.6
0.893,-96.3,-89.1,82.5,2.0,-0.1,-2.0
0.943,-97.4,-88.9,83.6,-1.1,0.2,1.1
0.992,-98.3,-88.8,84.6,-0.9,0.1,1.0
1.043,-100.1,-88.6,86.4,-1.8,0.2,1.8
1.092,-101.9,-88.5,88.3,-1.8,0.1,1.9
1.142,-103.4,-88.3,89.8,-1.5,0.2,1.5
1.192,-104.3,-88.2,90.7,-0.9,0.1,0.9
1.242,-105.2,-87.8,91.4,-0.9,0.4,0.7
1.292,-105.6,-87.6,91.8,-0.4,0.2,0.4
1.342,-104.8,-87.3,90.8,0.8,0.3,-1.0
1.392,-103.6,-87.1,89.6,1.2,0.2,-1.2
1.442,-102.4,-86.8,88.3,1.2,0.3,-1.3
1.492,-101.9,-86.4,87.5,0.5,0.4,-0.8
1.542,-101.9,-86.1,87.3,0.0,0.3,-0.2
1.592,-101.7,-85.9,86.9,0.2,0.2,-0.4
1.642,-100.9,-85.6,86.0,0.8,0.3,-0.9
1.691,-99.8,-85.4,84.7,1.1,0.2,-1.3
1.741,-97.8,-85.2,82.7,2.0,0.2,-2.0
1.791,-97.1,-85.0,81.8,0.7,0.2,-0.9
1.841,-96.3,-84.8,80.9,0.8,0.2,-0.9
1.891,-95.3,-84.7,79.9,1.0,0.1,-1.0
1.941,-94.2,-84.5,78.8,1.1,0.2,-1.1
1.991,-93.5,-84.4,78.1,0.7,0.1,-0.7
2.041,-93.2,-84.3,77.6,0.3,0.1,-0.5
2.091,-92.9,-84.2,77.2,0.3,0.1,-0.4
2.141,-92.5,-84.1,76.8,0.4,0.1,-0.4
2.191,-92.0,-83.9,76.3,0.5,0.2,-0.5
2.241,-91.8,-83.8,76.0,0.2,0.1,-0.3
2.290,-92.0,-83.7,76.1,-0.2,0.1,0.1
2.340,-91.9,-83.6,75.9,0.1,0.1,-0.2
2.390,-91.9,-83.5,75.7,0.0,0.1,-0.2
2.440,-91.8,-83.4,75.4,0.1,0.1,-0.3
2.490,-91.8,-83.4,75.3,0.0,0.0,-0.1
2.540,-91.8,-83.3,75.1,0.0,0.1,-0.2
2.590,-91.1,-83.2,74.3,0.7,0.1,-0.8
2.641,-91.0,-83.1,74.1,0.1,0.1,-0.2
2.691,-91.0,-83.0,73.9,0.0,0.1,-0.2
2.741,-91.0,-83.0,73.8,0.0,0.0,-0.1
2.791,-91.1,-83.0,73.7,-0.1,0.0,-0.1
2.841,-91.0,-82.9,73.6,0.1,0.1,-0.1
2.890,-91.0,-82.9,73.6,0.0,0.0,0.0
2.940,-91.3,-82.9,73.6,-0.3,0.0,0.0
2.990,-91.2,-83.0,73.3,0.1,-0.1,-0.3
3.040,-91.2,-83.0,73.2,0.0,0.0,-0.1
3.090,-91.1,-83.1,73.0,0.1,-0.1,-0.2
3.140,-91.1,-83.1,72.9,0.0,0.0,-0.1
3.190,-91.0,-83.1,72.7,0.1,0.0,-0.2
3.239,-91.3,-83.1,72.8,-0.3,0.0,0.1
3.289,-91.3,-83.1,72.6,0.0,0.0,-0.2
3.339,-91.2,-83.1,72.5,0.1,0.0,-0.1
3.389,-91.1,-83.1,72.4,0.1,0.0,-0.1
3.439,-90.7,-83.1,72.0,0.4,0.0,-0.4
3.488,-90.5,-83.1,71.8,0.2,0.0,-0.2
3.539,-90.6,-83.1,72.0,-0.1,0.0,0.2
3.588,-90.8,-83.1,72.2,-0.2,0.0,0.2
3.638,-91.1,-83.1,72.5,-0.3,0.0,0.3
3.688,-91.5,-83.1,72.9,-0.4,0.0,0.4
3.738,-91.7,-83.1,73.2,-0.2,0.0,0.3
3.788,-92.0,-83.2,73.4,-0.3,-0.1,0.2
3.838,-92.1,-83.2,73.5,-0.1,0.0,0.1
3.888,-92.2,-83.2,73.7,-0.1,0.0,0.2
3.939,-92.4,-83.2,73.7,-0.2,0.0,0.0
3.988,-92.7,-83.3,74.0,-0.3,-0.1,0.3
4.038,-92.9,-83.3,74.2,-0.2,0.0,0.2
4.087,-93.1,-83.3,74.4,-0.2,0.0,0.2
4.137,-93.4,-83.3,74.7,-0.3,0.0,0.3
4.187,-93.9,-83.2,75.2,-0.5,0.1,0.5
4.237,-94.4,-83.2,75.6,-0.5,0.0,0.4
4.287,-94.3,-83.1,75.6,0.1,0.1,0.0
4.337,-94.5,-83.2,75.8,-0.2,-0.1,0.2
4.387,-95.0,-83.1,76.1,-0.5,0.1,0.3
4.437,-95.5,-83.1,76.5,-0.5,0.0,0.4
4.488,-96.1,-83.1,77.1,-0.6,0.0,0.6
4.537,-96.4,-83.1,77.4,-0.3,0.0,0.3
4.587,-96.9,-83.1,77.8,-0.5,0.0,0.4
4.638,-97.2,-83.1,78.1,-0.3,0.0,0.3
4.687,-97.5,-83.1,78.3,-0.3,0.0,0.2
4.737,-97.6,-83.2,78.4,-0.1,-0.1,0.1
4.786,-97.9,-83.2,78.5,-0.3,0.0,0.1
4.836,-98.0,-83.2,78.5,-0.1,0.0,0.0
4.886,-98.1,-83.2,78.6,-0.1,0.0,0.1
4.936,-98.4,-83.3,78.7,-0.3,-0.1,0.1
4.986,-98.7,-83.3,78.9,-0.3,0.0,0.2
5.036,-99.1,-83.3,79.4,-0.4,0.0,0.5
5.086,-99.1,-83.3,79.4,0.0,0.0,0.0
5.136,-98.7,-83.3,78.8,0.4,0.0,-0.6
5.187,-98.7,-83.3,78.8,0.0,0.0,0.0
5.237,-98.6,-83.3,78.8,0.1,0.0,0.0
5.287,-99.1,-83.3,79.3,-0.5,0.0,0.5
5.337,-99.6,-83.3,79.8,-0.5,0.0,0.5
5.386,-100.7,-83.3,80.9,-1.1,0.0,1.1
5.436,-101.4,-83.3,81.6,-0.7,0.0,0.7
5.486,-100.5,-83.3,80.6,0.9,0.0,-1.0
5.536,-99.3,-83.3,79.5,1.2,0.0,-1.1
5.586,-98.9,-83.3,79.1,0.4,0.0,-0.4
5.636,-98.4,-83.3,78.6,0.5,0.0,-0.5
5.685,-97.6,-83.3,77.7,0.8,0.0,-0.9
5.735,-96.8,-83.3,76.8,0.8,0.0,-0.9
5.785,-96.1,-83.3,76.0,0.7,0.0,-0.8
5.835,-95.7,-83.3,75.7,0.4,0.0,-0.3
5.885,-95.7,-83.3,75.8,0.0,0.0,0.1
5.935,-95.5,-83.3,75.7,0.2,0.0,-0.1
5.985,-95.6,-83.3,75.9,-0.1,0.0,0.2
6.034,-95.9,-83.3,76.1,-0.3,0.0,0.2
6.084,-96.2,-83.3,76.5,-0.3,0.0,0.4
6.134,-96.7,-83.3,77.1,-0.5,0.0,0.6
6.185,-96.8,-83.3,77.1,-0.1,0.0,0.0
6.234,-97.0,-83.3,77.2,-0.2,0.0,0.1
6.284,-96.8,-83.2,76.9,0.2,0.1,-0.3
6.334,-96.4,-83.2,76.6,0.4,0.0,-0.3
6.384,-96.1,-83.2,76.2,0.3,0.0,-0.4
6.435,-96.0,-83.2,76.1,0.1,0.0,-0.1
6.484,-95.9,-83.1,76.1,0.1,0.1,0.0
6.534,-95.9,-83.1,76.0,0.0,0.0,-0.1
6.584,-95.9,-83.1,76.0,0.0,0.0,0.0
6.634,-96.1,-83.1,76.2,-0.2,0.0,0.2
6.683,-96.2,-83.1,76.3,-0.1,0.0,0.1
6.733,-95.9,-83.1,76.0,0.3,0.0,-0.3
6.783,-95.7,-83.1,75.8,0.2,0.0,-0.2
6.833,-95.7,-83.1,75.8,0.0,0.0,0.0
6.884,-95.6,-83.1,75.6,0.1,0.0,-0.2
6.933,-95.6,-83.1,75.6,0.0,0.0,0.0
6.983,-95.4,-83.1,75.4,0.2,0.0,-0.2
7.034,-95.5,-83.1,75.5,-0.1,0.0,0.1
7.083,-95.5,-83.1,75.6,0.0,0.0,0.1
7.133,-95.6,-83.1,75.6,-0.1,0.0,0.0
7.183,-95.7,-83.1,75.8,-0.1,0.0,0.2
7.233,-95.7,-83.0,75.8,0.0,0.1,0.0
7.282,-95.8,-83.1,75.9,-0.1,-0.1,0.1
7.332,-95.9,-83.1,76.0,-0.1,0.0,0.1
7.382,-95.9,-83.1,76.0,0.0,0.0,0.0
7.432,-95.8,-83.1,75.9,0.1,0.0,-0.1
7.483,-95.7,-83.1,75.7,0.1,0.0,-0.2
7.532,-95.1,-83.1,75.2,0.6,0.0,-0.5
7.582,-94.7,-83.1,74.9,0.4,0.0,-0.3
7.632,-94.7,-83.1,74.7,0.0,0.0,-0.2
