Time(s),Raw_Roll,Raw_Pitch,Raw_Yaw,Filtered_Roll,Filtered_Pitch,Filtered_Yaw,Delta_Roll,Delta_Pitch,Delta_Yaw
2.832,-80.2,-86.2,114.6,-40.9347,nan,59.0214,-2.0666,nan,2.9252
2.882,-74.6,-86.1,109.7,-42.6179,nan,61.5553,-1.6833,nan,2.5339
2.933,-64.6,-85.8,100.2,-43.717,nan,63.4876,-1.0991,nan,1.9322
2.983,-53.5,-85.5,89.2,-44.2062,nan,64.7732,-0.4891,nan,1.2856
3.032,-42.2,-85.1,78.1,-42.6012,nan,65.4395,1.605,nan,0.6663
3.082,-29.9,-84.6,66.2,-41.9662,nan,66.0479,0.6351,nan,0.6084
3.132,-18.6,-84.1,55.6,-40.7979,nan,65.5255,1.1683,nan,-0.5224
3.182,-8.4,-83.8,46.4,-39.178,nan,64.5692,1.6199,nan,-0.9563
3.231,3.1,-83.8,36.2,-37.0641,nan,63.1508,2.1139,nan,-1.4185
3.282,18.2,-84.1,22.8,-34.3009,nan,61.1332,2.7632,nan,-2.0175
3.332,38.3,-84.4,4.8,-30.6708,nan,58.3166,3.63,nan,-2.8167
3.381,58.2,-83.9,-13.3,-26.2273,nan,54.7357,4.4435,nan,-3.5808
3.432,68.5,-83.1,-22.4,-21.4909,nan,50.879,4.7364,nan,-3.8568
3.482,72.6,-81.7,-25.8,-16.7864,nan,47.045,4.7045,nan,-3.8339
3.532,74.9,-80.8,-27.4,-12.2021,nan,43.3228,4.5843,nan,-3.7223
3.582,75.2,-80.5,-27.0,-7.832,nan,39.8066,4.3701,nan,-3.5161
3.632,74.0,-80.1,-25.3,-3.7404,nan,36.5513,4.0916,nan,-3.2553
3.681,73.1,-79.8,-24.4,0.1017,nan,33.5037,3.842,nan,-3.0476
3.732,73.1,-79.7,-24.4,3.7516,nan,30.6085,3.6499,nan,-2.8952
3.782,73.4,-79.9,-25.0,7.234,nan,27.8281,3.4824,nan,-2.7804
3.832,73.4,-80.2,-25.3,10.5423,nan,25.1717,3.3083,nan,-2.6564
3.881,73.3,-80.3,-25.4,13.6802,nan,22.6431,3.1379,nan,-2.5286
3.932,72.3,-80.4,-24.5,16.6112,nan,20.286,2.931,nan,-2.3572
3.981,70.3,-80.5,-22.5,19.2956,nan,18.1467,2.6844,nan,-2.1393
4.031,68.2,-80.6,-20.1,21.7408,nan,16.2343,2.4452,nan,-1.9123
4.081,66.0,-80.6,-17.5,23.9538,nan,14.5476,2.213,nan,-1.6867
4.130,64.2,-80.7,-15.1,25.9661,nan,13.0652,2.0123,nan,-1.4824
4.181,62.2,-80.7,-12.7,27.7778,nan,11.777,1.8117,nan,-1.2883
4.230,60.3,-80.8,-10.0,29.4039,nan,10.6881,1.6261,nan,-1.0888
4.280,58.2,-80.9,-7.1,30.8437,nan,9.7987,1.4398,nan,-0.8894
4.330,55.9,-81.1,-4.0,32.0965,nan,9.1088,1.2528,nan,-0.6899
4.380,53.6,-81.4,-1.2,33.1717,nan,8.5933,1.0752,nan,-0.5154
4.430,50.7,-81.8,1.9,34.0481,nan,8.2587,0.8764,nan,-0.3347
4.480,47.1,-82.5,5.3,34.7007,nan,5.8917,0.6526,nan,-2.3669
4.529,43.1,-83.3,8.6,35.1207,nan,8.0583,0.42,nan,2.1666
4.579,39.6,-84.4,11.3,38.7041,nan,10.6517,3.5835,nan,2.5933
4.629,35.3,-85.6,14.6,35.9808,nan,13.8103,-2.7233,nan,3.1587
4.679,29.0,-86.8,19.6,35.6318,nan,14.0998,-0.349,nan,0.2895
4.730,16.2,-87.6,31.3,34.6602,nan,14.9598,-0.9716,nan,0.86
4.780,-0.5,-87.9,47.1,32.9022,nan,16.5668,-1.758,nan,1.607
4.830,-17.2,-87.9,63.1,30.3971,nan,18.8935,-2.5051,nan,2.3267
4.879,-24.8,-87.6,69.8,27.6372,nan,21.4388,-2.7599,nan,2.5453
4.929,-27.3,-87.4,71.5,24.8904,nan,23.9419,-2.7469,nan,2.5031
4.979,-29.4,-86.9,72.3,22.1758,nan,26.3598,-2.7145,nan,2.4179
5.030,-33.1,-86.3,74.8,19.4121,nan,28.7818,-2.7638,nan,2.422
5.080,-36.2,-86.1,76.7,16.6314,nan,31.1777,-2.7806,nan,2.3959
5.129,-34.6,-86.0,74.0,14.0699,nan,33.3188,-2.5616,nan,2.1411
5.179,-32.4,-86.0,71.0,11.7464,nan,35.2029,-2.3235,nan,1.8841
5.228,-30.1,-85.8,67.7,9.6541,nan,36.8277,-2.0923,nan,1.6249
5.279,-27.0,-85.6,63.7,7.8214,nan,38.1713,-1.8327,nan,1.3436
5.329,-23.1,-85.3,59.1,6.2753,nan,39.2178,-1.5461,nan,1.0464
5.378,-18.7,-84.9,53.7,5.0265,nan,39.9419,-1.2488,nan,0.7241
5.428,-14.8,-84.7,49.1,4.0352,nan,40.3998,-0.9913,nan,0.4579
5.478,-11.9,-84.7,45.8,3.2384,nan,40.6698,-0.7968,nan,0.27
5.528,-8.6,-85.5,42.5,2.6465,nan,42.134,-0.5919,nan,1.4642
5.579,-2.9,-86.6,36.8,2.3692,nan,41.8673,-0.2773,nan,-0.2667
5.629,6.8,-88.0,27.2,5.9138,nan,41.1339,3.5446,nan,-0.7334
5.678,62.6,-89.0,-29.0,8.7481,nan,37.6272,2.8343,nan,-3.5067
5.728,104.9,-88.3,-72.3,13.5557,nan,32.1308,4.8076,nan,-5.4964
5.778,114.9,-87.3,-83.7,18.623,nan,26.3393,5.0672,nan,-5.7915
5.828,122.8,-86.6,-93.2,23.8318,nan,20.3623,5.2089,nan,-5.977
5.877,126.6,-86.3,-98.5,28.9702,nan,14.4192,5.1384,nan,-5.9431
5.929,128.1,-85.9,-101.2,33.9267,nan,8.6383,4.9565,nan,-5.781
5.979,127.1,-85.8,-101.5,38.5854,nan,3.1313,4.6587,nan,-5.5069
6.028,124.2,-86.0,-99.6,42.8661,nan,-2.0052,4.2807,nan,-5.1366
6.078,117.3,-86.0,-93.5,46.5878,nan,-6.58,3.7217,nan,-4.5747
6.128,112.3,-86.0,-89.3,49.8734,nan,-10.716,3.2856,nan,-4.136
6.178,111.0,-85.9,-88.6,52.9297,nan,-14.6102,3.0563,nan,-3.8942
6.227,112.5,-85.8,-90.9,55.9082,nan,-18.4247,2.9785,nan,-3.8145
6.277,118.6,-85.7,-97.6,59.0428,nan,-22.3834,3.1346,nan,-3.9588
6.327,130.2,-85.3,-109.8,62.6007,nan,-26.7543,3.5579,nan,-4.3708
6.378,137.4,-85.1,-117.7,66.3407,nan,-31.3015,3.74,nan,-4.5473
6.428,146.5,-84.5,-127.4,70.3486,nan,-36.1065,4.008,nan,-4.8049
6.477,153.5,-83.5,-135.2,74.5062,nan,-41.0611,4.1576,nan,-4.9547
6.527,154.1,-82.5,-136.2,78.4859,nan,-45.8181,3.9797,nan,-4.7569
6.577,152.6,-81.9,-134.8,82.1916,nan,-50.2672,3.7057,nan,-4.4491
6.626,152.5,-81.5,-134.8,85.707,nan,-54.4938,3.5154,nan,-4.2266
6.677,151.3,-81.4,-133.7,88.9867,nan,-58.4541,3.2796,nan,-3.9603
6.727,149.9,-81.3,-132.4,92.0323,nan,-62.1514,3.0457,nan,-3.6973
6.776,148.7,-81.3,-131.1,94.8657,nan,-65.5989,2.8334,nan,-3.4474
6.826,147.7,-81.3,-130.0,97.5074,nan,-68.8189,2.6417,nan,-3.2201
6.876,146.9,-81.4,-129.0,99.9771,nan,-71.828,2.4696,nan,-3.0091
6.927,146.1,-81.3,-128.2,102.2832,nan,-74.6466,2.3061,nan,-2.8186
6.976,145.1,-81.3,-127.2,104.424,nan,-77.2742,2.1408,nan,-2.6277
7.027,144.1,-81.2,-126.2,106.4078,nan,-79.7205,1.9838,nan,-2.4463
7.077,143.4,-81.2,-125.6,108.2574,nan,-82.0145,1.8496,nan,-2.294
7.127,143.2,-81.2,-125.4,110.0046,nan,-84.1838,1.7471,nan,-2.1693
7.176,144.0,-81.4,-126.4,111.7043,nan,-86.2946,1.6998,nan,-2.1108
7.225,144.3,-81.5,-126.7,113.3341,nan,-88.3149,1.6298,nan,-2.0203
7.277,144.6,-81.5,-127.1,114.8974,nan,-90.2541,1.5633,nan,-1.9393
7.327,144.9,-81.6,-127.3,116.3976,nan,-92.1064,1.5001,nan,-1.8523
7.376,145.1,-81.7,-127.7,117.8327,nan,-93.8861,1.4351,nan,-1.7797
7.425,145.4,-81.9,-128.0,119.211,nan,-95.5918,1.3784,nan,-1.7057
7.477,145.5,-81.9,-127.9,120.5255,nan,-97.2072,1.3144,nan,-1.6154
7.526,145.7,-82.0,-128.0,121.7842,nan,-98.7468,1.2587,nan,-1.5396
7.576,145.4,-82.1,-127.5,122.965,nan,-100.1845,1.1808,nan,-1.4377
7.626,145.1,-82.1,-126.9,124.0718,nan,-101.5203,1.1067,nan,-1.3358
7.675,145.1,-82.1,-126.6,125.1232,nan,-102.7743,1.0514,nan,-1.254
7.725,145.3,-82.2,-126.5,126.132,nan,-103.9605,1.0088,nan,-1.1863
7.775,145.1,-82.2,-126.0,127.0804,nan,-105.0625,0.9484,nan,-1.102
7.825,144.7,-82.4,-125.2,127.9614,nan,-106.0694,0.881,nan,-1.0069
7.876,144.0,-82.6,-124.1,128.7633,nan,-106.9709,0.8019,nan,-0.9015
7.926,142.9,-82.9,-122.5,129.4702,nan,-107.7474,0.7068,nan,-0.7765
7.974,140.6,-83.3,-119.7,130.0266,nan,-108.345,0.5565,nan,-0.5976
8.024,136.4,-83.7,-115.0,130.3453,nan,-108.6778,0.3187,nan,-0.3327
8.075,131.2,-84.3,-109.0,131.0291,nan,-108.9356,0.6838,nan,-0.2578
8.124,123.3,-84.9,-100.3,130.6426,nan,-108.5038,-0.3865,nan,0.4318
8.175,114.3,-85.3,-90.1,129.8255,nan,-107.5836,-0.8171,nan,0.9202
8.225,106.9,-85.4,-81.7,128.6792,nan,-106.2894,-1.1463,nan,1.2942
8.275,103.9,-85.5,-77.5,127.4402,nan,-104.8499,-1.239,nan,1.4395
8.325,105.3,-85.6,-78.0,126.3332,nan,-103.5074,-1.107,nan,1.3425
8.374,110.2,-85.5,-82.1,125.5266,nan,-102.4371,-0.8067,nan,1.0704
8.424,116.9,-85.4,-88.1,125.0952,nan,-101.7202,-0.4313,nan,0.7169
8.473,125.4,-85.1,-96.1,125.339,nan,-101.4392,0.2438,nan,0.281
8.523,134.2,-84.8,-104.3,125.7821,nan,-103.7278,0.443,nan,-2.2886
8.574,142.5,-84.5,-112.2,126.618,nan,-104.1514,0.8359,nan,-0.4236
8.624,150.2,-84.1,-119.2,127.7971,nan,-104.9039,1.1791,nan,-0.7524
8.673,157.3,-84.0,-125.3,129.2722,nan,-105.9237,1.4751,nan,-1.0198
8.723,163.1,-83.9,-130.0,130.9636,nan,-107.1275,1.6914,nan,-1.2038
8.774,167.9,-84.3,-133.5,132.8104,nan,-108.4461,1.8468,nan,-1.3186
8.823,173.5,-85.1,-137.6,134.8449,nan,-109.9038,2.0345,nan,-1.4577
8.873,-177.0,-86.2,-145.3,119.2527,nan,-111.6736,-15.5922,nan,-1.7698
8.923,-157.6,-87.4,-162.8,105.41,nan,-114.2299,-13.8426,nan,-2.5563
8.974,-113.3,-88.2,154.6,94.4745,nan,-100.7884,-10.9355,nan,13.4415
9.023,-72.3,-87.5,115.1,86.1358,nan,-89.994,-8.3387,nan,10.7944
9.073,-59.9,-86.4,103.7,78.834,nan,-80.3093,-7.3018,nan,9.6847
9.123,-52.7,-85.5,97.2,72.2573,nan,-71.4339,-6.5767,nan,8.8755
9.173,-45.5,-85.0,90.3,66.3695,nan,-63.3472,-5.8879,nan,8.0867
9.223,-41.4,-84.5,86.1,60.981,nan,-55.8748,-5.3885,nan,7.4724
9.273,-40.0,-84.3,84.6,55.9319,nan,-48.8511,-5.049,nan,7.0237
9.323,-40.8,-84.2,85.3,51.0953,nan,-42.1435,-4.8366,nan,6.7076
9.373,-45.6,-84.5,90.3,46.2606,nan,-35.5213,-4.8348,nan,6.6222
9.422,-52.5,-84.9,97.8,41.3225,nan,-28.8553,-4.938,nan,6.6661
9.473,-60.4,-85.6,106.8,36.2364,nan,-22.0725,-5.0861,nan,6.7828
9.522,-71.1,-86.3,118.9,30.8696,nan,-15.0239,-5.3668,nan,7.0486
9.573,-88.0,-86.9,137.0,24.9261,nan,-7.4227,-5.9435,nan,7.6012
9.623,-109.2,-87.0,159.4,18.2198,nan,0.9184,-6.7063,nan,8.3411
9.672,-127.4,-86.9,178.6,10.9388,nan,9.8025,-7.281,nan,8.8841
9.722,-141.1,-86.9,-167.2,3.3369,nan,0.9524,-7.6019,nan,-8.8501
9.772,-150.8,-87.3,-157.3,-4.37,nan,-6.9602,-7.7068,nan,-7.9126
9.822,-163.8,-88.3,-144.0,-12.3415,nan,-13.8122,-7.9715,nan,-6.852
9.872,95.4,-89.1,-43.0,-6.9544,nan,-15.2716,5.3871,nan,-1.4594
9.921,59.4,-87.1,-6.6,-3.6367,nan,-14.838,3.3177,nan,0.4336
9.972,62.1,-85.1,-8.4,-0.3498,nan,-14.5161,3.2868,nan,0.3219
10.021,65.7,-83.6,-10.8,2.9527,nan,-11.5432,3.3025,nan,2.9729
10.071,69.0,-82.3,-12.3,6.255,nan,-12.1486,3.3024,nan,-0.6054
10.121,72.5,-81.3,-14.2,9.5673,nan,-13.7897,3.3122,nan,-1.6411
10.171,75.4,-80.8,-16.0,12.8589,nan,-15.5579,3.2916,nan,-1.7682
10.221,77.3,-80.6,-17.2,16.081,nan,-16.8716,3.2221,nan,-1.3136
10.270,78.2,-80.5,-17.9,19.1869,nan,-17.6943,3.106,nan,-0.8227
10.320,78.8,-80.6,-18.6,22.1676,nan,-18.4189,2.9807,nan,-0.7245
10.370,79.5,-80.9,-19.6,25.0342,nan,-19.3638,2.8666,nan,-0.9449
10.420,79.8,-81.3,-19.9,27.7725,nan,-19.7928,2.7383,nan,-0.429
10.470,80.9,-81.7,-20.7,30.4289,nan,-20.5186,2.6564,nan,-0.7258
10.521,80.0,-82.3,-19.4,32.9074,nan,-19.6237,2.4786,nan,0.8948
10.570,77.4,-82.8,-16.4,35.132,nan,-17.0447,2.2246,nan,2.579
10.620,75.7,-83.5,-14.4,37.1604,nan,-14.9289,2.0284,nan,2.1158
10.670,66.4,-84.2,-5.3,38.6224,nan,-14.4475,1.462,nan,0.4814
10.719,53.8,-84.7,7.1,39.3813,nan,-13.3701,0.7589,nan,1.0774
10.770,39.3,-84.6,21.4,39.3163,nan,-11.6316,-0.065,nan,1.7385
10.821,27.8,-84.0,32.9,38.7404,nan,-9.405,-0.5758,nan,2.2266
10.869,19.1,-83.0,41.7,37.7584,nan,-6.8498,-0.982,nan,2.5553
10.919,13.1,-82.1,48.2,36.5255,nan,-4.0973,-1.2329,nan,2.7525
10.969,8.9,-81.4,52.8,35.1442,nan,-1.2524,-1.3813,nan,2.8449
11.020,7.3,-80.8,54.8,33.752,nan,1.5502,-1.3922,nan,2.8026
11.069,4.9,-80.4,57.1,32.3094,nan,4.3277,-1.4426,nan,2.7775
11.119,2.3,-80.3,59.3,30.8089,nan,7.0763,-1.5005,nan,2.7486
11.170,-2.1,-79.9,63.2,29.1635,nan,9.8825,-1.6454,nan,2.8062
11.219,-8.1,-79.8,68.3,27.3003,nan,12.8034,-1.8632,nan,2.9209
11.269,-15.1,-79.8,74.1,25.1803,nan,15.8682,-2.12,nan,3.0648
11.320,-23.1,-79.6,80.7,22.7663,nan,19.1098,-2.414,nan,3.2416
11.369,-30.3,-79.6,86.6,20.113,nan,22.4843,-2.6533,nan,3.3745
11.419,-36.9,-79.7,92.1,17.2623,nan,25.9651,-2.8506,nan,3.4808
11.469,-43.2,-79.6,97.4,14.2392,nan,29.5368,-3.0231,nan,3.5717
11.519,-49.0,-79.7,102.5,11.0773,nan,33.185,-3.162,nan,3.6482
11.570,-54.6,-79.8,107.6,7.7934,nan,36.9057,-3.2839,nan,3.7208
11.620,-60.3,-79.8,112.5,4.3887,nan,40.6854,-3.4047,nan,3.7797
11.668,-65.1,-80.0,116.4,0.9143,nan,44.4712,-3.4744,nan,3.7857
11.719,-70.6,-80.2,120.8,-2.6614,nan,48.2876,-3.5757,nan,3.8164
11.769,-76.0,-80.4,125.1,-6.3284,nan,52.1282,-3.6669,nan,3.8406
11.819,-81.5,-80.8,129.4,-10.0869,nan,55.9918,-3.7586,nan,3.8636
11.869,-87.2,-81.0,133.9,-13.9426,nan,59.8872,-3.8557,nan,3.8954
11.919,-90.9,-81.4,136.2,-17.7905,nan,63.7029,-3.8479,nan,3.8156
11.968,-94.6,-82.3,138.2,-21.6309,nan,67.4277,-3.8405,nan,3.7249
12.018,-96.4,-83.3,138.5,-25.3694,nan,70.9813,-3.7385,nan,3.5536
12.068,-93.6,-84.3,134.1,-28.7809,nan,74.1373,-3.4115,nan,3.1559
12.118,-86.7,-85.0,125.9,-31.6769,nan,76.7254,-2.896,nan,2.5881
12.168,-81.7,-85.9,119.7,-34.178,nan,78.8741,-2.5012,nan,2.1487
12.219,-77.3,-86.8,114.1,-36.3341,nan,80.6354,-2.1561,nan,1.7613
12.268,-73.1,-87.9,108.5,-38.1724,nan,82.0287,-1.8383,nan,1.3932
12.318,-61.9,-88.6,96.1,-39.3588,nan,82.7322,-1.1864,nan,0.7036
12.368,-22.9,-89.1,56.3,-38.5359,nan,81.4106,0.8229,nan,-1.3216
12.417,21.1,-88.8,11.9,-35.5541,nan,77.9351,2.9818,nan,-3.4755
12.467,35.6,-88.0,-2.7,-31.9964,nan,73.9033,3.5577,nan,-4.0318
12.518,40.5,-87.1,-7.4,-28.3715,nan,69.8382,3.6248,nan,-4.0652
12.567,42.2,-86.3,-8.6,-24.843,nan,65.9163,3.5286,nan,-3.9219
12.618,42.4,-85.5,-8.2,-21.4808,nan,62.2104,3.3621,nan,-3.7058
12.666,42.2,-84.8,-7.2,-18.2968,nan,58.7399,3.184,nan,-3.4705
12.717,42.3,-84.3,-6.8,-15.2669,nan,55.4629,3.0298,nan,-3.277
12.766,44.2,-84.1,-8.5,-12.2936,nan,52.2648,2.9733,nan,-3.1981
12.817,48.7,-84.4,-13.4,-9.2439,nan,48.9815,3.0497,nan,-3.2832
12.867,56.3,-85.1,-21.6,-5.9667,nan,45.4525,3.2772,nan,-3.5291
12.916,65.6,-85.8,-31.9,-2.3884,nan,41.5848,3.5783,nan,-3.8676
12.967,78.5,-86.6,-46.0,1.656,nan,37.2056,4.0444,nan,-4.3792
13.017,89.2,-86.9,-57.8,6.0332,nan,32.4553,4.3772,nan,-4.7503
13.066,103.7,-87.2,-72.9,10.9166,nan,27.1876,4.8833,nan,-5.2678
13.117,117.1,-87.4,-86.7,16.2257,nan,21.4932,5.3092,nan,-5.6944
13.167,128.5,-87.4,-98.4,21.8395,nan,15.4985,5.6137,nan,-5.9947
13.216,138.7,-87.2,-108.7,27.6825,nan,9.2886,5.843,nan,-6.2099
13.267,145.4,-87.1,-115.5,33.5684,nan,3.0492,5.8859,nan,-6.2394
13.317,150.1,-87.0,-120.3,39.3949,nan,-3.1183,5.8266,nan,-6.1675
13.366,149.9,-87.0,-120.1,44.9202,nan,-8.9674,5.5253,nan,-5.8491
13.416,145.7,-86.8,-116.0,49.9592,nan,-14.319,5.039,nan,-5.3516
13.467,139.6,-86.7,-110.2,54.4412,nan,-19.1131,4.482,nan,-4.794
13.516,134.4,-86.5,-105.4,58.4392,nan,-23.4274,3.9979,nan,-4.3143
13.566,130.1,-86.4,-101.8,62.0222,nan,-27.346,3.583,nan,-3.9186
13.615,127.7,-86.2,-100.2,65.3061,nan,-30.9887,3.2839,nan,-3.6427
13.666,126.1,-86.1,-99.3,68.3458,nan,-34.4043,3.0397,nan,-3.4156
13.715,125.6,-86.1,-99.5,71.2085,nan,-37.6591,2.8627,nan,-3.2548
13.765,125.5,-86.1,-100.0,73.9231,nan,-40.7761,2.7146,nan,-3.117
13.816,124.7,-86.2,-99.7,76.4619,nan,-43.7223,2.5388,nan,-2.9462
13.865,125.0,-86.0,-100.6,78.8888,nan,-46.5662,2.4269,nan,-2.8439
13.916,125.8,-86.0,-101.9,81.2344,nan,-49.3329,2.3456,nan,-2.7667
13.966,126.8,-86.0,-103.4,83.5127,nan,-52.0363,2.2783,nan,-2.7034
14.015,127.3,-86.0,-104.3,85.702,nan,-54.6494,2.1894,nan,-2.6132
14.065,126.8,-86.0,-104.3,87.7569,nan,-57.132,2.0549,nan,-2.4825
14.116,126.4,-86.0,-104.0,89.6891,nan,-59.4754,1.9322,nan,-2.3434
14.166,126.0,-86.0,-103.9,91.5046,nan,-61.6966,1.8155,nan,-2.2212
14.216,125.4,-86.1,-103.5,93.1994,nan,-63.7868,1.6948,nan,-2.0902
14.265,124.3,-86.2,-102.7,94.7544,nan,-65.7324,1.555,nan,-1.9457
14.316,122.3,-86.3,-100.9,96.1317,nan,-67.4908,1.3773,nan,-1.7584
14.365,120.7,-86.4,-99.7,97.3601,nan,-69.1013,1.2284,nan,-1.6105
14.415,119.4,-86.5,-98.8,98.4621,nan,-70.5862,1.102,nan,-1.4849
14.464,115.8,-86.8,-95.8,99.329,nan,-71.8469,0.8669,nan,-1.2607
14.515,111.5,-86.8,-92.0,99.9376,nan,-72.8546,0.6085,nan,-1.0077
14.565,106.3,-86.9,-87.4,100.2557,nan,-73.5818,0.3181,nan,-0.7273
14.615,100.9,-86.8,-82.3,100.7711,nan,-74.0177,0.5155,nan,-0.4359
14.664,95.3,-86.7,-77.2,100.4976,nan,-76.5635,-0.2736,nan,-2.5458
14.714,91.0,-86.4,-73.0,100.0227,nan,-73.7127,-0.4749,nan,2.8508
14.763,87.5,-85.8,-69.4,99.3966,nan,-70.2625,-0.6261,nan,3.4502
14.813,84.9,-85.4,-66.5,98.6717,nan,-67.2525,-0.7248,nan,3.01
14.864,83.5,-84.8,-64.8,97.9132,nan,-65.2905,-0.7586,nan,1.962
14.914,82.6,-84.5,-63.5,97.1475,nan,-63.8581,-0.7657,nan,1.4324
14.963,81.0,-84.3,-61.5,96.3401,nan,-61.9716,-0.8074,nan,1.8865
15.014,80.2,-84.1,-60.3,95.5331,nan,-60.6343,-0.807,nan,1.3373
