Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.028,-8.4,-84.9,-115.5,0.0,0.0,0.0
0.078,-9.2,-85.1,-115.0,-0.8,-0.2,0.5
0.128,-9.8,-84.9,-114.5,-0.6,0.2,0.5
0.178,-8.9,-84.6,-114.7,0.9,0.3,-0.2
0.227,-9.0,-84.3,-113.8,-0.1,0.3,0.9
0.277,-9.7,-84.2,-113.1,-0.7,0.1,0.7
0.327,-10.5,-84.0,-112.4,-0.8,0.2,0.7
0.377,-11.9,-84.1,-111.9,-1.4,-0.1,0.5
0.427,-15.2,-83.9,-110.1,-3.3,0.2,1.8
0.477,-17.5,-83.9,-108.7,-2.3,0.0,1.4
0.527,-20.1,-84.3,-107.1,-2.6,-0.4,1.6
0.577,-22.9,-84.4,-105.4,-2.8,-0.1,1.7
0.627,-27.1,-84.8,-102.5,-4.2,-0.4,2.9
0.677,-33.2,-85.5,-97.3,-6.1,-0.7,5.2
0.727,-37.8,-85.5,-93.9,-4.6,0.0,3.4
0.777,-36.2,-84.8,-97.1,1.6,0.7,-3.2
0.827,-33.0,-84.2,-101.4,3.2,0.6,-4.3
0.877,-31.0,-84.3,-104.2,2.0,-0.1,-2.8
0.926,-32.6,-84.6,-103.5,-1.6,-0.3,0.7
0.976,-36.6,-84.8,-100.5,-4.0,-0.2,3.0
1.026,-39.1,-84.6,-98.9,-2.5,0.2,1.6
1.076,-43.7,-84.3,-95.5,-4.6,0.3,3.4
1.126,-49.6,-83.9,-90.9,-5.9,0.4,4.6
1.176,-54.4,-83.6,-87.6,-4.8,0.3,3.3
1.226,-56.7,-83.0,-86.4,-2.3,0.6,1.2
1.276,-54.3,-82.4,-89.9,2.4,0.6,-3.5
1.326,-51.3,-81.9,-93.7,3.0,0.5,-3.8
1.376,-50.6,-82.1,-95.0,0.7,-0.2,-1.3
1.426,-50.0,-82.4,-95.8,0.6,-0.3,-0.8
