Time(s),Pitch_Normalized,Delta_Pitch_Smoothed,Label
0.016,-0.00020205346159229975,-0.01022686908604271,0
0.066,-0.02466349040135185,-0.005673121445466241,0
0.116,-0.04407411839528663,-0.0006378621918880104,0
0.166,-0.05414653629739519,0.0041013041036137565,0
0.216,-0.05133639889180586,0.007993577275194575,0
0.266,-0.03424078213438975,0.010918400046575983,0
0.316,-0.0046670888048083725,0.01461212062460504,0
0.366,0.03260837936731775,0.02154794393994024,0
0.416,0.07174014201515888,0.030044694856559317,0
0.465,0.10898194700416752,0.04082276166523684,0
0.516,0.1459191527844581,0.0539252138137428,0
0.565,0.19081594899805054,0.06854573732852742,0
0.615,0.25637283017030654,0.08337013840904461,0
0.666,0.3540810803549732,0.09722533418441515,0
0.716,0.48791573924562215,0.10961615368119197,0
0.766,0.6512165911508845,0.12078347675907394,0
0.816,0.8290342952856378,0.13123868519213175,0
0.866,1.0048617212114692,0.1411197793068908,0
0.916,1.1679016788270786,0.14986211964601495,0
0.966,1.316816714594907,0.1564298922085598,0
1.015,1.4583060047057756,0.15990703734866968,0
1.064,1.6020137420669585,0.15997862909363647,0
1.114,1.754994026630456,0.15695693753287826,0
1.164,1.9183800024405713,0.1513895586125699,0
1.215,2.086986112732319,0.14360523202827552,0
1.265,2.251002882087249,0.13357107231637996,0
1.314,2.3986036706144205,0.12117121039373871,0
1.364,2.518757307337168,0.10669387173164609,0
1.414,2.6039539991098337,0.09117326878523926,0
1.464,2.6525274377587067,0.07635378386478493,0
1.514,2.6700181086431627,0.06429810476400206,0
1.564,2.6689524593834193,0.05684492518422957,0
1.614,2.6667267144828486,0.05514070263902369,0
1.664,2.6819178410884206,0.059380065713189364,0
1.714,2.7299671603723397,0.0687894195518723,0
1.764,2.819452133929545,0.08182165398669099,0
1.814,2.9500106970046573,0.09649160147622524,0
1.865,3.1125579644690617,0.11076291173023947,0
1.914,3.2918481946285567,0.1228962251325882,0
1.964,3.4707439776256166,0.13168715038498818,0
2.014,3.634934123405415,0.13656148561633472,0
2.064,3.776581576685814,0.1375451722361433,0
2.114,3.8956889658087306,0.13516196038705602,0
2.164,3.9987893449383023,0.13031353848735705,0
2.213,4.095582016535687,0.12417560932738354,0
2.264,4.194903856290978,0.11811530209151329,0
2.313,4.3016303008752175,0.11359717555723421,0
2.363,4.415693349342632,0.11201049449332459,0
2.413,4.533604287902392,0.11437320142980098,0
2.464,4.6518969985407495,0.12097692336890446,0
2.513,4.770905878977757,0.13116966870210972,0
2.563,4.89668652161906,0.14350662887646165,0
2.613,5.0394209801067404,0.1563541071060996,0
2.662,5.208558578627347,0.16874839632978506,0
2.712,5.407278703556784,0.18105999157307337,0
2.763,5.629970145055594,0.19500736183693163,0
2.812,5.8651713719362135,0.21289759748977133,0
2.862,6.103177312640483,0.23647610367791003,0
2.912,6.344204203633126,0.26608047209570884,0
2.963,6.601970616910066,0.300641854361065,0
3.012,6.8998818538754705,0.338522392483668,0
3.062,7.26144755839816,0.378598587603868,0
3.112,7.700225701063829,0.4208396486594495,0
3.162,8.214977122237997,0.4660415773556991,0
3.212,8.792502628393464,0.515037892237801,0
3.262,9.415956021094274,0.568049912316748,0
3.312,10.073567858530708,0.6245887709532454,0
3.362,10.763593086197474,0.6837663553862129,0
3.412,11.494583126011136,0.7445474249052566,0
3.462,12.282469740077545,0.8056199416609247,0
3.512,13.145769563407924,0.8649630856868071,0
3.562,14.099111112260289,0.9194950904592532,0
3.612,15.145699950116395,0.9652051464126714,1
3.662,16.271176538847243,0.9979597462139239,1
3.711,17.442133485261536,1.014879407134201,1
3.761,18.610906925686805,1.0159382963167474,1
3.811,19.725619322657423,1.0052741019863773,1
3.861,20.743190548336713,0.9915957206065642,1
3.911,21.643377197353146,0.9871255127097853,1
3.961,22.44185270324502,1.004879982963034,1
4.011,23.1985105832717,1.054823184838522,1
4.061,24.01506831832593,1.1402278040722422,1
4.111,25.01695507721425,1.2558677939882898,1
4.161,26.319976368477583,1.389003589421756,1
4.211,27.990365333646757,1.5227370272578866,1
4.261,30.013184966409227,1.640139920465701,1
4.31,32.28429726254032,1.727481454632845,1
4.36,34.633226442554275,1.775859511652675,1
4.41,36.87074746993201,1.7816624532246699,1
4.46,38.84325190790203,1.746671088460642,1
4.51,40.47332512960015,1.6781344887532945,1
4.56,41.77366343485268,1.5883797294097648,1
4.61,42.83357960946095,1.4931716096903032,1
4.659,43.786687253084004,1.408516893839866,1
4.709,44.7717102211797,1.3466726223577374,1
4.759,45.896982260506874,1.3129912788158316,1
4.809,47.21601335944335,1.3051539895352569,1
4.859,48.718395380952934,1.315208259758085,1
4.909,50.33747369350939,1.333332967918939,1
4.959,51.973164696060344,1.351376588677627,1
5.009,53.52486502495272,1.364519345173953,1
5.059,54.92574603243353,1.3706657960565984,1
5.109,56.16690928865034,1.368542402832091,1
5.159,57.300453139860274,1.356118201346348,1
5.209,58.41690367291923,1.33056178233091,1
5.259,59.60364022107286,1.2897770838375784,1
5.308,60.90143738776426,1.234343461872885,1
5.359,62.279577394416414,1.1682468634238652,1
5.409,63.64309151681849,1.097523888502429,1
5.459,64.87093553443613,1.0274140921625268,1
5.509,65.86829964368157,0.9597964628215578,1
5.559,66.60821466667218,0.8926891339574006,1
5.608,67.14214817367463,0.8223115966768078,1
5.658,67.57459406148554,0.7464441175796714,1
5.708,68.01486830113481,0.6668158748257881,1
5.758,68.53053156064686,0.5888177899672116,1
5.807,69.12455335453234,0.5186280471256325,1
5.857,69.74401857021313,0.459586281002106,1
5.907,70.31125026507637,0.4101634448165612,1
5.957,70.75911343410824,0.3648695999375306,1
6.007,71.05458011493789,0.31761074020835595,1
6.057,71.20407747669324,0.26550215080037276,1
6.107,71.24378262184024,0.21090878786993555,1
6.157,71.22329006086085,0.16063045022888076,1
6.207,71.19097570321837,0.1228493065856057,1
6.257,71.18555306865059,0.10356623458908701,1
6.307,71.2336412332317,0.10422114892471938,1
6.357,71.35032307250194,0.12132921365498532,1
6.407,71.53974333093242,0.14793522146919713,1
6.457,71.79477577999911,0.17598745994398116,1
6.507,72.09679160418509,0.19856418347239924,1
6.557,72.4173696132431,0.21121693563842142,1
6.607,72.72313483653221,0.2122717953588804,1
6.656,72.98316466030066,0.20238772657452841,1
6.706,73.17661753794236,0.1837971144424273,1
6.756,73.2977224250348,0.1595329205817592,1
6.805,73.3563591868205,0.13279261589289745,1
6.856,73.37420033824722,0.10649198895240772,1
6.905,73.3777144753567,0.08298883632723744,1
6.955,73.3901049858167,0.06390161329535857,3
7.005,73.42471776311406,0.04995738708113038,3
7.055,73.48228950276717,0.04087577491289238,3
7.106,73.55302319980458,0.035366271221371905,3
7.156,73.62218079325424,0.03133741939901711,3
7.206,73.67619140875367,0.02637276827632462,3
7.256,73.70648017416373,0.01840235235305556,3
7.306,73.71002189903422,0.006315258144174152,3
7.356,73.68757453223739,-0.009842408373660304,3
7.406,73.64144215811994,-0.029292946774266682,3
7.456,73.57412850934726,-0.051398162485597254,3
7.505,73.4878703445558,-0.07642179033922929,3
7.555,73.38386541903057,-0.10557618908768802,2
7.605,73.26009373206192,-0.14015940909596197,2
7.655,73.10819916839827,-0.1802940512486643,2
7.705,72.91197350536137,-0.22427576137361313,2
7.755,72.65071828328685,-0.2692890227545746,2
7.804,72.3084278080746,-0.31323952026444885,2
7.855,71.88463401975075,-0.3564249741902003,2
7.905,71.39868454438381,-0.40164395548336956,2
7.955,70.88123828180152,-0.45236809334705014,2
8.005,70.35547514191131,-0.5100647121428026,2
8.054,69.81961567712857,-0.5725461116487522,2
8.103,69.24365417722822,-0.6346846003136648,2
8.153,68.58451823492777,-0.691256403192034,2
8.203,67.81132638393335,-0.7401406873082308,2
8.254,66.92525716679933,-0.783750859583396,2
8.304,65.96158180493795,-0.8277448746098415,2
8.354,64.97206998783041,-0.8779100981454733,2
8.404,63.997277671301504,-0.9372599907272423,2
8.454,63.043729685967556,-1.0050216191628123,2
8.504,62.0780263958129,-1.0777526127198924,2
8.554,61.040514695673835,-1.1514789019454028,2
8.604,59.8710542699558,-1.2233940556595975,2
8.654,58.53430204329965,-1.2923131762688365,2
8.704,57.03380025673442,-1.3580603333891168,2
8.754,55.4104681473453,-1.4205791846793105,2
8.804,53.727641248341975,-1.4794813698778129,2
8.853,52.048938225142045,-1.5341810388150505,2
8.903,50.416674337410335,-1.5842292145059218,2
8.953,48.83793783917445,-1.6293913100448116,2
9.002,47.28321269703477,-1.669382452272282,2
9.052,45.69870430752333,-1.7035622183587507,2
9.103,44.02876212489658,-1.7309007796364582,2
9.153,42.24038894285153,-1.7501992150357686,2
9.203,40.3399757340116,-1.760283323405678,2
9.253,38.37484596375779,-1.759999081023451,2
9.303,36.41863345197739,-1.7481780346314983,2
9.353,34.54694607478436,-1.7239019469414494,2
9.403,32.81384110335355,-1.6871722314959157,2
9.453,31.237947028939942,-1.6396752469473277,2
9.503,29.801432350719786,-1.585080524260674,2
9.553,28.459684838108835,-1.5284263718218056,2
9.603,27.157039809937423,-1.4746148954517757,2
9.652,25.843636473378254,-1.4266077224293412,2
9.702,24.489170491404863,-1.3841949862707594,2
9.752,23.090582245539736,-1.3439570198191633,2
9.802,21.672484497459635,-1.300415674925197,2
9.851,20.280868850490947,-1.2478263307938284,2
9.901,18.97189124064596,-1.1818985296045448,2
9.95,17.79837683074831,-1.1009156901615924,2
10.001,16.797275601467817,-1.0060423126731166,2
10.051,15.98142153017055,-0.9008936403052388,2
10.101,15.338054513891976,-0.7906207703479226,2
10.15,14.83447957176233,-0.680819362074024,0
10.201,14.428747364673697,-0.5765339464148397,0
10.25,14.081645842487347,-0.48154771721329437,0
10.3,13.76627679398041,-0.3980494005697267,0
10.35,13.472675229750706,-0.32667231349144144,0
10.4,13.206551776497562,-0.26681797873166035,0
10.45,12.982899658615366,-0.21711799180509955,0
10.5,12.81678159577055,-0.1758794345088063,0
10.55,12.714698395256136,-0.14142325105087536,0
10.6,12.669874726575372,-0.11232163160862285,0
10.65,12.663299653711334,-0.0875791956487447,0
10.701,12.669953019585634,-0.06674629637812898,0
10.751,12.667413331978594,-0.049876310888163286,0
10.801,12.643060477894181,-0.03725490505904076,0
10.85,12.59688327326326,-0.02896020910448982,0
10.9,12.539088812716273,-0.02445926359385737,0
10.95,12.484136549733734,-0.022482535230169277,0
11.0,12.444232545180142,-0.021300218554961246,0
11.049,12.425096304211237,-0.01931155091373995,0
11.099,12.425282090636799,-0.015672228703292036,0
11.149,12.438474301409641,-0.010637577842739176,0
11.199,12.456950834036022,-0.005428992029146684,0
11.25,12.474297822841194,-0.0016759533351404343,0
11.299,12.486338190861261,-0.000709422456243658,0
11.349,12.490507494835867,-0.0030500190386305802,0
11.399,12.484798892424806,-0.00830686183929572,0
11.449,12.46737701638233,-0.01546927979310908,0
11.499,12.437138320617706,-0.02338145085098233,0
11.549,12.394596113824932,-0.031139001370799235,0
11.599,12.342213472243841,-0.03823861305210698,0
11.649,12.28378150347855,-0.04447660220647407,0
11.699,12.223136325526198,-0.04973645028421743,0
11.749,12.162907809133202,-0.053847478356148316,0
11.799,12.103952060340191,-0.05661388443541142,0
11.848,12.045741472771127,-0.05797013266749786,0
11.898,11.987434389582631,-0.05812328525796033,0
11.948,11.928902232820846,-0.05755615494940116,0
11.999,11.870999476263592,-0.05686252401357308,0
12.048,11.814894787149953,-0.0564954585998251,0
12.098,11.760980619664238,-0.05656881738191118,0
12.148,11.708219953984539,-0.05682977849836703,0
12.197,11.654511085390467,-0.056823253518479076,0
12.247,11.597953223134951,-0.056145660763289126,0
12.297,11.53826388652108,-0.05460955695311753,0
12.347,11.477443687787456,-0.05216876389351057,0
12.397,11.41920185439784,-0.04858505573365619,0
12.447,11.367445625187955,-0.0429835481171267,0
12.497,11.324903906732416,-0.03354227594889778,0
12.547,11.293207148214847,-0.017522488842969607,0
12.597,11.275130062327676,0.008319719269817939,0
12.646,11.278384472813272,0.04711333320164357,0
12.698,11.31908832590149,0.1013717380820637,0
12.746,11.422728334705255,0.17293311698559394,0
12.796,11.621461079219259,0.2634333965192354,0
12.846,11.948577019803892,0.3750065246662203,0
12.896,12.432919235218478,0.5105820642616834,0
12.947,13.096776795043894,0.6732096309995939,0
12.997,13.95923787192477,0.8643943733304965,0
13.047,15.04327239487705,1.0821826374826216,1
13.097,16.38095070494451,1.3201155433613152,1
13.147,18.01048078280921,1.567762759803537,1
13.196,19.963032059206455,1.8125664898246114,1
13.246,22.24455470953147,2.0419399916682175,1
13.296,24.82261651283241,2.244644917718207,1
13.347,27.626204617839264,2.411312027689956,1
13.396,30.558584133464592,2.5347843202136273,1
13.446,33.51617671172607,2.611034155821163,1
13.496,36.40568704910684,2.6406923643933737,1
13.546,39.15639267177661,2.6303295179235513,1
13.596,41.728793907080785,2.592296782028421,1
13.646,44.12082234102084,2.5424971167193187,1
13.696,46.36995570314019,2.4965849612191313,1
13.746,48.54784988876698,2.4660369396005515,1
13.796,50.74558433311662,2.4556802415944916,1
13.845,53.05117578503245,2.4635453263541995,1
13.895,55.524433745655905,2.4828118579163645,1
13.945,58.17654610773158,2.5047801762180457,1
13.994,60.96248946505175,2.5215795582627947,1
14.044,63.791845935318605,2.5276795457790535,1
14.094,66.55691248624443,2.5199746443572133,1
14.144,69.1686241032013,2.4969974145079497,1
14.194,71.58575128576814,2.4582852103089072,1
14.245,73.82464534655752,2.404638695971104,1
14.295,75.94533077668875,2.338999886858891,1
14.345,78.02114993011195,2.26676273713214,1
14.394,80.10728584874498,2.19444303210405,1
14.444,82.22293306744263,2.126808542570738,1
14.494,84.35248833364066,2.0638748630884978,1
14.544,86.45947330664,1.9996020997179003,1
14.594,88.50134280728493,1.923357743437404,1
14.644,90.43670952890868,1.823700763155199,1
14.693,92.22449991665312,1.6927184507329613,1
14.743,93.82066634373652,1.5288749561212938,1
14.793,95.17890821106279,1.337304145772795,1
14.843,96.25815756166394,1.1279824256722706,1
14.893,97.03447035607459,0.9131512455386528,1
14.943,97.51168262865556,0.7051929732383669,1
14.992,97.72552979136861,0.5153241325439666,1
15.043,97.73929756336271,0.3527831586580348,1
15.092,97.63285526267146,0.22408894623690828,1
15.142,97.48863926129235,0.13227046084037397,1
15.193,97.37774124209278,0.07632573402447207,3
15.242,97.34849793031687,0.05129700764007339,3
15.292,97.41979767343187,0.04918112949214333,3
15.342,97.58086217006768,0.060521857191183415,3
15.393,97.79772769631931,0.0761950590636431,3
15.443,98.0246527050563,0.08886037511476985,1
15.493,98.21734108629005,0.09381848473944672,1
15.543,98.34451613527455,0.08929080530039499,1
15.593,98.39480585330789,0.07619679738927373,3
15.642,98.37724301244005,0.057436040039121394,3
15.692,98.31592608948725,0.036714501477092654,3
15.742,98.24140598332082,0.017128539682515508,3
15.793,98.18176564732461,-0.00011578088904116158,3
15.842,98.15522257045889,-0.01644380338800886,3
15.892,98.16487271109024,-0.035839590932840795,3
15.941,98.19593810188145,-0.06396030016272931,3
15.991,98.21618327739964,-0.10678655109768158,2
16.041,98.18007810139446,-0.16935917683917978,2
16.091,98.03640994397948,-0.2550010832393525,2
16.141,97.73764001081275,-0.3650160390495799,2
16.191,97.24806057851043,-0.4985686551131906,2
16.242,96.54781421492902,-0.6525441175063804,2
16.291,95.63175481493109,-0.821528548774485,2
16.341,94.50506217996309,-0.9982691256215588,2
16.391,93.17918615995833,-1.1748403276315202,2
16.44,91.67049692681765,-1.3443454266316182,2
16.491,90.00089778965479,-1.50258474867275,2
16.54,88.19738684517887,-1.6489704854899359,2
16.59,86.28800666766428,-1.786183079258366,2
16.64,84.29418574449657,-1.918584021348373,2
16.691,82.22221309178293,-2.0499698985468795,2
16.741,80.05810936002966,-2.181555720212171,2
16.79,77.76992402234742,-2.3109550117633035,2
16.84,75.31922196647936,-2.432478773709903,2
16.89,72.67948717448954,-2.538540207222218,2
16.94,69.85493972469594,-2.6215497729007806,2
16.99,66.89134767202175,-2.67558031619588,2
17.039,63.87259910807984,-2.6973251615915266,2
17.09,60.9026045954421,-2.6863064016521596,2
17.14,58.078688015488765,-2.6446200498747965,2
17.19,55.46640992982413,-2.5765447746397023,2
17.239,53.084857744114395,-2.488156769783047,2
17.289,50.90686000582583,-2.386873073187927,2
17.34,48.8730214677314,-2.280730305710555,2
17.389,46.914039428092515,-2.1772716472291345,2
17.439,44.97337202686547,-2.082179426632924,2
17.489,43.022616940142484,-1.9981205847616834,2
17.539,41.06529605097429,-1.9243928946848663,2
17.589,39.12988812315076,-1.8576981537348183,2
17.639,37.256893749159524,-1.793838551676643,2
17.689,35.4852040822073,-1.729630712695328,2
17.739,33.84092879726573,-1.6641403610801617,2
17.789,32.329878468477645,-1.5986196541485007,2
17.839,30.934635950964967,-1.5352162681171038,2
17.889,29.617732301139235,-1.4752502722761243,2
17.938,28.33196841606385,-1.418113031285467,2
17.988,27.036420398657476,-1.3613990513270529,2
18.038,25.713133369803252,-1.3020420419297665,2
18.088,24.377385400389514,-1.237613889511617,2
18.138,23.075763436304854,-1.166993126247457,2
18.188,21.871213568936767,-1.090221492403804,2
18.238,20.820508377968068,-1.0080097256541016,2
18.288,19.953739573361474,-0.9215077425623669,2
18.338,19.264704688490397,-0.8325539175338058,2
18.388,18.715517377101193,-0.7440699224083331,2
18.438,18.251871159522835,-0.6600489049535071,2
18.487,17.821342973033808,-0.5848436616172776,2
18.537,17.387594194465194,-0.521966278961095,2
18.587,16.936686176306182,-0.4729832056771741,2
18.637,16.475274386769783,-0.43707230584858225,2
18.688,16.02277695276399,-0.4114271560999015,2
18.738,15.600845588357117,-0.39223743420369034,2
18.788,15.223907516589733,-0.37575950076356435,2
18.838,14.893981630004575,-0.35909640502531204,0
18.888,14.601245816102178,-0.34054755007579873,0
18.938,14.329496817485932,-0.31955327754998564,0
18.988,14.063747965398164,-0.2963185818171567,0
19.038,13.796630144212074,-0.27125725999460143,0
19.088,13.531210675548195,-0.24448789573294505,0
19.138,13.279741611269927,-0.2156350641088906,0
19.188,13.059591134592424,-0.1840541935030771,0
19.238,12.888272988411103,-0.14936451567656378,0
19.287,12.779028559260283,-0.11199758348582947,0
19.337,12.737630988915669,-0.0734638955416429,0
19.387,12.760703881071407,-0.036199715119018094,0
19.437,12.835851660720294,-0.0030687176017281104,0
19.487,12.94377213053987,0.02327101949041861,0
19.536,13.061991188795645,0.04092300578139572,0
19.586,13.169213524358014,0.04910989355594495,0
19.636,13.249054435252646,0.048302383069038515,0
19.686,13.29230132949661,0.040130610989960756,0
19.736,13.29750304622506,0.02709790505416123,0
19.786,13.270127494819732,0.012134461678979847,0
19.836,13.220654819606054,-0.0019257161334039097,0
19.886,13.162009990971015,-0.012810207011052909,0
19.936,13.106830711261907,-0.019082028796535155,0
19.985,13.065116747329668,-0.020173417092290435,0
20.035,13.042734027461606,-0.016249426343007654,0
20.085,13.041111454247485,-0.0080247530288446,0
20.135,13.058234147287294,0.003388579500685296,0
20.185,13.090567158573705,0.01660623281960767,0
20.235,13.135008782794984,0.030111009356882334,0
20.286,13.189879964531286,0.042427875155794936,0
20.336,13.254540614612907,0.05230757864694482,0
20.386,13.328072319167092,0.058852286191195445,0
20.436,13.40794080483073,0.06151851075940869,0
20.486,13.489395498887617,0.059991063629416884,0
20.535,13.565809813931054,0.05400262737769594,0
20.585,13.62963431615944,0.04321399844188249,0
20.635,13.67341925488138,0.027245115584759106,0
20.685,13.690477794867874,0.005884735539768826,0
20.734,13.675035056571943,-0.020566015466599197,0
20.784,13.622019948950111,-0.050942341160187254,0
20.834,13.526991770460498,-0.0830491601299201,0
20.884,13.38691967456478,-0.11385463310504633,0
20.935,13.202280650164738,-0.1400731320870733,0
20.984,12.979972087285745,-0.1589445976765745,0
21.035,12.735318212631853,-0.16886243886821006,0
21.084,12.491087985108976,-0.16955174477232332,0
21.134,12.272687934010648,-0.1617602411192678,0
21.183,12.101031818102129,-0.14672901877375608,0
21.233,11.986410667889842,-0.12582546083750684,0
21.283,11.926502501226878,-0.10054514825570351,0
21.333,11.90938935926782,-0.07276343928555917,0
21.384,11.919629486827219,-0.0537115739258572,0
21.434,11.94402604178967,-0.03312551427929833,0
21.484,11.97452060472871,-0.013335428332266832,0
21.534,12.007683819776261,0.0035455253144031453,0
