Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.037,17.6,-68.6,-41.8,0.0,0.0,0.0
0.087,16.4,-68.7,-41.4,-1.2,-0.1,0.4
0.136,9.4,-69.4,-37.2,-7.0,-0.7,4.2
0.186,2.4,-69.9,-32.1,-7.0,-0.5,5.1
0.236,-5.6,-69.8,-25.7,-8.0,0.1,6.4
0.286,-12.3,-69.0,-19.9,-6.7,0.8,5.8
0.336,-18.8,-68.8,-14.5,-6.5,0.2,5.4
0.386,-24.0,-68.4,-9.5,-5.2,0.4,5.0
0.436,-29.0,-68.9,-4.5,-5.0,-0.5,5.0
0.486,-35.0,-69.3,1.1,-6.0,-0.4,5.6
0.536,-42.8,-68.9,8.1,-7.8,0.4,7.0
0.585,-49.7,-67.9,14.3,-6.9,1.0,6.2
0.636,-55.0,-66.6,19.7,-5.3,1.3,5.4
0.686,-60.7,-65.4,24.0,-5.7,1.2,4.3
0.736,-65.4,-63.9,27.1,-4.7,1.5,3.1
0.786,-66.3,-63.6,27.6,-0.9,0.3,0.5
0.836,-66.0,-63.4,27.2,0.3,0.2,-0.4
0.885,-66.7,-63.0,28.2,-0.7,0.4,1.0
0.935,-68.1,-62.9,29.8,-1.4,0.1,1.6
0.985,-70.4,-62.6,31.2,-2.3,0.3,1.4
1.036,-72.3,-62.1,32.4,-1.9,0.5,1.2
1.085,-75.0,-61.6,33.9,-2.7,0.5,1.5
1.135,-77.1,-61.3,34.9,-2.1,0.3,1.0
1.185,-79.1,-61.1,35.6,-2.0,0.2,0.7
1.235,-80.8,-61.2,36.3,-1.7,-0.1,0.7
1.285,-79.8,-61.0,35.9,1.0,0.2,-0.4
1.335,-77.5,-60.6,34.8,2.3,0.4,-1.1
1.384,-76.7,-60.1,34.2,0.8,0.5,-0.6
1.435,-78.1,-59.7,34.1,-1.4,0.4,-0.1
1.484,-79.5,-59.3,33.9,-1.4,0.4,-0.2
1.534,-81.1,-59.0,33.6,-1.6,0.3,-0.3
1.584,-81.9,-59.0,33.2,-0.8,0.0,-0.4
1.634,-81.5,-59.4,33.0,0.4,-0.4,-0.2
1.684,-80.8,-59.9,33.0,0.7,-0.5,0.0
1.734,-79.1,-59.9,32.0,1.7,0.0,-1.0
1.784,-78.5,-59.6,30.8,0.6,0.3,-1.2
1.834,-79.2,-59.4,30.5,-0.7,0.2,-0.3
1.884,-80.3,-59.3,30.9,-1.1,0.1,0.4
1.934,-81.1,-59.5,31.5,-0.8,-0.2,0.6
1.984,-80.6,-59.4,31.4,0.5,0.1,-0.1
2.034,-79.1,-59.2,30.8,1.5,0.2,-0.6
2.084,-78.6,-58.9,30.2,0.5,0.3,-0.6
2.134,-78.8,-58.5,30.4,-0.2,0.4,0.2
2.183,-78.9,-58.2,31.2,-0.1,0.3,0.8
2.233,-77.2,-58.4,31.9,1.7,-0.2,0.7
2.283,-75.7,-58.7,32.4,1.5,-0.3,0.5
2.333,-75.0,-58.8,32.7,0.7,-0.1,0.3
2.383,-75.5,-58.6,32.9,-0.5,0.2,0.2
2.433,-76.2,-58.1,32.9,-0.7,0.5,0.0
2.483,-77.2,-57.6,33.1,-1.0,0.5,0.2
2.533,-78.5,-57.5,34.0,-1.3,0.1,0.9
2.583,-79.9,-57.7,35.2,-1.4,-0.2,1.2
2.633,-80.7,-57.9,35.6,-0.8,-0.2,0.4
2.683,-81.9,-58.0,36.0,-1.2,-0.1,0.4
2.732,-81.9,-58.0,35.8,0.0,0.0,-0.2
2.782,-81.8,-58.1,35.5,0.1,-0.1,-0.3
2.832,-81.0,-58.1,35.0,0.8,0.0,-0.5
2.882,-80.3,-58.1,34.5,0.7,0.0,-0.5
2.932,-80.2,-58.3,34.0,0.1,-0.2,-0.5
2.982,-78.8,-58.7,33.0,1.4,-0.4,-1.0
3.032,-75.4,-58.5,30.6,3.4,0.2,-2.4
3.081,-71.4,-58.1,27.9,4.0,0.4,-2.7
3.132,-69.5,-57.7,26.1,1.9,0.4,-1.8
3.182,-69.8,-57.3,25.0,-0.3,0.4,-1.1
3.232,-70.4,-56.8,23.9,-0.6,0.5,-1.1
3.282,-70.6,-56.2,22.7,-0.2,0.6,-1.2
3.331,-69.5,-55.7,21.2,1.1,0.5,-1.5
3.381,-67.4,-55.3,19.2,2.1,0.4,-2.0
3.431,-65.0,-54.9,17.1,2.4,0.4,-2.1
3.481,-63.1,-54.6,14.9,1.9,0.3,-2.2
3.531,-61.5,-54.4,13.0,1.6,0.2,-1.9
3.581,-59.7,-54.2,10.9,1.8,0.2,-2.1
3.631,-57.9,-53.7,9.1,1.8,0.5,-1.8
3.681,-57.0,-53.2,7.6,0.9,0.5,-1.5
3.731,-57.1,-53.0,7.0,-0.1,0.2,-0.6
3.781,-58.7,-53.0,7.1,-1.6,0.0,0.1
3.831,-60.6,-52.4,7.3,-1.9,0.6,0.2
3.880,-62.7,-52.5,8.1,-2.1,-0.1,0.8
3.930,-65.4,-53.8,10.2,-2.7,-1.3,2.1
3.980,-65.4,-54.5,11.1,0.0,-0.7,0.9
4.030,-63.5,-54.2,10.9,1.9,0.3,-0.2
4.080,-62.3,-54.0,10.8,1.2,0.2,-0.1
4.131,-62.4,-54.4,11.3,-0.1,-0.4,0.5
4.180,-63.0,-55.0,12.0,-0.6,-0.6,0.7
4.230,-62.8,-55.3,12.4,0.2,-0.3,0.4
4.280,-63.2,-55.4,12.8,-0.4,-0.1,0.4
4.330,-63.5,-55.4,13.2,-0.3,0.0,0.4
4.380,-63.1,-55.7,13.3,0.4,-0.3,0.1
4.430,-64.0,-56.3,14.2,-0.9,-0.6,0.9
4.480,-63.7,-56.8,14.6,0.3,-0.5,0.4
4.529,-63.2,-57.3,14.8,0.5,-0.5,0.2
4.579,-63.3,-57.9,15.4,-0.1,-0.6,0.6
4.629,-62.1,-58.2,15.2,1.2,-0.3,-0.2
4.679,-60.9,-58.4,15.0,1.2,-0.2,-0.2
4.729,-61.2,-58.9,15.8,-0.3,-0.5,0.8
4.779,-62.4,-59.7,17.1,-1.2,-0.8,1.3
4.829,-64.3,-60.6,18.5,-1.9,-0.9,1.4
4.879,-64.7,-60.8,19.2,-0.4,-0.2,0.7
4.929,-63.5,-60.7,19.1,1.2,0.1,-0.1
4.979,-61.7,-60.1,18.6,1.8,0.6,-0.5
5.030,-61.1,-59.2,17.9,0.6,0.9,-0.7
5.080,-62.7,-58.6,16.9,-1.6,0.6,-1.0
5.130,-63.0,-58.9,17.3,-0.3,-0.3,0.4
5.179,-63.7,-58.8,17.1,-0.7,0.1,-0.2
5.228,-64.9,-58.1,15.6,-1.2,0.7,-1.5
5.278,-65.3,-57.4,13.1,-0.4,0.7,-2.5
5.328,-63.7,-57.3,11.1,1.6,0.1,-2.0
5.378,-61.1,-57.5,9.2,2.6,-0.2,-1.9
5.428,-60.8,-57.5,7.8,0.3,0.0,-1.4
5.478,-61.4,-56.8,6.1,-0.6,0.7,-1.7
5.528,-61.0,-55.7,4.0,0.4,1.1,-2.1
5.578,-60.5,-54.7,2.4,0.5,1.0,-1.6
5.628,-60.2,-54.5,1.5,0.3,0.2,-0.9
5.678,-58.5,-54.6,0.7,1.7,-0.1,-0.8
5.728,-55.3,-54.2,-0.3,3.2,0.4,-1.0
5.777,-52.4,-53.2,-0.8,2.9,1.0,-0.5
5.827,-51.4,-52.8,-0.6,1.0,0.4,0.2
5.877,-53.7,-52.9,0.5,-2.3,-0.1,1.1
5.927,-56.8,-53.3,1.8,-3.1,-0.4,1.3
5.977,-58.5,-53.9,3.2,-1.7,-0.6,1.4
6.027,-58.4,-54.2,4.1,0.1,-0.3,0.9
6.077,-56.2,-53.6,4.1,2.2,0.6,0.0
6.128,-56.6,-53.4,4.3,-0.4,0.2,0.2
6.177,-60.2,-54.3,5.6,-3.6,-0.9,1.3
6.227,-62.9,-54.9,6.5,-2.7,-0.6,0.9
6.277,-62.3,-54.7,6.0,0.6,0.2,-0.5
