Time(s),Pitch_Normalized,Delta_Pitch_Smoothed,Label
0.0,10.300570313098603,-0.28527330532308354,0
0.0,12.34423270355154,-1.1955260479984606,0
0.0,13.30226861133972,-2.0781858794640584,0
0.0,12.299654974566039,-2.802186747312537,0
0.0,8.874203786483186,-3.2823639220957808,0
0.001,3.1274140251078393,-3.4944555232930616,0
0.001,-4.246730843149805,-3.818982150353448,0
0.071,-12.116923665401693,-4.147188487878164,0
0.121,-19.240704985763422,-4.224980038245951,0
0.171,-24.643984919832015,-4.04177552045441,0
0.221,-27.88925119043588,-3.621624806146168,0
0.271,-29.127652175230104,-3.0221411498770814,0
0.321,-28.94753177111979,-2.332210742722416,0
0.369,-28.11810022997806,-1.660350350472457,0
0.419,-27.342044274978498,-1.1108317319580663,0
0.469,-27.093997473662974,-0.7550689067776772,0
0.519,-27.568838270373966,-0.6118582324260842,0
0.569,-28.720427170126264,-0.6459851357771441,0
0.62,-30.349022305344086,-0.7845141299737207,0
0.67,-32.19467398760879,-0.9421679928199254,0
0.72,-34.00783351469672,-1.0455502035502988,0
0.77,-35.587503533001545,-1.0489996895242697,0
0.82,-36.792673070857,-0.9394715933887327,0
0.87,-37.539780158177315,-0.7318847010289915,0
0.92,-37.797546310481486,-0.4588620102991854,0
0.97,-37.58399436890567,-0.1593788706099403,0
1.02,-36.96355420426129,0.13025666491923998,0
1.07,-36.03927418041618,0.3816289001552434,0
1.12,-34.93764240833594,0.5759785944217342,0
1.17,-33.78846269370819,0.7037898864391494,0
1.22,-32.70526686550432,0.7635158170464393,0
1.269,-31.77121453144911,0.7602101116691429,0
1.319,-31.032887126639658,0.7041820010626566,0
1.369,-30.50188129378582,0.6094512216579815,0
1.42,-30.162388140017093,0.491877806198849,0
1.469,-29.981893252214242,0.3671346755257929,0
1.519,-29.921734193634727,0.2488541463670842,0
1.569,-29.944761963836363,0.14723765890790616,0
1.619,-30.01886434634745,0.06830291255062093,0
1.669,-30.11711593845026,0.013838046617958354,0
1.719,-30.21672540183348,-0.01797584877818679,0
1.768,-30.29883794237005,-0.03143483122285886,0
1.818,-30.34985800113345,-0.03195271840841087,0
1.867,-30.363500827606238,-0.02482552083267109,0
1.917,-30.34214662779896,-0.014437943591740065,0
1.967,-30.29624156444283,-0.00403890376721705,0
2.017,-30.241261377718835,0.004054583425006797,0
2.067,-30.193017172163074,0.008139502665277121,0
2.118,-30.16324378226485,0.006988846308725272,0
2.168,-30.157504976122432,6.404721294472893e-06,0
2.218,-30.17617956758341,-0.012452780546492192,0
2.268,-30.217442915717278,-0.028890682364345822,0
2.318,-30.279969538046196,-0.04685858623121249,0
2.368,-30.363436780393293,-0.06353450010851418,0
2.418,-30.466674433263883,-0.07641332547481454,0
2.468,-30.58514838808629,-0.08378233188016822,0
2.518,-30.70984724003096,-0.08485171737809338,0
2.567,-30.828362173248216,-0.07966922166783945,0
2.617,-30.927377037012995,-0.06905005219598478,0
2.667,-30.995328294924114,-0.05463212742009773,0
2.717,-31.024696741364345,-0.0389446494767526,0
2.767,-31.014135132395673,-0.02526216521258249,0
2.817,-30.970470060006043,-0.017117323449491552,0
2.867,-30.90975805459427,-0.01757322315649077,0
2.917,-30.85612092803141,-0.028508522934059498,0
2.967,-30.837770040212114,-0.05013620291306466,0
3.017,-30.881020474525876,-0.08083355034538045,0
3.067,-31.004094404813124,-0.11724212818760123,0
3.117,-31.21246226635359,-0.15455381702791726,0
3.167,-31.49669032405476,-0.18690733646710528,0
3.216,-31.83303224481815,-0.2078559134952016,0
3.266,-32.186556414271685,-0.21091704335539987,0
3.316,-32.516008230285216,-0.19023869042807035,0
3.366,-32.77883141926532,-0.1413719282496942,0
3.416,-32.934680062983425,-0.062052555077092106,0
3.466,-32.94694047376611,0.04717065284811639,0
3.516,-32.78340737880658,0.18265222360359132,0
3.566,-32.417813687310066,0.3379168707650081,0
3.616,-31.83298781712451,0.5046294460869006,0
3.666,-31.024983795573597,0.6741984226249116,0
3.715,-30.006510008782236,0.8395937145619072,0
3.765,-28.807387706621604,0.9967166609391114,0
3.815,-27.46971376941621,1.1447619627386274,0
3.865,-26.036847193016207,1.2854732202826313,0
3.915,-24.538742917364353,1.4217406452089976,0
3.965,-22.979773864374998,1.5562280334182077,0
4.015,-21.335787751420305,1.6904785858915639,0
4.065,-19.563081484483753,1.8244822054988965,0
4.115,-17.615581365034537,1.9564024929507469,0
4.165,-15.46270346139152,2.0822439928624425,0
4.215,-13.101724149866598,2.1955826833789134,0
4.265,-10.562565651632639,2.287839450245504,0
4.314,-7.905688839908741,2.349621198585124,0
4.364,-5.214407264391781,2.3731457503904267,0
4.414,-2.5829160835752205,2.3549193948173723,0
4.464,-0.10137936191996033,2.2973398680049817,0
4.514,2.160424234430934,2.208287098952346,0
4.564,4.1683760194205135,2.098835927347097,0
4.614,5.933612583139187,1.9802334308620573,0
4.664,7.510695218658299,1.8615906938819116,0
4.714,8.981146839656866,1.7491827056188307,0
4.764,10.42579362183833,1.6471620098172266,0
4.813,11.896645468711831,1.5585800548648998,0
4.863,13.401499674427335,1.4855636789857065,0
4.913,14.908910972613086,1.4283883861443112,0
4.963,16.370240736252306,1.3843256675883588,1
5.012,17.74622478307993,1.3475925115546636,1
5.062,19.02401280927758,1.3110867375291586,1
5.112,20.2174964445823,1.269275223447283,1
5.162,21.353951894541886,1.2205866149223301,1
5.212,22.457071955203503,1.1677651129271225,1
5.262,23.536660997129918,1.1158681756911601,1
5.312,24.589397703184662,1.069068997874846,1
5.362,25.607365823650635,1.0281108742080143,1
5.413,26.58656210188431,0.9897587367079715,1
