Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.010,106.6,-79.6,-78.8,0.0,0.0,0.0
0.060,106.4,-79.7,-78.6,-0.2,-0.1,0.2
0.109,105.7,-79.7,-77.8,-0.7,0.0,0.8
0.160,104.8,-79.8,-77.0,-0.9,-0.1,0.8
0.210,104.3,-79.8,-76.5,-0.5,0.0,0.5
0.260,103.9,-79.9,-76.1,-0.4,-0.1,0.4
0.310,103.8,-79.9,-75.9,-0.1,0.0,0.2
0.360,103.5,-80.0,-75.6,-0.3,-0.1,0.3
0.410,103.4,-80.1,-75.5,-0.1,-0.1,0.1
0.460,103.6,-80.1,-75.6,0.2,0.0,-0.1
0.510,104.0,-80.3,-75.8,0.4,-0.2,-0.2
0.560,104.3,-80.5,-76.0,0.3,-0.2,-0.2
0.609,104.6,-80.6,-76.1,0.3,-0.1,-0.1
0.659,105.6,-80.7,-76.8,1.0,-0.1,-0.7
0.709,106.0,-80.9,-77.0,0.4,-0.2,-0.2
0.759,106.6,-81.1,-77.4,0.6,-0.2,-0.4
0.808,107.7,-81.3,-78.3,1.1,-0.2,-0.9
0.858,108.9,-81.5,-79.3,1.2,-0.2,-1.0
0.908,110.0,-81.8,-80.3,1.1,-0.3,-1.0
0.959,111.3,-81.9,-81.4,1.3,-0.1,-1.1
1.008,112.6,-82.0,-82.4,1.3,-0.1,-1.0
1.058,113.5,-82.1,-83.0,0.9,-0.1,-0.6
1.108,114.5,-82.2,-83.7,1.0,-0.1,-0.7
1.159,115.4,-82.3,-84.2,0.9,-0.1,-0.5
1.208,116.4,-82.2,-85.0,1.0,0.1,-0.8
1.258,116.9,-82.2,-85.5,0.5,0.0,-0.5
1.308,117.1,-82.2,-85.7,0.2,0.0,-0.2
1.357,117.4,-82.2,-86.1,0.3,0.0,-0.4
1.407,117.6,-82.2,-86.4,0.2,0.0,-0.3
1.457,117.7,-82.3,-86.7,0.1,-0.1,-0.3
1.508,117.2,-82.3,-86.6,-0.5,0.0,0.1
1.558,116.7,-82.4,-86.4,-0.5,-0.1,0.2
1.608,116.1,-82.4,-86.2,-0.6,0.0,0.2
1.658,115.5,-82.4,-85.9,-0.6,0.0,0.3
1.708,114.7,-82.4,-85.4,-0.8,0.0,0.5
1.758,114.0,-82.4,-85.0,-0.7,0.0,0.4
1.808,114.0,-82.3,-85.2,0.0,0.1,-0.2
1.858,113.6,-82.3,-84.9,-0.4,0.0,0.3
1.908,113.3,-82.3,-84.8,-0.3,0.0,0.1
1.957,113.3,-82.2,-84.8,0.0,0.1,0.0
2.007,113.3,-82.3,-84.9,0.0,-0.1,-0.1
2.057,113.3,-82.2,-84.8,0.0,0.1,0.1
2.107,113.0,-82.2,-84.4,-0.3,0.0,0.4
2.157,113.0,-82.2,-84.3,0.0,0.0,0.1
2.207,113.0,-82.1,-84.2,0.0,0.1,0.1
2.257,113.0,-82.2,-84.1,0.0,-0.1,0.1
2.307,112.9,-82.2,-83.9,-0.1,0.0,0.2
2.357,112.9,-82.2,-83.7,0.0,0.0,0.2
2.407,113.0,-82.1,-83.8,0.1,0.1,-0.1
2.457,112.5,-82.2,-83.3,-0.5,-0.1,0.5
2.507,112.2,-82.2,-82.9,-0.3,0.0,0.4
2.557,111.8,-82.2,-82.5,-0.4,0.0,0.4
2.606,111.4,-82.2,-82.1,-0.4,0.0,0.4
2.657,110.5,-82.2,-81.2,-0.9,0.0,0.9
2.706,109.6,-82.2,-80.4,-0.9,0.0,0.8
2.756,108.8,-82.2,-79.7,-0.8,0.0,0.7
2.806,107.8,-82.3,-78.8,-1.0,-0.1,0.9
2.856,106.8,-82.3,-77.9,-1.0,0.0,0.9
2.906,105.4,-82.4,-76.5,-1.4,-0.1,1.4
2.956,104.1,-82.4,-75.4,-1.3,0.0,1.1
3.006,103.1,-82.4,-74.4,-1.0,0.0,1.0
3.055,101.5,-82.5,-72.9,-1.6,-0.1,1.5
3.105,100.6,-82.5,-72.0,-0.9,0.0,0.9
3.154,99.9,-82.5,-71.3,-0.7,0.0,0.7
3.204,99.4,-82.6,-70.8,-0.5,-0.1,0.5
3.254,99.0,-82.7,-70.2,-0.4,-0.1,0.6
3.304,98.0,-82.7,-69.2,-1.0,0.0,1.0
3.354,95.9,-82.8,-67.0,-2.1,-0.1,2.2
3.404,92.2,-83.0,-63.1,-3.7,-0.2,3.9
3.454,87.3,-83.0,-58.0,-4.9,0.0,5.1
3.504,81.0,-83.0,-51.6,-6.3,0.0,6.4
3.554,74.4,-83.0,-44.9,-6.6,0.0,6.7
3.604,67.8,-83.0,-38.2,-6.6,0.0,6.7
3.653,61.3,-82.8,-31.5,-6.5,0.2,6.7
3.704,54.7,-82.5,-24.7,-6.6,0.3,6.8
3.754,50.4,-82.2,-20.3,-4.3,0.3,4.4
3.804,48.0,-82.0,-17.7,-2.4,0.2,2.6
3.854,46.3,-81.9,-15.8,-1.7,0.1,1.9
3.903,44.9,-81.9,-14.2,-1.4,0.0,1.6
3.953,44.3,-82.0,-13.3,-0.6,-0.1,0.9
4.003,44.3,-82.2,-13.1,0.0,-0.2,0.2
4.053,44.3,-82.4,-12.9,0.0,-0.2,0.2
4.103,44.5,-82.6,-12.8,0.2,-0.2,0.1
4.153,44.7,-82.8,-12.7,0.2,-0.2,0.1
4.203,44.6,-83.0,-12.3,-0.1,-0.2,0.4
4.253,44.8,-83.2,-12.2,0.2,-0.2,0.1
4.302,44.2,-83.3,-11.4,-0.6,-0.1,0.8
4.352,44.0,-83.5,-10.8,-0.2,-0.2,0.6
4.402,44.6,-83.8,-11.1,0.6,-0.3,-0.3
4.452,44.8,-84.0,-11.0,0.2,-0.2,0.1
4.502,45.2,-84.3,-10.9,0.4,-0.3,0.1
4.552,45.4,-84.4,-10.7,0.2,-0.1,0.2
4.603,45.9,-84.6,-10.8,0.5,-0.2,-0.1
4.653,45.5,-84.8,-10.1,-0.4,-0.2,0.7
4.703,45.8,-85.0,-9.8,0.3,-0.2,0.3
4.753,45.8,-85.2,-9.3,0.0,-0.2,0.5
4.803,45.7,-85.3,-8.7,-0.1,-0.1,0.6
4.852,46.1,-85.6,-8.5,0.4,-0.3,0.2
4.902,47.9,-85.9,-9.8,1.8,-0.3,-1.3
4.952,50.1,-86.2,-11.5,2.2,-0.3,-1.7
5.002,53.8,-86.5,-14.6,3.7,-0.3,-3.1
5.052,59.0,-86.8,-19.4,5.2,-0.3,-4.8
5.102,64.8,-87.1,-24.6,5.8,-0.3,-5.2
5.152,71.4,-87.3,-30.7,6.6,-0.2,-6.1
5.202,79.1,-87.4,-37.8,7.7,-0.1,-7.1
5.252,87.5,-87.5,-45.9,8.4,-0.1,-8.1
5.302,95.8,-87.5,-53.8,8.3,0.0,-7.9
5.352,102.3,-87.4,-60.0,6.5,0.1,-6.2
5.401,107.9,-87.4,-65.3,5.6,0.0,-5.3
5.451,111.1,-87.2,-68.4,3.2,0.2,-3.1
5.502,113.3,-87.2,-70.2,2.2,0.0,-1.8
5.552,114.9,-87.3,-71.6,1.6,-0.1,-1.4
5.602,119.3,-87.2,-75.6,4.4,0.1,-4.0
5.651,123.9,-87.0,-80.0,4.6,0.2,-4.4
5.701,127.8,-87.0,-83.7,3.9,0.0,-3.7
5.751,132.2,-86.8,-87.9,4.4,0.2,-4.2
5.800,135.1,-86.6,-90.6,2.9,0.2,-2.7
5.850,136.8,-86.5,-92.1,1.7,0.1,-1.5
5.901,136.1,-86.6,-91.3,-0.7,-0.1,0.8
5.951,135.6,-86.8,-90.5,-0.5,-0.2,0.8
6.001,135.4,-86.9,-90.0,-0.2,-0.1,0.5
6.051,137.4,-86.8,-91.7,2.0,0.1,-1.7
6.100,141.8,-86.7,-95.8,4.4,0.1,-4.1
6.150,146.2,-86.5,-99.8,4.4,0.2,-4.0
6.200,149.6,-86.4,-102.9,3.4,0.1,-3.1
