Time(s),Roll_Filtered,Pitch_Filtered,Yaw_Filtered,Label
3.377,-18.21184663637589,-29.25256219494036,15.231112885038199,1
3.427,-18.586136747882684,-27.579824188380144,15.563459971543033,1
3.477,-18.91519437021219,-25.95293821542529,15.85413365362193,1
3.527,-19.253505545198227,-24.319526925335264,16.12628543757173,1
3.576,-19.644746912647186,-22.621103374701345,16.397161303825342,1
3.627,-20.115311063489205,-20.807941635101898,16.676975013181874,1
3.677,-20.671957069242346,-18.852708706259232,16.96931126922207,1
3.726,-21.303371487711793,-16.759172201139606,17.272639777504978,1
3.776,-21.98469236024333,-14.563521679447193,17.582537045738615,1
3.826,-22.683787996200508,-12.32755183032064,17.894217531382836,1
3.875,-23.36800792123481,-10.124981558666326,18.204761493894587,1
3.925,-24.010045261395824,-8.02432375792841,18.514230934256858,1
3.975,-24.59161721083772,-6.07331920894686,18.82509139914429,1
4.026,-25.104190715340252,-4.290018991790558,19.140060715548145,1
4.076,-25.547006433505434,-2.663561878784636,19.459282100299443,1
4.126,-25.923747676718122,-1.1640124778236554,19.778088906138894,1
4.176,-26.239661224657336,0.24320738211033266,20.086417412156642,1
4.225,-26.500365729584363,1.5849388058922564,20.370279581954286,1
4.274,-26.712304603225657,2.875875894657096,20.614910918973834,1
4.324,-26.883696117546183,4.124269210414833,20.808540502934296,1
4.375,-27.02466615424622,5.344315129708861,20.945420402579526,1
4.424,-27.146055537440724,6.567087420475589,21.02695610693396,1
4.474,-27.257489189747986,7.841002817322018,21.060516356485827,1
4.524,-27.365820362369927,9.217158610597588,21.05653938847462,1
4.574,-27.47462582832688,10.722919653887475,21.02541031046693,1
4.624,-27.584419064047545,12.335034849469626,20.975730876421437,1
4.675,-27.69261001534412,13.966946085476444,20.91479435661737,1
4.725,-27.792699208491715,15.480935730027293,20.850640193256506,1
4.775,-27.87348116229273,16.724872576798536,20.79387869653072,1
4.824,-27.919899542688945,17.580410910925433,20.757470664691542,1
4.874,-27.916538345217464,18.001971541057816,20.753983587603287,1
4.924,-27.852827914688493,18.02887653085347,20.791598478273443,1
4.974,-27.727445165931716,17.76541745628706,20.871003925755417,1
5.023,-27.549457787757085,17.338490672508932,20.984755846848753,1
5.073,-27.335493692497636,16.85192751209932,21.119299947382775,1
5.123,-27.104414268207506,16.356573261929707,21.25864168750958,1
5.173,-26.87223878686977,15.846468287759453,21.388169161595552,1
5.223,-26.649672387560415,15.279170847628178,21.497399058334416,1
