Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.000,4.6,-82.0,-30.6,0.0,0.0,0.0
0.000,-54.9,-81.8,-30.6,-59.5,0.2,0.0
0.000,-55.6,-81.7,-30.0,-0.7,0.1,0.6
0.000,-57.1,-81.8,-28.4,-1.5,-0.1,1.6
0.001,-59.0,-82.0,-26.2,-1.9,-0.2,2.2
0.001,-60.0,-82.3,-24.7,-1.0,-0.3,1.5
0.001,-60.3,-82.7,-23.8,-0.3,-0.4,0.9
0.001,-59.8,-83.2,-23.6,0.5,-0.5,0.2
0.001,-59.9,-83.8,-22.7,-0.1,-0.6,0.9
0.055,-62.2,-79.8,-102.8,-2.3,4.0,-80.1
0.105,-61.7,-79.8,-103.3,0.5,0.0,-0.5
0.155,-61.0,-79.7,-103.9,0.7,0.1,-0.6
0.204,-60.1,-79.8,-104.5,0.9,-0.1,-0.6
0.254,-59.9,-79.9,-104.6,0.2,-0.1,-0.1
0.304,-59.8,-80.0,-104.5,0.1,-0.1,0.1
0.354,-59.7,-80.1,-104.3,0.1,-0.1,0.2
0.405,-59.8,-80.2,-104.1,-0.1,-0.1,0.2
0.454,-59.5,-80.3,-104.2,0.3,-0.1,-0.1
0.505,-59.2,-80.3,-104.3,0.3,0.0,-0.1
0.555,-58.9,-80.3,-104.4,0.3,0.0,-0.1
0.604,-58.8,-80.4,-104.4,0.1,-0.1,0.0
0.654,-58.4,-80.5,-104.7,0.4,-0.1,-0.3
0.704,-58.0,-80.5,-105.0,0.4,0.0,-0.3
0.754,-57.5,-80.5,-105.4,0.5,0.0,-0.4
0.804,-57.0,-80.5,-105.8,0.5,0.0,-0.4
0.854,-56.3,-80.5,-106.4,0.7,0.0,-0.6
0.904,-56.0,-80.4,-106.7,0.3,0.1,-0.3
0.953,-55.9,-80.4,-106.6,0.1,0.0,0.1
1.003,-56.1,-80.4,-106.3,-0.2,0.0,0.3
1.053,-56.3,-80.4,-106.1,-0.2,0.0,0.2
1.103,-56.4,-80.3,-105.9,-0.1,0.1,0.2
1.153,-56.5,-80.3,-105.8,-0.1,0.0,0.1
1.203,-56.6,-80.3,-105.5,-0.1,0.0,0.3
1.252,-56.8,-80.4,-105.4,-0.2,-0.1,0.1
1.302,-57.1,-80.5,-105.0,-0.3,-0.1,0.4
1.352,-57.5,-80.6,-104.6,-0.4,-0.1,0.4
1.402,-57.8,-80.6,-104.3,-0.3,0.0,0.3
1.452,-57.7,-80.7,-104.6,0.1,-0.1,-0.3
1.502,-57.6,-80.8,-104.6,0.1,-0.1,0.0
1.553,-58.1,-81.0,-104.3,-0.5,-0.2,0.3
1.603,-58.8,-81.0,-103.8,-0.7,0.0,0.5
1.653,-59.8,-81.2,-103.0,-1.0,-0.2,0.8
1.703,-60.3,-81.4,-102.5,-0.5,-0.2,0.5
1.752,-60.3,-81.5,-102.7,0.0,-0.1,-0.2
1.802,-60.0,-81.6,-103.1,0.3,-0.1,-0.4
1.852,-59.7,-81.7,-103.4,0.3,-0.1,-0.3
1.901,-59.7,-81.9,-103.6,0.0,-0.2,-0.2
1.951,-59.7,-82.1,-103.7,0.0,-0.2,-0.1
2.001,-59.7,-82.2,-103.7,0.0,-0.1,0.0
2.051,-60.1,-82.4,-103.4,-0.4,-0.2,0.3
2.101,-60.3,-82.5,-103.4,-0.2,-0.1,0.0
