Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.003,-40.3,-87.9,4.8,0.0,0.0,0.0
0.053,-41.4,-87.9,6.1,-1.1,0.0,1.3
0.103,-43.9,-87.6,8.9,-2.5,0.3,2.8
0.153,-53.1,-87.9,17.7,-9.2,-0.3,8.8
0.203,-62.4,-87.9,26.9,-9.3,0.0,9.2
0.253,-65.8,-87.9,30.5,-3.4,0.0,3.6
0.303,-63.7,-87.5,28.6,2.1,0.4,-1.9
0.353,-62.8,-87.0,27.8,0.9,0.5,-0.8
0.403,-63.3,-86.8,28.8,-0.5,0.2,1.0
0.453,-68.3,-86.7,33.6,-5.0,0.1,4.8
0.503,-77.4,-87.1,42.9,-9.1,-0.4,9.3
0.552,-83.7,-87.4,49.4,-6.3,-0.3,6.5
0.603,-83.9,-87.4,50.0,-0.2,0.0,0.6
0.653,-83.8,-87.2,50.0,0.1,0.2,0.0
0.701,-90.6,-87.1,56.3,-6.8,0.1,6.3
0.753,-95.5,-87.0,61.3,-4.9,0.1,5.0
0.802,-101.5,-86.9,66.7,-6.0,0.1,5.4
0.852,-105.5,-86.8,70.5,-4.0,0.1,3.8
0.902,-102.3,-86.5,66.5,3.2,0.3,-4.0
0.952,-107.3,-86.3,70.4,-5.0,0.2,3.9
1.003,-111.9,-86.2,74.5,-4.6,0.1,4.1
1.052,-105.7,-86.1,67.9,6.2,0.1,-6.6
1.102,-98.9,-85.8,61.5,6.8,0.3,-6.4
1.152,-97.4,-85.7,59.5,1.5,0.1,-2.0
1.201,-98.7,-85.6,60.9,-1.3,0.1,1.4
1.251,-101.6,-85.5,63.7,-2.9,0.1,2.8
1.301,-102.3,-85.4,64.2,-0.7,0.1,0.5
1.351,-102.6,-85.2,64.4,-0.3,0.2,0.2
1.401,-103.3,-85.0,64.9,-0.7,0.2,0.5
1.451,-110.2,-84.9,71.5,-6.9,0.1,6.6
1.500,-119.7,-84.8,80.0,-9.5,0.1,8.5
1.550,-123.7,-84.5,82.8,-4.0,0.3,2.8
1.600,-123.1,-84.0,81.2,0.6,0.5,-1.6
1.650,-120.1,-83.7,77.4,3.0,0.3,-3.8
1.701,-115.0,-83.5,72.5,5.1,0.2,-4.9
1.750,-111.4,-83.2,69.4,3.6,0.3,-3.1
1.801,-108.9,-82.8,66.7,2.5,0.4,-2.7
1.851,-111.1,-82.6,68.6,-2.2,0.2,1.9
1.901,-113.1,-82.3,69.9,-2.0,0.3,1.3
1.951,-112.9,-81.9,69.0,0.2,0.4,-0.9
2.001,-109.3,-81.6,65.5,3.6,0.3,-3.5
2.050,-102.2,-81.1,58.8,7.1,0.5,-6.7
2.100,-101.4,-80.9,57.8,0.8,0.2,-1.0
2.150,-103.5,-80.4,59.1,-2.1,0.5,1.3
2.200,-103.5,-79.9,58.8,0.0,0.5,-0.3
2.250,-104.0,-79.5,58.4,-0.5,0.4,-0.4
2.300,-104.7,-79.3,58.9,-0.7,0.2,0.5
2.350,-105.8,-79.3,60.4,-1.1,0.0,1.5
2.400,-105.5,-79.5,60.6,0.3,-0.2,0.2
2.450,-105.6,-79.5,60.5,-0.1,0.0,-0.1
2.500,-106.2,-79.5,60.6,-0.6,0.0,0.1
2.550,-109.1,-79.4,63.0,-2.9,0.1,2.4
2.599,-113.2,-79.3,66.8,-4.1,0.1,3.8
2.650,-117.5,-79.2,70.6,-4.3,0.1,3.8
2.699,-118.1,-79.2,71.5,-0.6,0.0,0.9
2.749,-116.5,-79.2,70.2,1.6,0.0,-1.3
2.799,-114.3,-79.1,68.2,2.2,0.1,-2.0
2.849,-114.8,-79.1,68.5,-0.5,0.0,0.3
2.899,-115.2,-79.0,68.8,-0.4,0.1,0.3
2.949,-116.7,-79.0,70.0,-1.5,0.0,1.2
2.999,-117.5,-79.0,70.3,-0.8,0.0,0.3
3.049,-118.0,-79.1,70.8,-0.5,-0.1,0.5
3.099,-117.5,-79.2,70.5,0.5,-0.1,-0.3
3.149,-116.7,-79.3,69.4,0.8,-0.1,-1.1
3.199,-117.3,-79.1,68.6,-0.6,0.2,-0.8
3.249,-118.2,-79.2,70.2,-0.9,-0.1,1.6
3.298,-117.2,-79.5,70.2,1.0,-0.3,0.0
3.348,-113.1,-79.9,67.1,4.1,-0.4,-3.1
3.398,-110.7,-80.1,65.2,2.4,-0.2,-1.9
3.448,-109.1,-80.1,63.9,1.6,0.0,-1.3
3.499,-111.8,-80.4,65.7,-2.7,-0.3,1.8
3.548,-112.7,-81.1,65.9,-0.9,-0.7,0.2
3.598,-105.8,-82.2,60.2,6.9,-1.1,-5.7
3.648,-75.9,-82.3,32.1,29.9,-0.1,-28.1
3.698,-54.8,-81.7,11.4,21.1,0.6,-20.7
3.747,-39.4,-79.5,-4.7,15.4,2.2,-16.1
3.798,-28.1,-77.1,-16.1,11.3,2.4,-11.4
3.848,-21.1,-74.7,-23.8,7.0,2.4,-7.7
