Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.031,110.1,-82.7,-158.0,0.0,0.0,0.0
0.081,110.0,-82.7,-157.9,-0.1,0.0,0.1
0.131,110.4,-82.7,-158.2,0.4,0.0,-0.3
0.181,110.6,-82.6,-158.5,0.2,0.1,-0.3
0.231,111.2,-82.7,-159.2,0.6,-0.1,-0.7
0.281,112.9,-82.7,-161.1,1.7,0.0,-1.9
0.331,114.7,-82.8,-163.0,1.8,-0.1,-1.9
0.381,116.2,-83.0,-164.7,1.5,-0.2,-1.7
0.431,117.9,-83.3,-166.7,1.7,-0.3,-2.0
0.481,120.7,-83.7,-169.7,2.8,-0.4,-3.0
0.531,123.0,-84.1,-172.4,2.3,-0.4,-2.7
0.581,125.4,-84.5,-175.2,2.4,-0.4,-2.8
0.631,128.0,-84.8,-178.4,2.6,-0.3,-3.2
0.681,131.7,-85.2,177.5,3.7,-0.4,355.9
0.731,136.6,-85.4,172.1,4.9,-0.2,-5.4
0.781,138.4,-85.6,169.7,1.8,-0.2,-2.4
0.831,136.5,-85.7,171.1,-1.9,-0.1,1.4
0.881,135.9,-85.9,171.1,-0.6,-0.2,0.0
0.931,137.3,-86.0,169.2,1.4,-0.1,-1.9
0.981,138.8,-86.1,167.3,1.5,-0.1,-1.9
1.030,139.4,-86.2,166.2,0.6,-0.1,-1.1
1.080,139.9,-86.2,165.3,0.5,0.0,-0.9
1.130,140.5,-86.0,164.4,0.6,0.2,-0.9
1.180,140.7,-86.0,163.9,0.2,0.0,-0.5
1.230,139.7,-86.0,164.6,-1.0,0.0,0.7
1.280,139.2,-86.1,165.0,-0.5,-0.1,0.4
1.330,139.9,-86.2,164.2,0.7,-0.1,-0.8
1.379,139.3,-86.4,164.7,-0.6,-0.2,0.5
1.429,137.1,-86.5,166.9,-2.2,-0.1,2.2
1.479,135.7,-86.7,168.3,-1.4,-0.2,1.4
1.529,134.6,-86.7,169.2,-1.1,0.0,0.9
1.579,131.6,-87.0,172.0,-3.0,-0.3,2.8
1.629,126.9,-87.3,176.7,-4.7,-0.3,4.7
1.678,124.5,-87.3,179.1,-2.4,0.0,2.4
1.728,123.3,-87.4,-179.6,-1.2,-0.1,-358.7
1.778,123.8,-87.4,-180.0,0.5,0.0,-0.4
1.828,125.7,-87.4,178.1,1.9,0.0,358.1
1.878,127.1,-87.3,176.6,1.4,0.1,-1.5
1.928,129.3,-87.2,174.2,2.2,0.1,-2.4
1.978,132.0,-87.2,171.4,2.7,0.0,-2.8
2.028,133.4,-87.1,169.8,1.4,0.1,-1.6
2.079,134.8,-87.0,168.3,1.4,0.1,-1.5
2.129,136.6,-87.1,166.4,1.8,-0.1,-1.9
2.179,137.9,-87.1,164.9,1.3,0.0,-1.5
2.229,138.8,-87.2,164.0,0.9,-0.1,-0.9
2.279,139.5,-87.2,163.2,0.7,0.0,-0.8
2.328,139.9,-87.3,162.7,0.4,-0.1,-0.5
2.378,140.2,-87.2,162.2,0.3,0.1,-0.5
2.427,140.1,-87.4,162.3,-0.1,-0.2,0.1
2.478,140.8,-87.4,161.4,0.7,0.0,-0.9
2.527,143.9,-87.3,158.3,3.1,0.1,-3.1
2.578,144.5,-87.2,157.5,0.6,0.1,-0.8
2.628,145.7,-87.3,156.1,1.2,-0.1,-1.4
2.678,148.1,-87.3,153.6,2.4,0.0,-2.5
2.728,150.1,-87.3,151.3,2.0,0.0,-2.3
2.777,151.7,-87.4,149.6,1.6,-0.1,-1.7
