Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.040,50.8,-83.9,-87.3,0.0,0.0,0.0
0.090,49.8,-84.0,-86.3,-1.0,-0.1,1.0
0.141,48.9,-84.1,-85.6,-0.9,-0.1,0.7
0.191,48.5,-84.3,-85.5,-0.4,-0.2,0.1
0.241,50.2,-84.3,-87.5,1.7,0.0,-2.0
0.291,51.6,-84.5,-89.3,1.4,-0.2,-1.8
0.341,52.5,-84.6,-90.4,0.9,-0.1,-1.1
0.391,53.0,-84.7,-91.0,0.5,-0.1,-0.6
0.440,50.9,-84.9,-88.6,-2.1,-0.2,2.4
0.490,44.8,-85.2,-82.6,-6.1,-0.3,6.0
0.540,37.6,-85.7,-75.5,-7.2,-0.5,7.1
0.590,32.6,-86.1,-70.2,-5.0,-0.4,5.3
0.640,25.6,-86.6,-63.3,-7.0,-0.5,6.9
0.690,13.7,-87.0,-51.5,-11.9,-0.4,11.8
0.740,-2.0,-87.1,-35.7,-15.7,-0.1,15.8
0.790,-18.9,-87.0,-18.7,-16.9,0.1,17.0
0.840,-35.7,-87.2,-1.6,-16.8,-0.2,17.1
0.890,-54.2,-87.2,17.1,-18.5,0.0,18.7
0.940,-69.1,-87.2,31.6,-14.9,0.0,14.5
0.990,-77.5,-86.7,40.3,-8.4,0.5,8.7
1.039,-76.7,-85.4,39.5,0.8,1.3,-0.8
1.089,-72.3,-84.4,35.4,4.4,1.0,-4.1
1.139,-66.7,-84.1,29.7,5.6,0.3,-5.7
1.189,-64.0,-85.1,25.9,2.7,-1.0,-3.8
1.239,-65.7,-85.7,27.7,-1.7,-0.6,1.8
1.289,-34.7,-87.8,-5.4,31.0,-2.1,-33.1
1.339,13.4,-87.6,-54.4,48.1,0.2,-49.0
1.389,3.3,-87.3,-44.4,-10.1,0.3,10.0
1.439,-5.7,-87.4,-34.3,-9.0,-0.1,10.1
1.489,-30.1,-86.8,-9.4,-24.4,0.6,24.9
1.538,-39.0,-86.9,-1.0,-8.9,-0.1,8.4
1.587,-48.6,-86.7,9.1,-9.6,0.2,10.1
1.637,-54.0,-86.5,14.1,-5.4,0.2,5.0
1.687,-55.5,-85.9,15.3,-1.5,0.6,1.2
1.737,-56.7,-85.5,16.2,-1.2,0.4,0.9
1.787,-60.7,-85.2,19.4,-4.0,0.3,3.2
1.837,-65.0,-84.6,22.7,-4.3,0.6,3.3
1.887,-68.3,-84.2,24.7,-3.3,0.4,2.0
1.937,-66.3,-84.4,21.5,2.0,-0.2,-3.2
1.987,-65.3,-84.3,17.6,1.0,0.1,-3.9
2.037,-64.0,-84.2,15.0,1.3,0.1,-2.6
2.087,-63.3,-83.7,14.4,0.7,0.5,-0.6
2.137,-63.7,-83.5,14.7,-0.4,0.2,0.3
2.187,-64.0,-83.3,15.6,-0.3,0.2,0.9
2.236,-64.6,-83.0,15.9,-0.6,0.3,0.3
2.286,-63.9,-82.7,15.3,0.7,0.3,-0.6
2.336,-61.5,-82.6,12.3,2.4,0.1,-3.0
2.386,-59.5,-82.1,10.1,2.0,0.5,-2.2
2.436,-58.8,-81.9,8.9,0.7,0.2,-1.2
2.486,-59.3,-81.9,9.6,-0.5,0.0,0.7
2.536,-60.3,-82.0,9.9,-1.0,-0.1,0.3
2.586,-61.8,-82.5,11.6,-1.5,-0.5,1.7
2.636,-63.9,-82.8,13.5,-2.1,-0.3,1.9
2.686,-68.2,-82.8,18.8,-4.3,0.0,5.3
2.736,-71.4,-82.2,22.8,-3.2,0.6,4.0
2.786,-74.2,-82.0,26.6,-2.8,0.2,3.8
2.836,-76.3,-81.5,29.5,-2.1,0.5,2.9
2.886,-76.8,-81.3,30.0,-0.5,0.2,0.5
2.935,-76.8,-81.3,29.8,0.0,0.0,-0.2
2.985,-78.7,-81.4,31.2,-1.9,-0.1,1.4
3.035,-74.9,-81.3,27.7,3.8,0.1,-3.5
3.085,-74.2,-81.2,27.4,0.7,0.1,-0.3
3.135,-74.5,-81.0,28.0,-0.3,0.2,0.6
3.185,-74.5,-80.7,28.1,0.0,0.3,0.1
3.236,-74.5,-80.6,28.2,0.0,0.1,0.1
3.286,-74.4,-80.6,27.5,0.1,0.0,-0.7
3.336,-74.9,-80.7,28.0,-0.5,-0.1,0.5
3.386,-74.4,-80.7,27.3,0.5,0.0,-0.7
3.436,-72.7,-80.4,25.7,1.7,0.3,-1.6
3.486,-71.2,-80.2,24.5,1.5,0.2,-1.2
3.535,-70.5,-79.9,24.2,0.7,0.3,-0.3
3.585,-70.4,-79.8,24.5,0.1,0.1,0.3
3.635,-70.8,-79.7,24.9,-0.4,0.1,0.4
3.685,-71.1,-79.6,25.0,-0.3,0.1,0.1
3.735,-71.8,-79.7,25.7,-0.7,-0.1,0.7
