Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.032,-68.2,-73.4,98.4,0.0,0.0,0.0
0.082,-68.1,-73.3,98.4,0.1,0.1,0.0
0.132,-67.4,-73.1,97.9,0.7,0.2,-0.5
0.182,-66.5,-72.8,96.9,0.9,0.3,-1.0
0.232,-65.9,-72.7,95.7,0.6,0.1,-1.2
0.281,-66.0,-72.8,95.7,-0.1,-0.1,0.0
0.331,-66.1,-72.9,96.2,-0.1,-0.1,0.5
0.382,-65.6,-72.7,96.3,0.5,0.2,0.1
0.431,-65.2,-72.5,96.4,0.4,0.2,0.1
0.482,-65.3,-72.3,96.5,-0.1,0.2,0.1
0.531,-65.6,-72.2,96.9,-0.3,0.1,0.4
0.581,-65.8,-72.0,97.3,-0.2,0.2,0.4
0.631,-66.2,-71.9,97.6,-0.4,0.1,0.3
0.681,-66.6,-71.8,97.9,-0.4,0.1,0.3
0.730,-66.9,-71.8,98.0,-0.3,0.0,0.1
0.781,-67.3,-71.9,98.4,-0.4,-0.1,0.4
0.830,-67.0,-71.8,98.4,0.3,0.1,0.0
0.881,-66.6,-71.6,98.6,0.4,0.2,0.2
0.930,-66.0,-71.3,98.6,0.6,0.3,0.0
0.981,-65.8,-71.1,98.7,0.2,0.2,0.1
1.031,-66.3,-71.2,98.7,-0.5,-0.1,0.0
1.080,-66.7,-71.2,99.0,-0.4,0.0,0.3
1.130,-67.0,-71.3,99.3,-0.3,-0.1,0.3
1.180,-66.7,-71.1,99.1,0.3,0.2,-0.2
1.230,-66.7,-71.0,99.1,0.0,0.1,0.0
1.280,-66.8,-70.9,99.2,-0.1,0.1,0.1
1.330,-66.7,-70.8,99.6,0.1,0.1,0.4
1.380,-66.2,-70.4,99.5,0.5,0.4,-0.1
1.430,-65.8,-70.2,99.4,0.4,0.2,-0.1
1.480,-66.0,-70.1,99.4,-0.2,0.1,0.0
1.529,-66.1,-70.1,99.4,-0.1,0.0,0.0
1.579,-66.4,-70.1,99.4,-0.3,0.0,0.0
1.629,-66.9,-70.3,99.5,-0.5,-0.2,0.1
1.679,-67.2,-70.4,99.6,-0.3,-0.1,0.1
1.729,-66.8,-70.3,99.7,0.4,0.1,0.1
1.779,-66.3,-70.2,99.2,0.5,0.1,-0.5
1.829,-66.4,-70.2,98.9,-0.1,0.0,-0.3
1.879,-66.6,-70.2,98.9,-0.2,0.0,0.0
1.929,-66.8,-70.3,99.2,-0.2,-0.1,0.3
1.979,-66.8,-70.3,99.1,0.0,0.0,-0.1
2.029,-66.8,-70.4,99.1,0.0,-0.1,0.0
2.079,-66.8,-70.4,99.2,0.0,0.0,0.1
2.128,-66.5,-70.3,99.1,0.3,0.1,-0.1
2.178,-66.4,-70.3,98.9,0.1,0.0,-0.2
