Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.017,73.3,-85.1,-117.2,0.0,0.0,0.0
0.067,73.3,-85.0,-117.3,0.0,0.1,-0.1
0.117,73.1,-85.1,-117.2,-0.2,-0.1,0.1
0.166,72.8,-85.2,-117.2,-0.3,-0.1,0.0
0.217,72.7,-85.3,-117.1,-0.1,-0.1,0.1
0.267,72.6,-85.3,-117.2,-0.1,0.0,-0.1
0.317,71.9,-85.3,-116.6,-0.7,0.0,0.6
0.367,72.0,-85.4,-116.7,0.1,-0.1,-0.1
0.416,72.1,-85.5,-116.9,0.1,-0.1,-0.2
0.466,72.4,-85.6,-117.4,0.3,-0.1,-0.5
0.516,73.3,-85.8,-118.3,0.9,-0.2,-0.9
0.566,73.8,-86.1,-118.9,0.5,-0.3,-0.6
0.616,74.7,-86.4,-120.0,0.9,-0.3,-1.1
0.666,75.6,-86.7,-121.2,0.9,-0.3,-1.2
0.716,77.6,-87.1,-123.3,2.0,-0.4,-2.1
0.766,79.6,-87.3,-125.5,2.0,-0.2,-2.2
0.815,83.3,-87.6,-129.3,3.7,-0.3,-3.8
0.865,88.5,-87.8,-134.6,5.2,-0.2,-5.3
0.915,94.3,-87.9,-140.6,5.8,-0.1,-6.0
0.965,107.4,-88.3,-153.8,13.1,-0.4,-13.2
1.015,121.9,-88.3,-168.6,14.5,0.0,-14.8
1.065,133.5,-88.1,179.6,11.6,0.2,348.2
1.115,142.1,-88.1,170.8,8.6,0.0,-8.8
1.165,147.7,-87.9,165.1,5.6,0.2,-5.7
1.215,148.1,-87.9,164.4,0.4,0.0,-0.7
1.265,146.3,-88.1,166.0,-1.8,-0.2,1.6
1.315,146.2,-88.0,165.8,-0.1,0.1,-0.2
1.365,149.1,-88.1,162.8,2.9,-0.1,-3.0
1.414,152.1,-88.0,159.6,3.0,0.1,-3.2
1.464,155.4,-87.8,156.2,3.3,0.2,-3.4
1.515,159.1,-87.9,152.3,3.7,-0.1,-3.9
1.564,162.6,-87.8,148.7,3.5,0.1,-3.6
1.615,166.1,-87.8,145.2,3.5,0.0,-3.5
1.665,168.6,-87.7,142.4,2.5,0.1,-2.8
1.715,171.1,-87.6,139.8,2.5,0.1,-2.6
1.765,173.7,-87.5,137.0,2.6,0.1,-2.8
1.815,175.1,-87.4,135.5,1.4,0.1,-1.5
1.865,176.4,-87.2,134.0,1.3,0.2,-1.5
1.915,177.3,-87.1,133.1,0.9,0.1,-0.9
1.964,177.6,-87.1,132.9,0.3,0.0,-0.2
2.014,177.0,-87.0,133.4,-0.6,0.1,0.5
2.064,176.8,-87.0,133.3,-0.2,0.0,-0.1
2.114,176.2,-87.0,133.5,-0.6,0.0,0.2
2.164,175.9,-87.1,133.8,-0.3,-0.1,0.3
2.214,175.3,-87.2,134.3,-0.6,-0.1,0.5
2.263,175.0,-87.3,134.7,-0.3,-0.1,0.4
2.313,174.8,-87.2,134.8,-0.2,0.1,0.1
2.363,174.8,-87.2,134.8,0.0,0.0,0.0
2.413,174.6,-87.2,134.9,-0.2,0.0,0.1
2.463,174.3,-87.4,135.3,-0.3,-0.2,0.4
2.513,174.0,-87.3,135.5,-0.3,0.1,0.2
2.563,173.7,-87.3,135.8,-0.3,0.0,0.3
2.612,173.0,-87.3,136.6,-0.7,0.0,0.8
2.663,172.5,-87.3,137.1,-0.5,0.0,0.5
2.712,172.5,-87.3,137.1,0.0,0.0,0.0
2.762,172.4,-87.3,137.2,-0.1,0.0,0.1
2.812,172.3,-87.3,137.4,-0.1,0.0,0.2
2.862,172.4,-87.3,137.3,0.1,0.0,-0.1
2.912,172.0,-87.2,137.6,-0.4,0.1,0.3
2.962,172.1,-87.2,137.5,0.1,0.0,-0.1
3.012,172.0,-87.1,137.5,-0.1,0.1,0.0
3.062,171.4,-87.1,138.1,-0.6,0.0,0.6
3.113,171.3,-87.2,138.3,-0.1,-0.1,0.2
3.163,171.1,-87.2,138.4,-0.2,0.0,0.1
3.212,170.8,-87.2,138.7,-0.3,0.0,0.3
3.262,171.8,-87.3,137.8,1.0,-0.1,-0.9
3.312,172.0,-87.2,137.5,0.2,0.1,-0.3
3.362,172.1,-87.3,137.6,0.1,-0.1,0.1
3.411,172.0,-87.3,137.6,-0.1,0.0,0.0
3.461,171.9,-87.4,137.6,-0.1,-0.1,0.0
3.510,171.6,-87.3,137.8,-0.3,0.1,0.2
3.561,171.9,-87.3,137.5,0.3,0.0,-0.3
3.611,172.2,-87.4,137.1,0.3,-0.1,-0.4
3.660,172.1,-87.3,137.2,-0.1,0.1,0.1
3.710,171.3,-87.2,137.9,-0.8,0.1,0.7
3.761,170.9,-87.2,138.2,-0.4,0.0,0.3
3.810,171.1,-87.1,137.9,0.2,0.1,-0.3
