Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.057,77.8,-83.5,-121.2,0.0,0.0,0.0
0.107,79.0,-83.5,-122.4,1.2,0.0,-1.2
0.157,81.6,-83.6,-125.0,2.6,-0.1,-2.6
0.207,83.8,-83.5,-127.3,2.2,0.1,-2.3
0.257,85.2,-83.5,-128.8,1.4,0.0,-1.5
0.306,86.4,-83.5,-130.1,1.2,0.0,-1.3
0.356,87.2,-83.5,-131.1,0.8,0.0,-1.0
0.406,87.9,-83.4,-131.9,0.7,0.1,-0.8
0.457,88.4,-83.5,-132.6,0.5,-0.1,-0.7
0.507,88.6,-83.5,-133.0,0.2,0.0,-0.4
0.557,88.4,-83.5,-132.9,-0.2,0.0,0.1
0.607,88.0,-83.6,-132.6,-0.4,-0.1,0.3
0.656,87.7,-83.8,-132.6,-0.3,-0.2,0.0
0.706,87.5,-83.9,-132.7,-0.2,-0.1,-0.1
0.757,87.4,-84.1,-132.9,-0.1,-0.2,-0.2
0.807,87.4,-84.3,-133.4,0.0,-0.2,-0.5
0.857,87.8,-84.4,-134.1,0.4,-0.1,-0.7
0.907,88.7,-84.6,-135.1,0.9,-0.2,-1.0
0.956,89.9,-84.7,-136.5,1.2,-0.1,-1.4
1.006,91.5,-84.8,-138.1,1.6,-0.1,-1.6
1.055,93.2,-84.9,-140.0,1.7,-0.1,-1.9
1.106,94.6,-85.0,-141.5,1.4,-0.1,-1.5
1.156,96.1,-85.1,-143.1,1.5,-0.1,-1.6
1.205,97.7,-85.2,-144.8,1.6,-0.1,-1.7
1.255,99.0,-85.3,-146.1,1.3,-0.1,-1.3
1.305,100.8,-85.4,-147.8,1.8,-0.1,-1.7
1.355,102.5,-85.5,-149.5,1.7,-0.1,-1.7
1.406,104.2,-85.4,-151.4,1.7,0.1,-1.9
1.455,105.6,-85.5,-152.9,1.4,-0.1,-1.5
1.505,106.9,-85.5,-154.4,1.3,0.0,-1.5
1.555,108.1,-85.6,-155.7,1.2,-0.1,-1.3
1.604,109.2,-85.6,-156.9,1.1,0.0,-1.2
1.654,109.7,-85.7,-157.9,0.5,-0.1,-1.0
1.705,111.1,-85.8,-159.4,1.4,-0.1,-1.5
1.754,112.4,-85.9,-161.1,1.3,-0.1,-1.7
1.804,113.6,-86.0,-162.6,1.2,-0.1,-1.5
1.854,114.6,-86.1,-163.7,1.0,-0.1,-1.1
1.904,114.9,-86.2,-164.1,0.3,-0.1,-0.4
1.955,114.6,-86.3,-164.1,-0.3,-0.1,0.0
2.004,114.3,-86.4,-164.0,-0.3,-0.1,0.1
2.055,113.5,-86.6,-163.4,-0.8,-0.2,0.6
2.105,112.7,-86.8,-162.8,-0.8,-0.2,0.6
2.154,112.0,-87.0,-162.2,-0.7,-0.2,0.6
2.203,111.2,-87.0,-161.6,-0.8,0.0,0.6
2.253,109.6,-87.2,-160.2,-1.6,-0.2,1.4
2.303,108.2,-87.3,-159.0,-1.4,-0.1,1.2
2.353,107.0,-87.3,-158.1,-1.2,0.0,0.9
2.403,106.6,-87.5,-157.7,-0.4,-0.2,0.4
2.453,105.9,-87.4,-157.1,-0.7,0.1,0.6
