Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.000,0.5,-84.3,90.0,0.0,0.0,0.0
0.000,-76.3,-84.2,89.7,-76.8,0.1,-0.3
0.000,-76.4,-84.2,89.7,-0.1,0.0,0.0
0.000,-76.4,-84.2,89.8,0.0,0.0,0.1
0.001,-76.3,-84.1,89.6,0.1,0.1,-0.2
0.067,-108.3,-84.5,161.2,-32.0,-0.4,71.6
0.117,-107.5,-84.4,160.7,0.8,0.1,-0.5
0.167,-106.0,-84.3,159.4,1.5,0.1,-1.3
0.217,-104.6,-84.2,158.2,1.4,0.1,-1.2
0.267,-103.5,-84.0,157.3,1.1,0.2,-0.9
0.317,-102.4,-83.8,156.3,1.1,0.2,-1.0
0.367,-101.6,-83.6,155.7,0.8,0.2,-0.6
0.417,-101.0,-83.5,155.1,0.6,0.1,-0.6
0.467,-100.5,-83.3,154.6,0.5,0.2,-0.5
0.517,-100.3,-83.2,154.3,0.2,0.1,-0.3
0.567,-100.3,-83.1,154.2,0.0,0.1,-0.1
0.617,-100.3,-83.0,154.2,0.0,0.1,0.0
0.667,-100.5,-82.9,154.4,-0.2,0.1,0.2
0.717,-100.8,-82.8,154.6,-0.3,0.1,0.2
0.766,-101.3,-82.8,155.1,-0.5,0.0,0.5
0.816,-101.7,-82.8,155.6,-0.4,0.0,0.5
0.866,-102.0,-82.7,156.0,-0.3,0.1,0.4
0.916,-101.8,-82.6,155.9,0.2,0.1,-0.1
0.966,-101.6,-82.6,155.8,0.2,0.0,-0.1
1.016,-101.6,-82.6,155.8,0.0,0.0,0.0
1.066,-101.6,-82.5,156.0,0.0,0.1,0.2
1.116,-101.8,-82.5,156.2,-0.2,0.0,0.2
1.166,-101.8,-82.4,156.2,0.0,0.1,0.0
1.216,-101.8,-82.4,156.1,0.0,0.0,-0.1
1.266,-101.8,-82.4,156.1,0.0,0.0,0.0
1.316,-101.7,-82.4,156.0,0.1,0.0,-0.1
1.365,-101.9,-82.3,156.0,-0.2,0.1,0.0
1.415,-102.0,-82.3,156.1,-0.1,0.0,0.1
1.465,-102.2,-82.3,156.3,-0.2,0.0,0.2
1.515,-102.2,-82.4,156.2,0.0,-0.1,-0.1
1.565,-102.3,-82.4,156.2,-0.1,0.0,0.0
1.615,-102.3,-82.4,156.2,0.0,0.0,0.0
1.665,-102.0,-82.4,155.8,0.3,0.0,-0.4
1.715,-101.9,-82.5,155.8,0.1,-0.1,0.0
1.765,-101.8,-82.5,155.7,0.1,0.0,-0.1
1.815,-101.7,-82.5,155.6,0.1,0.0,-0.1
1.865,-101.5,-82.5,155.4,0.2,0.0,-0.2
1.915,-101.0,-82.6,154.9,0.5,-0.1,-0.5
1.964,-100.9,-82.6,154.8,0.1,0.0,-0.1
2.014,-100.9,-82.6,154.8,0.0,0.0,0.0
2.064,-101.1,-82.5,155.0,-0.2,0.1,0.2
2.114,-101.3,-82.4,155.2,-0.2,0.1,0.2
2.164,-101.7,-82.3,155.5,-0.4,0.1,0.3
2.214,-102.2,-82.3,156.0,-0.5,0.0,0.5
2.264,-102.7,-82.2,156.5,-0.5,0.1,0.5
2.314,-103.2,-82.1,156.9,-0.5,0.1,0.4
2.364,-103.4,-82.1,157.1,-0.2,0.0,0.2
2.414,-103.1,-82.1,156.9,0.3,0.0,-0.2
2.464,-102.9,-82.2,156.6,0.2,-0.1,-0.3
2.514,-102.6,-82.2,156.3,0.3,0.0,-0.3
2.564,-102.4,-82.2,156.0,0.2,0.0,-0.3
