Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.046,56.1,-65.9,-138.8,0.0,0.0,0.0
0.095,56.0,-66.7,-140.6,-0.1,-0.8,-1.8
0.146,54.6,-67.6,-141.0,-1.4,-0.9,-0.4
0.195,52.7,-68.9,-141.3,-1.9,-1.3,-0.3
0.245,52.7,-70.0,-142.6,0.0,-1.1,-1.3
0.295,49.7,-71.7,-141.8,-3.0,-1.7,0.8
0.345,45.6,-73.4,-140.2,-4.1,-1.7,1.6
0.395,45.4,-74.7,-142.2,-0.2,-1.3,-2.0
0.445,47.2,-75.7,-145.1,1.8,-1.0,-2.9
0.495,47.3,-77.2,-148.0,0.1,-1.5,-2.9
0.546,49.1,-78.9,-152.1,1.8,-1.7,-4.1
0.595,50.8,-80.4,-156.5,1.7,-1.5,-4.4
0.646,58.9,-81.0,-165.8,8.1,-0.6,-9.3
0.695,68.0,-81.5,-178.3,9.1,-0.5,-12.5
0.745,80.1,-81.6,167.1,12.1,-0.1,345.4
0.795,84.0,-81.1,160.4,3.9,0.5,-6.7
0.845,82.8,-80.5,159.9,-1.2,0.6,-0.5
0.895,79.0,-80.1,161.2,-3.8,0.4,1.3
0.944,78.6,-79.8,158.5,-0.4,0.3,-2.7
0.994,82.6,-79.9,152.0,4.0,-0.1,-6.5
1.044,91.9,-79.7,141.3,9.3,0.2,-10.7
1.094,96.2,-79.8,137.2,4.3,-0.1,-4.1
1.145,100.5,-80.3,130.4,4.3,-0.5,-6.8
1.195,105.5,-80.0,124.0,5.0,0.3,-6.4
1.245,109.9,-79.8,118.2,4.4,0.2,-5.8
1.295,115.3,-79.2,110.6,5.4,0.6,-7.6
1.344,120.6,-78.6,103.7,5.3,0.6,-6.9
1.394,124.3,-78.3,99.3,3.7,0.3,-4.4
1.444,125.7,-78.3,98.0,1.4,0.0,-1.3
1.494,124.9,-78.4,98.8,-0.8,-0.1,0.8
1.544,125.1,-78.1,98.7,0.2,0.3,-0.1
1.594,128.1,-77.2,95.4,3.0,0.9,-3.3
1.644,131.2,-76.6,92.6,3.1,0.6,-2.8
1.694,132.4,-76.4,91.6,1.2,0.2,-1.0
1.743,133.1,-76.1,90.4,0.7,0.3,-1.2
1.793,134.7,-75.5,88.1,1.6,0.6,-2.3
1.843,136.4,-74.0,86.8,1.7,1.5,-1.3
1.893,137.4,-73.0,85.3,1.0,1.0,-1.5
1.942,137.8,-72.9,84.4,0.4,0.1,-0.9
1.993,137.1,-73.2,84.8,-0.7,-0.3,0.4
2.042,136.1,-73.7,85.0,-1.0,-0.5,0.2
2.092,135.3,-73.8,85.2,-0.8,-0.1,0.2
2.143,132.2,-74.4,87.6,-3.1,-0.6,2.4
2.192,130.1,-74.9,88.7,-2.1,-0.5,1.1
2.242,130.1,-74.8,88.6,0.0,0.1,-0.1
2.292,130.4,-74.7,88.2,0.3,0.1,-0.4
2.342,130.4,-74.7,88.3,0.0,0.0,0.1
2.392,129.9,-74.9,88.7,-0.5,-0.2,0.4
2.442,129.2,-75.1,89.1,-0.7,-0.2,0.4
2.492,128.5,-75.5,89.1,-0.7,-0.4,0.0
2.542,129.7,-75.0,87.4,1.2,0.5,-1.7
2.591,131.3,-74.5,86.0,1.6,0.5,-1.4
2.641,128.1,-74.6,90.4,-3.2,-0.1,4.4
2.691,121.5,-74.5,100.2,-6.6,0.1,9.8
2.741,122.6,-73.8,101.6,1.1,0.7,1.4
2.792,125.6,-72.3,99.6,3.0,1.5,-2.0
2.841,125.7,-71.5,100.5,0.1,0.8,0.9
2.891,121.3,-72.1,105.3,-4.4,-0.6,4.8
2.941,112.7,-73.1,113.4,-8.6,-1.0,8.1
2.992,102.0,-73.3,125.2,-10.7,-0.2,11.8
3.041,84.5,-72.9,141.6,-17.5,0.4,16.4
3.091,65.8,-70.9,159.4,-18.7,2.0,17.8
3.141,52.2,-67.5,172.4,-13.6,3.4,13.0
3.190,45.3,-63.4,179.1,-6.9,4.1,6.7
3.242,48.8,-56.7,178.5,3.5,6.7,-0.6
3.291,56.1,-46.5,-179.2,7.3,10.2,-357.7
3.340,48.7,-40.2,-175.1,-7.4,6.3,4.1
3.391,39.6,-36.5,-172.6,-9.1,3.7,2.5
3.441,36.9,-34.5,-175.0,-2.7,2.0,-2.4
3.491,35.9,-31.1,-174.2,-1.0,3.4,0.8
3.541,33.6,-27.7,-173.1,-2.3,3.4,1.1
3.590,30.5,-24.2,-171.4,-3.1,3.5,1.7
3.641,31.3,-21.1,-170.9,0.8,3.1,0.5
3.691,34.5,-19.0,-172.0,3.2,2.1,-1.1
3.740,42.2,-20.3,-175.4,7.7,-1.3,-3.4
3.789,49.9,-24.4,179.8,7.7,-4.1,355.2
3.840,56.4,-28.7,175.4,6.5,-4.3,-4.4
3.889,60.8,-32.6,173.4,4.4,-3.9,-2.0
3.939,61.8,-37.9,172.0,1.0,-5.3,-1.4
3.989,68.3,-42.5,168.3,6.5,-4.6,-3.7
4.039,79.9,-45.6,161.7,11.6,-3.1,-6.6
4.089,91.1,-47.4,155.5,11.2,-1.8,-6.2
4.139,96.3,-50.7,150.5,5.2,-3.3,-5.0
4.189,99.5,-54.2,143.0,3.2,-3.5,-7.5
4.240,108.9,-55.6,133.8,9.4,-1.4,-9.2
4.289,120.6,-54.7,126.1,11.7,0.9,-7.7
4.340,128.7,-54.1,122.0,8.1,0.6,-4.1
4.390,135.6,-53.5,119.3,6.9,0.6,-2.7
4.440,137.1,-53.2,115.5,1.5,0.3,-3.8
4.490,140.6,-52.6,113.0,3.5,0.6,-2.5
4.540,144.9,-52.2,110.8,4.3,0.4,-2.2
4.589,147.4,-51.9,109.4,2.5,0.3,-1.4
4.639,149.2,-51.5,108.2,1.8,0.4,-1.2
4.689,151.6,-51.3,107.9,2.4,0.2,-0.3
4.738,152.1,-51.4,108.2,0.5,-0.1,0.3
4.788,151.7,-51.6,108.4,-0.4,-0.2,0.2
4.838,153.0,-51.6,108.9,1.3,0.0,0.5
4.888,153.5,-51.6,109.1,0.5,0.0,0.2
4.938,152.9,-51.7,109.0,-0.6,-0.1,-0.1
4.988,152.3,-51.7,109.1,-0.6,0.0,0.1
5.039,152.1,-51.6,109.6,-0.2,0.1,0.5
5.088,151.3,-51.7,110.1,-0.8,-0.1,0.5
5.138,150.3,-51.6,110.5,-1.0,0.1,0.4
5.188,149.8,-51.7,111.2,-0.5,-0.1,0.7
5.238,148.9,-51.8,111.9,-0.9,-0.1,0.7
5.288,148.8,-51.9,112.9,-0.1,-0.1,1.0
5.338,148.8,-51.9,113.5,0.0,0.0,0.6
5.388,148.8,-51.7,113.4,0.0,0.2,-0.1
5.438,149.4,-51.4,113.0,0.6,0.3,-0.4
5.488,149.7,-51.2,112.8,0.3,0.2,-0.2
5.538,149.5,-51.0,112.7,-0.2,0.2,-0.1
5.588,149.4,-50.9,112.5,-0.1,0.1,-0.2
5.638,149.2,-50.9,112.5,-0.2,0.0,0.0
5.687,149.2,-50.9,112.4,0.0,0.0,-0.1
5.737,149.5,-50.9,112.4,0.3,0.0,0.0
5.788,149.1,-51.0,112.3,-0.4,-0.1,-0.1
5.837,149.7,-51.0,112.4,0.6,0.0,0.1
5.887,149.6,-51.1,112.4,-0.1,-0.1,0.0
5.937,149.7,-51.3,113.0,0.1,-0.2,0.6
5.987,149.7,-51.6,113.8,0.0,-0.3,0.8
6.037,149.4,-51.9,114.4,-0.3,-0.3,0.6
6.087,149.6,-52.0,114.9,0.2,-0.1,0.5
6.137,148.6,-52.1,115.4,-1.0,-0.1,0.5
6.186,146.0,-52.4,116.4,-2.6,-0.3,1.0
6.236,144.1,-52.7,118.0,-1.9,-0.3,1.6
6.287,143.5,-52.7,119.5,-0.6,0.0,1.5
6.337,141.4,-52.8,120.6,-2.1,-0.1,1.1
6.387,138.6,-52.8,121.8,-2.8,0.0,1.2
6.437,136.8,-52.8,123.9,-1.8,0.0,2.1
6.487,135.4,-52.7,126.3,-1.4,0.1,2.4
6.537,134.2,-52.5,128.1,-1.2,0.2,1.8
6.586,132.7,-52.1,129.4,-1.5,0.4,1.3
6.636,131.2,-51.7,130.4,-1.5,0.4,1.0
6.686,128.2,-51.4,131.5,-3.0,0.3,1.1
6.735,125.1,-51.2,133.0,-3.1,0.2,1.5
6.786,121.7,-51.0,134.4,-3.4,0.2,1.4
6.836,118.2,-50.7,135.8,-3.5,0.3,1.4
6.886,115.0,-50.4,137.1,-3.2,0.3,1.3
6.936,112.9,-50.0,138.4,-2.1,0.4,1.3
6.986,111.1,-49.6,140.1,-1.8,0.4,1.7
7.036,106.9,-49.4,142.0,-4.2,0.2,1.9
7.086,103.0,-49.3,143.4,-3.9,0.1,1.4
7.136,100.4,-49.0,144.2,-2.6,0.3,0.8
7.185,98.5,-48.6,144.7,-1.9,0.4,0.5
7.235,95.4,-48.4,145.7,-3.1,0.2,1.0
7.285,91.6,-48.4,146.5,-3.8,0.0,0.8
7.335,86.7,-48.7,146.9,-4.9,-0.3,0.4
7.385,82.7,-49.0,147.5,-4.0,-0.3,0.6
7.434,82.0,-48.7,147.9,-0.7,0.3,0.4
7.484,81.3,-48.9,146.9,-0.7,-0.2,-1.0
7.534,80.2,-48.9,146.6,-1.1,0.0,-0.3
7.584,78.7,-48.7,147.4,-1.5,0.2,0.8
7.634,77.4,-47.9,149.0,-1.3,0.8,1.6
7.684,76.1,-47.5,150.0,-1.3,0.4,1.0
7.733,75.7,-47.5,149.7,-0.4,0.0,-0.3
7.783,76.3,-47.7,147.9,0.6,-0.2,-1.8
7.833,75.4,-47.9,147.3,-0.9,-0.2,-0.6
7.885,73.8,-47.6,148.2,-1.6,0.3,0.9
7.933,70.3,-47.3,150.9,-3.5,0.3,2.7
7.983,67.6,-46.8,153.2,-2.7,0.5,2.3
8.033,66.8,-46.6,153.6,-0.8,0.2,0.4
8.083,67.1,-46.6,152.8,0.3,0.0,-0.8
8.133,66.7,-46.5,152.6,-0.4,0.1,-0.2
8.183,66.3,-46.1,153.1,-0.4,0.4,0.5
8.233,65.2,-45.7,153.8,-1.1,0.4,0.7
8.283,65.3,-44.7,154.3,0.1,1.0,0.5
8.333,64.9,-43.8,155.1,-0.4,0.9,0.8
8.383,63.8,-43.4,155.7,-1.1,0.4,0.6
8.432,62.9,-43.3,155.7,-0.9,0.1,0.0
8.483,63.9,-42.8,155.2,1.0,0.5,-0.5
8.532,63.4,-42.3,155.7,-0.5,0.5,0.5
8.582,60.9,-42.9,156.9,-2.5,-0.6,1.2
8.632,61.6,-42.9,155.9,0.7,0.0,-1.0
8.682,63.5,-42.2,154.7,1.9,0.7,-1.2
8.732,66.6,-40.3,154.2,3.1,1.9,-0.5
8.782,65.7,-39.3,155.3,-0.9,1.0,1.1
8.832,62.8,-39.3,156.5,-2.9,0.0,1.2
8.883,60.6,-39.8,156.8,-2.2,-0.5,0.3
8.932,61.3,-40.0,155.3,0.7,-0.2,-1.5
8.982,62.7,-39.5,154.5,1.4,0.5,-0.8
9.032,62.4,-38.9,154.6,-0.3,0.6,0.1
9.081,61.9,-38.0,155.4,-0.5,0.9,0.8
9.131,64.8,-35.6,155.0,2.9,2.4,-0.4
9.182,66.7,-33.5,154.6,1.9,2.1,-0.4
9.232,64.7,-33.0,155.6,-2.0,0.5,1.0
9.282,61.9,-33.1,156.8,-2.8,-0.1,1.2
9.332,60.7,-32.6,157.4,-1.2,0.5,0.6
9.382,59.4,-32.1,158.3,-1.3,0.5,0.9
9.432,58.2,-31.7,159.1,-1.2,0.4,0.8
9.482,57.9,-31.0,159.6,-0.3,0.7,0.5
9.532,57.5,-30.7,160.1,-0.4,0.3,0.5
9.581,58.3,-29.8,160.3,0.8,0.9,0.2
9.631,57.0,-29.4,161.3,-1.3,0.4,1.0
9.681,56.0,-28.8,162.3,-1.0,0.6,1.0
9.730,55.9,-28.1,163.1,-0.1,0.7,0.8
9.780,55.9,-27.3,163.9,0.0,0.8,0.8
9.830,56.0,-26.3,164.6,0.1,1.0,0.7
9.880,55.7,-25.4,165.7,-0.3,0.9,1.1
9.930,55.9,-24.2,166.5,0.2,1.2,0.8
9.980,55.7,-23.6,167.1,-0.2,0.6,0.6
10.030,56.3,-23.1,167.4,0.6,0.5,0.3
10.080,56.8,-22.8,167.7,0.5,0.3,0.3
10.130,56.3,-22.9,168.1,-0.5,-0.1,0.4
10.179,55.7,-22.9,168.6,-0.6,0.0,0.5
10.229,56.0,-22.4,168.9,0.3,0.5,0.3
10.279,57.4,-21.1,169.4,1.4,1.3,0.5
10.329,57.7,-19.9,170.2,0.3,1.2,0.8
10.379,57.2,-19.2,171.1,-0.5,0.7,0.9
10.429,56.8,-18.9,171.6,-0.4,0.3,0.5
10.479,56.4,-18.7,171.9,-0.4,0.2,0.3
10.529,56.6,-18.1,172.4,0.2,0.6,0.5
10.579,55.7,-17.0,173.5,-0.9,1.1,1.1
10.629,53.6,-16.3,174.6,-2.1,0.7,1.1
10.679,52.0,-15.9,175.5,-1.6,0.4,0.9
10.729,50.2,-15.6,176.3,-1.8,0.3,0.8
10.779,48.7,-15.8,176.9,-1.5,-0.2,0.6
10.828,47.6,-16.8,177.1,-1.1,-1.0,0.2
10.878,47.6,-17.6,176.9,0.0,-0.8,-0.2
10.929,48.2,-18.0,176.7,0.6,-0.4,-0.2
10.979,48.2,-17.9,176.8,0.0,0.1,0.1
11.028,46.8,-18.0,177.3,-1.4,-0.1,0.5
11.078,44.9,-18.0,177.9,-1.9,0.0,0.6
11.129,44.2,-17.8,178.2,-0.7,0.2,0.3
11.178,43.2,-17.7,178.6,-1.0,0.1,0.4
11.228,42.1,-17.8,178.9,-1.1,-0.1,0.3
11.278,42.3,-18.2,178.7,0.2,-0.4,-0.2
11.328,42.5,-18.8,178.5,0.2,-0.6,-0.2
11.378,42.4,-19.2,178.6,-0.1,-0.4,0.1
11.428,42.9,-19.3,178.6,0.5,-0.1,0.0
11.477,42.7,-19.5,178.9,-0.2,-0.2,0.3
11.527,43.3,-19.6,178.9,0.6,-0.1,0.0
11.578,43.7,-19.9,178.9,0.4,-0.3,0.0
11.627,43.9,-20.3,179.0,0.2,-0.4,0.1
11.677,44.6,-20.7,178.9,0.7,-0.4,-0.1
11.727,45.4,-21.3,178.7,0.8,-0.6,-0.2
11.777,46.6,-21.7,178.4,1.2,-0.4,-0.3
11.827,48.4,-21.9,178.0,1.8,-0.2,-0.4
11.877,48.6,-22.5,178.1,0.2,-0.6,0.1
11.926,49.2,-22.9,178.1,0.6,-0.4,0.0
11.977,50.9,-23.1,177.8,1.7,-0.2,-0.3
12.028,52.2,-23.5,177.5,1.3,-0.4,-0.3
12.078,53.3,-24.0,177.2,1.1,-0.5,-0.3
12.127,54.9,-24.4,176.8,1.6,-0.4,-0.4
12.178,57.3,-24.3,176.4,2.4,0.1,-0.4
12.227,59.1,-24.2,176.2,1.8,0.1,-0.2
12.277,59.4,-24.6,176.3,0.3,-0.4,0.1
12.327,59.0,-25.5,176.3,-0.4,-0.9,0.0
12.377,59.7,-26.0,176.0,0.7,-0.5,-0.3
12.427,59.7,-27.1,175.6,0.0,-1.1,-0.4
12.477,60.5,-27.8,175.2,0.8,-0.7,-0.4
12.527,61.5,-28.2,175.0,1.0,-0.4,-0.2
12.576,62.1,-28.7,174.8,0.6,-0.5,-0.2
12.627,61.7,-29.7,174.5,-0.4,-1.0,-0.3
12.676,62.3,-30.4,174.0,0.6,-0.7,-0.5
12.726,63.5,-30.9,173.4,1.2,-0.5,-0.6
12.776,66.5,-31.1,172.4,3.0,-0.2,-1.0
12.826,69.6,-31.6,171.3,3.1,-0.5,-1.1
12.875,71.7,-32.1,170.6,2.1,-0.5,-0.7
12.925,74.1,-32.4,169.8,2.4,-0.3,-0.8
12.975,75.5,-33.1,168.9,1.4,-0.7,-0.9
13.025,76.3,-33.9,168.1,0.8,-0.8,-0.8
13.075,76.9,-34.4,167.7,0.6,-0.5,-0.4
13.125,77.5,-34.7,167.2,0.6,-0.3,-0.5
13.175,79.2,-34.7,166.6,1.7,0.0,-0.6
13.225,80.4,-35.1,165.8,1.2,-0.4,-0.8
13.275,82.5,-35.6,164.2,2.1,-0.5,-1.6
13.326,85.4,-35.5,162.8,2.9,0.1,-1.4
13.375,87.6,-34.4,162.8,2.2,1.1,0.0
13.426,88.3,-34.5,163.2,0.7,-0.1,0.4
13.475,89.5,-35.1,162.5,1.2,-0.6,-0.7
13.525,90.9,-36.3,161.1,1.4,-1.2,-1.4
13.575,94.1,-36.8,158.9,3.2,-0.5,-2.2
13.625,96.6,-37.1,157.3,2.5,-0.3,-1.6
13.675,98.4,-37.1,156.9,1.8,0.0,-0.4
13.726,98.8,-37.3,157.6,0.4,-0.2,0.7
13.775,98.3,-37.9,158.9,-0.5,-0.6,1.3
13.825,98.6,-38.3,160.1,0.3,-0.4,1.2
13.875,99.6,-38.6,160.6,1.0,-0.3,0.5
13.925,100.9,-39.2,160.2,1.3,-0.6,-0.4
13.975,102.1,-39.8,159.7,1.2,-0.6,-0.5
14.025,103.1,-40.4,159.7,1.0,-0.6,0.0
14.075,103.4,-40.9,159.9,0.3,-0.5,0.2
14.125,104.2,-41.4,160.2,0.8,-0.5,0.3
14.175,105.2,-41.9,160.1,1.0,-0.5,-0.1
14.224,108.2,-41.7,160.4,3.0,0.2,0.3
14.273,111.0,-41.6,160.9,2.8,0.1,0.5
14.323,111.9,-42.1,160.9,0.9,-0.5,0.0
