Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.030,-84.1,-80.7,-63.5,0.0,0.0,0.0
0.080,-83.9,-80.7,-63.6,0.2,0.0,-0.1
0.129,-83.9,-80.7,-63.7,0.0,0.0,-0.1
0.179,-84.0,-80.7,-63.6,-0.1,0.0,0.1
0.229,-84.2,-80.9,-63.4,-0.2,-0.2,0.2
0.279,-84.5,-80.9,-63.1,-0.3,0.0,0.3
0.329,-84.6,-81.0,-63.0,-0.1,-0.1,0.1
0.379,-84.6,-81.0,-63.1,0.0,0.0,-0.1
0.429,-84.8,-81.1,-63.0,-0.2,-0.1,0.1
0.479,-84.9,-81.2,-63.1,-0.1,-0.1,-0.1
0.529,-85.0,-81.2,-63.0,-0.1,0.0,0.1
0.579,-85.2,-81.3,-62.9,-0.2,-0.1,0.1
0.629,-85.4,-81.4,-62.9,-0.2,-0.1,0.0
0.679,-85.6,-81.4,-62.9,-0.2,0.0,0.0
0.728,-85.7,-81.6,-62.8,-0.1,-0.2,0.1
0.778,-85.9,-81.7,-62.5,-0.2,-0.1,0.3
0.828,-86.0,-81.8,-62.4,-0.1,-0.1,0.1
0.878,-85.6,-81.9,-62.7,0.4,-0.1,-0.3
0.927,-85.3,-81.9,-62.8,0.3,0.0,-0.1
0.978,-85.2,-81.9,-62.9,0.1,0.0,-0.1
1.028,-85.5,-81.9,-62.6,-0.3,0.0,0.3
1.078,-85.7,-81.9,-62.3,-0.2,0.0,0.3
1.128,-85.9,-81.9,-62.1,-0.2,0.0,0.2
1.178,-86.1,-81.9,-62.0,-0.2,0.0,0.1
1.228,-86.5,-81.9,-61.8,-0.4,0.0,0.2
1.278,-86.7,-81.9,-61.7,-0.2,0.0,0.1
1.328,-87.0,-81.9,-61.5,-0.3,0.0,0.2
1.377,-87.2,-81.9,-61.5,-0.2,0.0,0.0
1.427,-87.3,-81.9,-61.4,-0.1,0.0,0.1
1.477,-87.4,-82.0,-61.4,-0.1,-0.1,0.0
1.527,-87.4,-82.0,-61.4,0.0,0.0,0.0
1.577,-86.8,-82.0,-61.9,0.6,0.0,-0.5
1.627,-86.3,-82.0,-62.3,0.5,0.0,-0.4
1.677,-85.9,-82.0,-62.7,0.4,0.0,-0.4
1.727,-85.9,-82.0,-62.7,0.0,0.0,0.0
1.777,-85.9,-82.0,-62.6,0.0,0.0,0.1
1.827,-85.9,-82.0,-62.5,0.0,0.0,0.1
1.877,-86.0,-82.0,-62.4,-0.1,0.0,0.1
1.926,-86.3,-82.0,-62.1,-0.3,0.0,0.3
