Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.016,46.7,-88.6,174.3,0.0,0.0,0.0
0.066,49.7,-88.5,171.2,3.0,0.1,-3.1
0.116,65.3,-88.6,155.7,15.6,-0.1,-15.5
0.166,82.0,-88.6,138.8,16.7,0.0,-16.9
0.216,87.7,-88.9,133.5,5.7,-0.3,-5.3
0.266,83.9,-88.5,137.2,-3.8,0.4,3.7
0.316,83.7,-88.6,137.4,-0.2,-0.1,0.2
0.366,89.7,-88.7,131.3,6.0,-0.1,-6.1
0.416,93.3,-88.6,127.0,3.6,0.1,-4.3
0.465,92.4,-88.4,127.5,-0.9,0.2,0.5
0.516,100.4,-88.2,119.0,8.0,0.2,-8.5
0.565,111.1,-88.3,107.4,10.7,-0.1,-11.6
0.615,110.2,-88.5,108.0,-0.9,-0.2,0.6
0.666,108.9,-88.4,109.2,-1.3,0.1,1.2
0.716,113.8,-88.4,104.6,4.9,0.0,-4.6
0.766,132.2,-87.9,86.0,18.4,0.5,-18.6
0.816,138.1,-87.6,80.1,5.9,0.3,-5.9
0.866,142.7,-87.4,75.6,4.6,0.2,-4.5
0.916,145.2,-87.3,72.3,2.5,0.1,-3.3
0.966,144.6,-87.4,72.5,-0.6,-0.1,0.2
1.015,141.8,-87.3,75.1,-2.8,0.1,2.6
1.064,139.9,-87.1,77.2,-1.9,0.2,2.1
1.114,137.8,-86.8,79.2,-2.1,0.3,2.0
1.164,136.1,-86.6,80.7,-1.7,0.2,1.5
1.215,132.8,-86.5,84.0,-3.3,0.1,3.3
1.265,130.1,-86.4,86.6,-2.7,0.1,2.6
1.314,130.0,-86.2,86.4,-0.1,0.2,-0.2
1.364,129.6,-86.1,86.3,-0.4,0.1,-0.1
1.414,126.1,-86.0,90.1,-3.5,0.1,3.8
1.464,123.5,-85.9,92.8,-2.6,0.1,2.7
1.514,121.1,-85.9,94.9,-2.4,0.0,2.1
1.564,118.7,-85.9,97.1,-2.4,0.0,2.2
1.614,115.5,-86.0,100.4,-3.2,-0.1,3.3
1.664,113.4,-85.9,102.5,-2.1,0.1,2.1
1.714,112.2,-85.9,103.1,-1.2,0.0,0.6
1.764,110.2,-85.8,104.6,-2.0,0.1,1.5
1.814,109.2,-85.7,105.7,-1.0,0.1,1.1
1.865,107.9,-85.5,107.3,-1.3,0.2,1.6
1.914,106.3,-85.3,109.6,-1.6,0.2,2.3
1.964,106.5,-85.1,109.8,0.2,0.2,0.2
2.014,108.1,-84.9,108.1,1.6,0.2,-1.7
2.064,109.3,-84.8,106.7,1.2,0.1,-1.4
2.114,109.2,-84.7,106.6,-0.1,0.1,-0.1
2.164,107.5,-84.6,108.8,-1.7,0.1,2.2
2.213,104.5,-84.6,112.1,-3.0,0.0,3.3
2.264,103.1,-84.4,113.7,-1.4,0.2,1.6
2.313,98.1,-84.3,119.0,-5.0,0.1,5.3
2.363,90.2,-84.3,127.7,-7.9,0.0,8.7
2.413,88.4,-84.1,130.0,-1.8,0.2,2.3
2.464,87.9,-83.8,130.6,-0.5,0.3,0.6
2.513,88.9,-83.7,129.0,1.0,0.1,-1.6
2.563,86.8,-83.6,130.6,-2.1,0.1,1.6
2.613,85.2,-83.6,131.3,-1.6,0.0,0.7
2.662,83.3,-83.6,132.7,-1.9,0.0,1.4
2.712,80.7,-83.4,134.9,-2.6,0.2,2.2
2.763,76.3,-83.1,139.8,-4.4,0.3,4.9
2.812,71.8,-82.6,144.6,-4.5,0.5,4.8
2.862,68.7,-82.2,148.3,-3.1,0.4,3.7
2.912,66.9,-82.0,149.8,-1.8,0.2,1.5
2.963,65.1,-82.0,151.0,-1.8,0.0,1.2
3.012,62.2,-81.9,153.3,-2.9,0.1,2.3
3.062,57.6,-81.6,157.7,-4.6,0.3,4.4
3.112,53.3,-81.2,161.9,-4.3,0.4,4.2
3.162,50.4,-80.3,165.6,-2.9,0.9,3.7
3.212,49.1,-79.4,167.9,-1.3,0.9,2.3
3.262,47.5,-79.0,169.6,-1.6,0.4,1.7
3.312,46.3,-78.7,170.5,-1.2,0.3,0.9
3.362,44.8,-78.1,172.2,-1.5,0.6,1.7
3.412,44.1,-77.1,174.0,-0.7,1.0,1.8
3.462,42.6,-76.0,176.6,-1.5,1.1,2.6
3.512,40.5,-75.3,178.4,-2.1,0.7,1.8
3.562,38.3,-74.7,180.0,-2.2,0.6,1.6
3.612,37.2,-73.8,-178.8,-1.1,0.9,-358.8
3.662,36.5,-72.3,-177.1,-0.7,1.5,1.7
3.711,35.3,-71.0,-175.7,-1.2,1.3,1.4
3.761,34.4,-69.9,-174.9,-0.9,1.1,0.8
3.811,33.9,-68.9,-174.4,-0.5,1.0,0.5
3.861,33.9,-68.3,-174.5,0.0,0.6,-0.1
3.911,34.7,-67.0,-174.4,0.8,1.3,0.1
3.961,36.6,-65.8,-174.9,1.9,1.2,-0.5
4.011,37.6,-65.0,-175.5,1.0,0.8,-0.6
4.061,37.0,-64.2,-175.2,-0.6,0.8,0.3
4.111,36.4,-63.5,-175.0,-0.6,0.7,0.2
4.161,35.9,-62.5,-174.6,-0.5,1.0,0.4
4.211,35.0,-61.3,-173.7,-0.9,1.2,0.9
4.261,34.7,-59.6,-172.7,-0.3,1.7,1.0
4.310,35.9,-56.5,-171.5,1.2,3.1,1.2
4.360,36.6,-53.1,-169.7,0.7,3.4,1.8
4.410,37.3,-51.1,-169.2,0.7,2.0,0.5
4.460,38.6,-49.4,-169.3,1.3,1.7,-0.1
4.510,39.0,-48.1,-169.3,0.4,1.3,0.0
4.560,37.8,-47.1,-168.9,-1.2,1.0,0.4
4.610,36.2,-45.9,-168.1,-1.6,1.2,0.8
4.659,34.4,-44.9,-167.3,-1.8,1.0,0.8
4.709,33.6,-43.8,-167.0,-0.8,1.1,0.3
4.759,33.1,-42.9,-167.0,-0.5,0.9,0.0
4.809,34.1,-41.5,-167.1,1.0,1.4,-0.1
4.859,35.6,-39.9,-167.3,1.5,1.6,-0.2
4.909,35.5,-38.5,-166.9,-0.1,1.4,0.4
4.959,34.9,-36.8,-166.3,-0.6,1.7,0.6
5.009,34.1,-35.0,-165.7,-0.8,1.8,0.6
5.059,34.4,-32.9,-165.3,0.3,2.1,0.4
5.109,34.5,-31.8,-165.4,0.1,1.1,-0.1
5.159,33.9,-31.1,-165.4,-0.6,0.7,0.0
5.209,32.8,-30.5,-165.1,-1.1,0.6,0.3
5.259,32.0,-29.7,-164.7,-0.8,0.8,0.4
5.308,31.1,-28.6,-164.4,-0.9,1.1,0.3
5.359,31.8,-26.9,-164.3,0.7,1.7,0.1
5.409,34.3,-24.7,-164.4,2.5,2.2,-0.1
5.459,38.5,-22.8,-164.7,4.2,1.9,-0.3
5.509,41.2,-21.9,-165.2,2.7,0.9,-0.5
5.559,41.6,-21.2,-165.2,0.4,0.7,0.0
5.608,37.8,-21.5,-164.9,-3.8,-0.3,0.3
5.658,34.4,-22.0,-164.7,-3.4,-0.5,0.2
5.708,34.4,-21.8,-164.8,0.0,0.2,-0.1
5.758,36.7,-20.5,-164.8,2.3,1.3,0.0
5.807,39.1,-18.9,-164.6,2.4,1.6,0.2
5.857,38.4,-18.3,-164.3,-0.7,0.6,0.3
5.907,37.5,-17.9,-164.0,-0.9,0.4,0.3
5.957,37.9,-17.6,-163.9,0.4,0.3,0.1
6.007,37.2,-17.7,-163.7,-0.7,-0.1,0.2
6.057,37.2,-17.6,-163.7,0.0,0.1,0.0
6.107,36.6,-17.6,-163.4,-0.6,0.0,0.3
6.157,35.7,-17.6,-163.3,-0.9,0.0,0.1
6.207,35.9,-17.3,-163.1,0.2,0.3,0.2
6.257,36.1,-17.2,-163.1,0.2,0.1,0.0
6.307,35.7,-17.3,-163.0,-0.4,-0.1,0.1
6.357,35.1,-17.3,-162.8,-0.6,0.0,0.2
6.407,35.1,-17.0,-162.5,0.0,0.3,0.3
6.457,35.1,-16.9,-162.4,0.0,0.1,0.1
6.507,34.9,-16.7,-162.1,-0.2,0.2,0.3
6.557,35.2,-16.2,-161.9,0.3,0.5,0.2
6.607,35.3,-15.8,-161.6,0.1,0.4,0.3
6.656,36.0,-15.4,-161.4,0.7,0.4,0.2
6.706,34.4,-15.5,-161.0,-1.6,-0.1,0.4
6.756,33.2,-15.3,-160.5,-1.2,0.2,0.5
6.805,32.9,-15.2,-160.3,-0.3,0.1,0.2
6.856,33.5,-15.2,-160.3,0.6,0.0,0.0
6.905,34.5,-15.2,-160.4,1.0,0.0,-0.1
6.955,34.9,-15.4,-160.4,0.4,-0.2,0.0
7.005,34.4,-15.4,-160.2,-0.5,0.0,0.2
7.055,35.7,-15.0,-160.1,1.3,0.4,0.1
7.106,35.9,-14.9,-160.0,0.2,0.1,0.1
7.156,35.9,-14.9,-159.9,0.0,0.0,0.1
7.206,35.9,-14.9,-159.9,0.0,0.0,0.0
7.256,35.9,-14.9,-159.8,0.0,0.0,0.1
7.306,35.9,-15.0,-159.8,0.0,-0.1,0.0
7.356,36.6,-15.0,-159.9,0.7,0.0,-0.1
7.406,35.7,-15.0,-159.7,-0.9,0.0,0.2
7.456,35.7,-14.9,-159.6,0.0,0.1,0.1
7.505,35.8,-15.0,-159.7,0.1,-0.1,-0.1
7.555,36.1,-15.1,-159.7,0.3,-0.1,0.0
7.605,35.9,-15.4,-159.8,-0.2,-0.3,-0.1
7.655,36.2,-15.6,-159.9,0.3,-0.2,-0.1
7.705,35.4,-16.4,-160.3,-0.8,-0.8,-0.4
7.755,36.7,-16.0,-160.3,1.3,0.4,0.0
7.804,37.6,-15.6,-160.2,0.9,0.4,0.1
7.855,37.2,-15.9,-160.2,-0.4,-0.3,0.0
7.905,36.5,-17.0,-160.4,-0.7,-1.1,-0.2
7.955,35.8,-18.4,-160.7,-0.7,-1.4,-0.3
8.005,35.5,-19.2,-160.8,-0.3,-0.8,-0.1
8.054,35.0,-19.2,-160.4,-0.5,0.0,0.4
8.103,35.2,-19.1,-160.2,0.2,0.1,0.2
8.153,36.6,-19.2,-160.3,1.4,-0.1,-0.1
8.203,37.2,-20.3,-160.6,0.6,-1.1,-0.3
8.254,38.2,-21.4,-160.8,1.0,-1.1,-0.2
8.304,38.8,-22.7,-160.8,0.6,-1.3,0.0
8.354,38.5,-24.3,-160.8,-0.3,-1.6,0.0
8.404,40.4,-25.2,-161.0,1.9,-0.9,-0.2
8.454,45.2,-25.8,-161.3,4.8,-0.6,-0.3
8.504,51.4,-26.3,-161.5,6.2,-0.5,-0.2
8.554,57.1,-27.1,-161.5,5.7,-0.8,0.0
8.604,61.1,-28.4,-161.8,4.0,-1.3,-0.3
8.654,62.7,-30.1,-161.9,1.6,-1.7,-0.1
8.704,65.6,-31.5,-161.9,2.9,-1.4,0.0
8.754,67.2,-33.2,-162.0,1.6,-1.7,-0.1
8.804,68.3,-35.0,-162.0,1.1,-1.8,0.0
8.853,70.0,-36.6,-162.1,1.7,-1.6,-0.1
8.903,73.3,-38.4,-162.7,3.3,-1.8,-0.6
8.953,77.4,-40.0,-163.1,4.1,-1.6,-0.4
9.002,80.5,-41.5,-163.4,3.1,-1.5,-0.3
9.052,82.6,-42.8,-163.2,2.1,-1.3,0.2
9.103,84.7,-44.3,-163.6,2.1,-1.5,-0.4
9.153,87.0,-45.9,-163.8,2.3,-1.6,-0.2
9.203,90.4,-47.9,-164.6,3.4,-2.0,-0.8
9.253,91.9,-50.4,-166.0,1.5,-2.5,-1.4
9.303,92.3,-52.7,-167.3,0.4,-2.3,-1.3
9.353,94.4,-54.4,-168.2,2.1,-1.7,-0.9
9.403,98.5,-55.6,-167.6,4.1,-1.2,0.6
9.453,99.9,-57.3,-169.7,1.4,-1.7,-2.1
9.503,102.3,-58.9,-171.1,2.4,-1.6,-1.4
9.553,104.0,-60.1,-171.4,1.7,-1.2,-0.3
9.603,106.8,-61.3,-172.1,2.8,-1.2,-0.7
9.652,107.7,-62.7,-173.9,0.9,-1.4,-1.8
9.702,107.8,-64.1,-175.4,0.1,-1.4,-1.5
9.752,108.3,-65.5,-177.0,0.5,-1.4,-1.6
9.802,109.4,-66.9,-179.3,1.1,-1.4,-2.3
9.851,110.2,-68.3,179.7,0.8,-1.4,359.0
9.901,109.2,-69.6,177.3,-1.0,-1.3,-2.4
9.950,108.3,-70.9,175.8,-0.9,-1.3,-1.5
10.001,106.8,-72.0,173.1,-1.5,-1.1,-2.7
10.051,103.9,-72.7,171.2,-2.9,-0.7,-1.9
10.101,102.2,-73.2,169.5,-1.7,-0.5,-1.7
10.150,103.0,-73.7,167.6,0.8,-0.5,-1.9
10.201,104.8,-74.1,164.2,1.8,-0.4,-3.4
10.250,107.6,-74.5,159.5,2.8,-0.4,-4.7
10.300,112.4,-74.8,153.7,4.8,-0.3,-5.8
10.350,116.3,-75.0,149.2,3.9,-0.2,-4.5
10.400,116.8,-75.4,147.5,0.5,-0.4,-1.7
10.450,116.3,-75.7,146.0,-0.5,-0.3,-1.5
10.500,116.9,-75.9,142.6,0.6,-0.2,-3.4
10.550,118.7,-76.0,138.8,1.8,-0.1,-3.8
10.600,120.0,-76.0,134.8,1.3,0.0,-4.0
