Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.002,69.4,-80.8,9.0,0.0,0.0,0.0
0.052,69.6,-80.8,8.8,0.2,0.0,-0.2
0.102,70.0,-80.8,8.6,0.4,0.0,-0.2
0.152,70.3,-80.8,8.3,0.3,0.0,-0.3
0.203,70.8,-80.9,7.9,0.5,-0.1,-0.4
0.253,71.3,-81.0,7.5,0.5,-0.1,-0.4
0.303,71.6,-81.2,7.4,0.3,-0.2,-0.1
0.353,72.0,-81.3,7.1,0.4,-0.1,-0.3
0.402,73.4,-81.5,5.8,1.4,-0.2,-1.3
0.452,73.5,-82.0,5.8,0.1,-0.5,0.0
0.501,73.2,-82.4,6.3,-0.3,-0.4,0.5
0.551,72.2,-83.0,7.6,-1.0,-0.6,1.3
0.601,71.1,-83.5,9.1,-1.1,-0.5,1.5
0.651,69.6,-84.0,11.1,-1.5,-0.5,2.0
0.702,68.5,-84.5,12.8,-1.1,-0.5,1.7
0.752,67.2,-84.9,14.7,-1.3,-0.4,1.9
0.801,66.4,-85.2,16.1,-0.8,-0.3,1.4
0.852,66.2,-85.6,17.2,-0.2,-0.4,1.1
0.902,66.4,-85.9,17.9,0.2,-0.3,0.7
0.952,66.5,-86.1,18.8,0.1,-0.2,0.9
1.002,66.5,-86.3,19.8,0.0,-0.2,1.0
1.051,67.8,-86.5,19.7,1.3,-0.2,-0.1
1.101,69.2,-86.7,19.6,1.4,-0.2,-0.1
1.151,71.7,-86.8,18.4,2.5,-0.1,-1.2
1.201,74.9,-87.0,16.3,3.2,-0.2,-2.1
1.251,82.6,-87.2,9.9,7.7,-0.2,-6.4
1.300,86.5,-87.3,7.4,3.9,-0.1,-2.5
1.350,83.8,-87.5,10.7,-2.7,-0.2,3.3
1.401,84.4,-87.6,10.4,0.6,-0.1,-0.3
1.450,88.0,-87.5,7.4,3.6,0.1,-3.0
1.501,90.7,-87.3,5.4,2.7,0.2,-2.0
1.550,88.8,-87.5,8.3,-1.9,-0.2,2.9
1.600,89.9,-87.6,8.1,1.1,-0.1,-0.2
1.651,89.8,-87.7,9.2,-0.1,-0.1,1.1
1.700,91.8,-87.7,8.2,2.0,0.0,-1.0
1.750,95.9,-87.7,5.0,4.1,0.0,-3.2
1.800,98.8,-87.6,3.0,2.9,0.1,-2.0
1.850,100.2,-87.4,2.3,1.4,0.2,-0.7
1.900,101.0,-87.5,2.1,0.8,-0.1,-0.2
1.950,102.7,-87.5,1.0,1.7,0.0,-1.1
2.000,104.2,-87.6,0.1,1.5,-0.1,-0.9
2.049,104.2,-87.5,0.5,0.0,0.1,0.4
2.099,104.1,-87.5,1.1,-0.1,0.0,0.6
2.149,104.6,-87.5,0.8,0.5,0.0,-0.3
2.199,106.1,-87.4,-0.4,1.5,0.1,-1.2
2.249,105.8,-87.4,0.4,-0.3,0.0,0.8
2.299,107.2,-87.5,-0.7,1.4,-0.1,-1.1
2.350,108.3,-87.5,-1.4,1.1,0.0,-0.7
2.399,108.8,-87.6,-1.3,0.5,-0.1,0.1
2.449,110.7,-87.7,-2.7,1.9,-0.1,-1.4
2.499,110.4,-87.8,-1.9,-0.3,-0.1,0.8
2.549,110.2,-87.8,-1.5,-0.2,0.0,0.4
2.599,109.9,-88.0,-0.9,-0.3,-0.2,0.6
2.649,109.6,-87.9,-0.4,-0.3,0.1,0.5
2.698,108.3,-88.2,1.2,-1.3,-0.3,1.6
2.748,105.1,-88.1,4.2,-3.2,0.1,3.0
