Time(s),Roll(deg),Pitch(deg),Yaw(deg),Delta_Roll,Delta_Pitch,Delta_Yaw
0.033,64.4,-83.9,-112.5,0.0,0.0,0.0
0.083,64.6,-83.9,-112.6,0.2,0.0,-0.1
0.133,64.5,-83.9,-112.5,-0.1,0.0,0.1
0.183,64.3,-83.9,-112.4,-0.2,0.0,0.1
0.233,64.4,-83.9,-112.5,0.1,0.0,-0.1
0.283,64.5,-83.8,-112.7,0.1,0.1,-0.2
0.332,64.4,-83.8,-112.7,-0.1,0.0,0.0
0.382,64.7,-83.8,-113.2,0.3,0.0,-0.5
0.432,65.3,-83.8,-114.1,0.6,0.0,-0.9
0.482,65.8,-83.9,-114.8,0.5,-0.1,-0.7
0.532,65.8,-84.1,-115.1,0.0,-0.2,-0.3
0.582,64.3,-84.5,-113.7,-1.5,-0.4,1.4
0.632,62.1,-84.8,-111.8,-2.2,-0.3,1.9
0.682,59.4,-85.3,-109.2,-2.7,-0.5,2.6
0.732,56.2,-85.7,-106.2,-3.2,-0.4,3.0
0.782,51.9,-86.0,-102.1,-4.3,-0.3,4.1
0.830,47.3,-86.3,-97.9,-4.6,-0.3,4.2
0.880,42.7,-86.4,-93.6,-4.6,-0.1,4.3
0.931,39.7,-86.6,-90.8,-3.0,-0.2,2.8
0.981,37.3,-86.8,-88.5,-2.4,-0.2,2.3
1.031,34.1,-87.0,-85.5,-3.2,-0.2,3.0
1.081,31.9,-87.2,-83.4,-2.2,-0.2,2.1
1.131,30.0,-87.4,-81.7,-1.9,-0.2,1.7
1.181,27.3,-87.7,-79.1,-2.7,-0.3,2.6
1.231,24.3,-87.8,-76.2,-3.0,-0.1,2.9
1.280,18.0,-88.0,-70.2,-6.3,-0.2,6.0
1.331,11.8,-88.1,-64.1,-6.2,-0.1,6.1
1.380,7.5,-88.2,-59.8,-4.3,-0.1,4.3
1.430,3.7,-88.3,-56.1,-3.8,-0.1,3.7
1.479,0.5,-88.3,-53.0,-3.2,0.0,3.1
1.529,-2.5,-88.6,-50.3,-3.0,-0.3,2.7
1.579,-5.0,-88.6,-47.8,-2.5,0.0,2.5
1.629,-6.1,-88.8,-46.7,-1.1,-0.2,1.1
1.680,-4.5,-88.7,-48.5,1.6,0.1,-1.8
1.730,-1.0,-88.7,-52.1,3.5,0.0,-3.6
1.780,4.2,-88.7,-57.5,5.2,0.0,-5.4
1.830,9.8,-88.8,-63.4,5.6,-0.1,-5.9
1.880,12.3,-88.9,-66.1,2.5,-0.1,-2.7
1.930,11.4,-88.9,-65.1,-0.9,0.0,1.0
1.980,10.0,-88.9,-63.7,-1.4,0.0,1.4
2.029,8.5,-89.1,-62.1,-1.5,-0.2,1.6
2.079,4.5,-89.2,-58.3,-4.0,-0.1,3.8
2.129,-1.2,nan,-53.0,-5.7,nan,5.3
2.180,-3.0,-89.2,-50.9,-1.8,nan,2.1
2.229,-5.0,-89.5,-49.2,-2.0,-0.3,1.7
2.279,-8.6,-89.3,-45.5,-3.6,0.2,3.7
2.329,-14.3,-89.3,-40.0,-5.7,0.0,5.5
2.379,-16.7,-89.2,-37.8,-2.4,0.1,2.2
2.429,-17.9,-89.0,-36.5,-1.2,0.2,1.3
2.479,-19.6,-89.2,-35.1,-1.7,-0.2,1.4
2.529,-19.9,-89.0,-34.8,-0.3,0.2,0.3
2.579,-25.1,-89.6,-30.3,-5.2,-0.6,4.5
2.629,-29.6,-89.1,-25.5,-4.5,0.5,4.8
2.679,-36.9,-89.0,-18.3,-7.3,0.1,7.2
2.729,-42.0,-89.5,-13.7,-5.1,-0.5,4.6
2.779,-50.8,-89.6,-5.1,-8.8,-0.1,8.6
2.827,-64.1,-89.4,8.3,-13.3,0.2,13.4
2.877,-72.8,-89.6,16.9,-8.7,-0.2,8.6
2.928,-79.5,-89.6,23.4,-6.7,0.0,6.5
2.978,-78.8,-89.3,22.9,0.7,0.3,-0.5
3.028,-80.9,-89.0,25.3,-2.1,0.3,2.4
3.078,-83.5,-89.3,27.6,-2.6,-0.3,2.3
3.128,-88.4,-89.0,32.6,-4.9,0.3,5.0
3.178,-90.6,-88.9,34.9,-2.2,0.1,2.3
3.228,-95.9,-89.2,40.0,-5.3,-0.3,5.1
3.278,-98.2,-89.2,42.2,-2.3,0.0,2.2
3.328,-102.4,-89.1,46.3,-4.2,0.1,4.1
3.378,-105.8,-89.0,49.7,-3.4,0.1,3.4
3.427,-108.9,-89.2,52.7,-3.1,-0.2,3.0
3.477,-112.2,-89.1,56.0,-3.3,0.1,3.3
3.526,-113.5,-89.1,57.1,-1.3,0.0,1.1
3.577,-113.0,-88.8,56.6,0.5,0.3,-0.5
3.627,-111.6,-89.1,55.1,1.4,-0.3,-1.5
3.677,-113.8,-89.1,57.2,-2.2,0.0,2.1
3.727,-114.3,-89.2,57.7,-0.5,-0.1,0.5
3.777,-119.7,-89.8,63.1,-5.4,-0.6,5.4
3.827,-125.4,-89.4,68.8,-5.7,0.4,5.7
3.877,-132.8,-89.3,76.3,-7.4,0.1,7.5
3.927,-142.1,-89.3,85.6,-9.3,0.0,9.3
3.977,-148.5,-89.4,92.1,-6.4,-0.1,6.5
4.027,-154.6,-89.3,98.2,-6.1,0.1,6.1
4.077,-158.3,-89.1,101.8,-3.7,0.2,3.6
4.126,-159.0,-89.4,102.8,-0.7,-0.3,1.0
4.176,-158.7,-89.0,102.3,0.3,0.4,-0.5
4.226,-155.6,-89.0,99.2,3.1,0.0,-3.1
4.276,-154.0,-89.1,97.7,1.6,-0.1,-1.5
4.326,-153.1,-89.0,96.9,0.9,0.1,-0.8
4.376,-152.9,-89.0,96.9,0.2,0.0,0.0
4.426,-153.8,-88.8,97.8,-0.9,0.2,0.9
4.476,-154.2,-88.8,98.3,-0.4,0.0,0.5
4.526,-153.6,-88.7,97.7,0.6,0.1,-0.6
4.576,-151.3,-88.7,95.2,2.3,0.0,-2.5
4.626,-148.4,-88.8,92.2,2.9,-0.1,-3.0
4.676,-146.4,-88.8,90.0,2.0,0.0,-2.2
4.725,-146.2,-89.2,89.9,0.2,-0.4,-0.1
4.775,-146.7,-89.0,90.2,-0.5,0.2,0.3
4.825,-147.1,-89.1,90.6,-0.4,-0.1,0.4
4.875,-147.0,-89.1,90.5,0.1,0.0,-0.1
4.924,-147.6,-89.1,91.1,-0.6,0.0,0.6
4.975,-148.6,-89.4,92.2,-1.0,-0.3,1.1
5.025,-150.4,-89.1,93.8,-1.8,0.3,1.6
5.075,-152.1,-89.2,95.5,-1.7,-0.1,1.7
5.125,-151.5,-89.1,94.9,0.6,0.1,-0.6
5.175,-152.7,-89.0,95.9,-1.2,0.1,1.0
5.224,-152.5,-88.7,95.6,0.2,0.3,-0.3
5.275,-151.8,-89.0,95.0,0.7,-0.3,-0.6
5.324,-149.1,-88.9,92.3,2.7,0.1,-2.7
5.374,-147.5,-89.0,90.6,1.6,-0.1,-1.7
5.424,-145.4,-89.0,88.4,2.1,0.0,-2.2
5.474,-143.9,-88.9,86.7,1.5,0.1,-1.7
5.524,-141.7,-89.0,84.6,2.2,-0.1,-2.1
5.574,-139.4,-89.0,82.2,2.3,0.0,-2.4
5.624,-139.2,-88.9,81.9,0.2,0.1,-0.3
5.674,-141.4,-89.1,84.0,-2.2,-0.2,2.1
5.724,-143.7,-89.0,86.2,-2.3,0.1,2.2
5.774,-144.8,-89.2,87.1,-1.1,-0.2,0.9
5.824,-145.8,-89.0,87.9,-1.0,0.2,0.8
5.874,-145.2,-89.0,87.2,0.6,0.0,-0.7
5.922,-145.8,-89.2,87.7,-0.6,-0.2,0.5
5.972,-142.7,-88.9,84.4,3.1,0.3,-3.3
6.022,-142.8,-89.0,84.5,-0.1,-0.1,0.1
6.072,-142.6,-89.4,84.3,0.2,-0.4,-0.2
6.122,-140.9,-88.9,82.3,1.7,0.5,-2.0
6.173,-142.6,-89.3,84.1,-1.7,-0.4,1.8
6.222,-139.9,-89.1,81.3,2.7,0.2,-2.8
6.273,-138.2,-89.3,79.7,1.7,-0.2,-1.6
6.323,-135.3,-89.1,76.9,2.9,0.2,-2.8
6.373,-135.8,-89.1,77.3,-0.5,0.0,0.4
6.422,-131.9,-89.4,73.3,3.9,-0.3,-4.0
6.472,-129.8,-89.4,71.1,2.1,0.0,-2.2
6.523,-129.0,-89.6,70.4,0.8,-0.2,-0.7
6.572,-122.6,-89.3,63.9,6.4,0.3,-6.5
6.621,-118.6,-89.2,59.9,4.0,0.1,-4.0
6.672,-113.2,-89.0,54.4,5.4,0.2,-5.5
6.722,-106.3,-89.5,47.3,6.9,-0.5,-7.1
6.772,-96.3,-89.3,37.4,10.0,0.2,-9.9
6.822,-85.7,-89.1,26.8,10.6,0.2,-10.6
6.872,-77.5,-89.7,18.2,8.2,-0.6,-8.6
6.922,-70.0,-89.3,10.8,7.5,0.4,-7.4
6.972,-69.4,-89.3,10.1,0.6,0.0,-0.7
7.021,-67.1,-89.2,7.8,2.3,0.1,-2.3
7.071,-60.8,-89.0,1.4,6.3,0.2,-6.4
7.121,-49.0,-89.5,-10.8,11.8,-0.5,-12.2
7.172,-34.3,-89.0,-25.4,14.7,0.5,-14.6
7.221,-21.8,-88.4,-37.9,12.5,0.6,-12.5
7.271,-13.5,-87.4,-46.1,8.3,1.0,-8.2
7.321,-8.6,-86.0,-51.0,4.9,1.4,-4.9
7.371,-6.1,-84.2,-53.4,2.5,1.8,-2.4
7.421,-4.3,-82.2,-54.9,1.8,2.0,-1.5
7.471,-3.4,-80.0,-55.7,0.9,2.2,-0.8
7.521,-2.5,-77.8,-56.6,0.9,2.2,-0.9
7.571,-1.6,-75.5,-57.4,0.9,2.3,-0.8
7.620,-0.9,-72.8,-58.0,0.7,2.7,-0.6
7.670,-0.4,-70.0,-58.4,0.5,2.8,-0.4
7.720,-0.0,-67.0,-58.7,0.4,3.0,-0.3
7.770,0.2,-64.0,-58.8,0.2,3.0,-0.1
7.820,0.2,-61.0,-58.9,0.0,3.0,-0.1
7.870,0.2,-58.0,-59.0,0.0,3.0,-0.1
7.920,0.1,-55.1,-58.8,-0.1,2.9,0.2
7.970,-0.6,-52.5,-58.4,-0.7,2.6,0.4
8.020,-0.8,-49.9,-58.3,-0.2,2.6,0.1
8.070,-1.1,-47.4,-58.4,-0.3,2.5,-0.1
8.119,-0.6,-45.1,-58.9,0.5,2.3,-0.5
8.169,0.0,-42.7,-59.6,0.6,2.4,-0.7
8.219,0.6,-40.7,-59.8,0.6,2.0,-0.2
8.269,0.7,-38.7,-59.4,0.1,2.0,0.4
8.319,0.7,-36.9,-59.3,0.0,1.8,0.1
8.369,0.6,-35.1,-59.4,-0.1,1.8,-0.1
8.419,0.4,-33.6,-59.4,-0.2,1.5,0.0
8.469,0.4,-31.9,-59.3,0.0,1.7,0.1
8.519,0.6,-30.9,-59.1,0.2,1.0,0.2
8.569,1.2,-30.0,-59.4,0.6,0.9,-0.3
8.619,1.6,-29.0,-59.7,0.4,1.0,-0.3
8.668,1.7,-28.2,-59.8,0.1,0.8,-0.1
8.718,1.6,-27.3,-60.0,-0.1,0.9,-0.2
8.768,1.6,-26.4,-60.0,0.0,0.9,0.0
8.818,1.5,-25.9,-59.9,-0.1,0.5,0.1
8.868,1.4,-25.3,-59.7,-0.1,0.6,0.2
8.918,1.4,-24.9,-59.8,0.0,0.4,-0.1
8.968,1.3,-24.6,-59.8,-0.1,0.3,0.0
9.018,1.2,-24.1,-59.8,-0.1,0.5,0.0
9.067,1.1,-23.7,-59.8,-0.1,0.4,0.0
9.118,1.0,-23.4,-59.7,-0.1,0.3,0.1
9.168,0.9,-23.0,-59.6,-0.1,0.4,0.1
9.218,0.9,-22.4,-59.7,0.0,0.6,-0.1
9.268,0.9,-21.9,-59.8,0.0,0.5,-0.1
9.317,0.7,-21.5,-59.6,-0.2,0.4,0.2
9.367,0.5,-21.1,-59.5,-0.2,0.4,0.1
9.417,0.3,-20.8,-59.5,-0.2,0.3,0.0
9.467,0.3,-20.3,-59.4,0.0,0.5,0.1
9.517,0.4,-19.9,-59.1,0.1,0.4,0.3
9.567,0.4,-19.6,-58.9,0.0,0.3,0.2
9.617,0.5,-19.4,-58.9,0.1,0.2,0.0
9.667,0.5,-19.2,-58.9,0.0,0.2,0.0
9.717,0.5,-18.9,-58.8,0.0,0.3,0.1
9.767,0.5,-18.8,-58.7,0.0,0.1,0.1
9.817,0.5,-18.7,-58.6,0.0,0.1,0.1
9.867,0.5,-18.6,-58.5,0.0,0.1,0.1
9.917,0.6,-18.6,-58.5,0.1,0.0,0.0
9.967,0.6,-18.5,-58.4,0.0,0.1,0.1
10.016,0.6,-18.5,-58.3,0.0,0.0,0.1
10.066,0.6,-18.4,-58.3,0.0,0.1,0.0
10.116,0.6,-18.4,-58.3,0.0,0.0,0.0
10.166,0.6,-18.4,-58.3,0.0,0.0,0.0
10.216,0.5,-18.4,-58.3,-0.1,0.0,0.0
10.266,0.6,-18.4,-58.4,0.1,0.0,-0.1
10.315,0.6,-18.3,-58.3,0.0,0.1,0.1
10.365,0.5,-18.2,-58.2,-0.1,0.1,0.1
10.415,0.5,-18.2,-58.2,0.0,0.0,0.0
10.465,0.5,-18.1,-58.2,0.0,0.1,0.0
10.516,0.4,-18.0,-58.2,-0.1,0.1,0.0
10.566,0.5,-18.0,-58.3,0.1,0.0,-0.1
10.616,0.6,-17.9,-58.4,0.1,0.1,-0.1
10.665,0.7,-17.8,-58.4,0.1,0.1,0.0
10.714,0.7,-17.9,-58.4,0.0,-0.1,0.0
10.764,0.7,-17.9,-58.4,0.0,0.0,0.0
10.815,0.6,-17.9,-58.3,-0.1,0.0,0.1
10.865,0.5,-17.8,-58.2,-0.1,0.1,0.1
10.915,0.6,-17.3,-58.3,0.1,0.5,-0.1
10.965,0.7,-17.4,-57.9,0.1,-0.1,0.4
11.015,0.7,-17.2,-58.0,0.0,0.2,-0.1
11.065,0.7,-17.2,-58.2,0.0,0.0,-0.2
11.114,0.7,-17.2,-58.3,0.0,0.0,-0.1
11.163,0.8,-17.3,-58.4,0.1,-0.1,-0.1
11.213,0.7,-17.2,-58.4,-0.1,0.1,0.0
11.264,0.8,-17.1,-58.6,0.1,0.1,-0.2
11.314,1.0,-16.9,-58.6,0.2,0.2,0.0
11.364,1.0,-16.8,-58.5,0.0,0.1,0.1
11.414,0.9,-16.8,-58.4,-0.1,0.0,0.1
11.464,0.9,-16.7,-58.4,0.0,0.1,0.0
11.514,0.8,-16.7,-58.3,-0.1,0.0,0.1
11.564,0.8,-16.7,-58.2,0.0,0.0,0.1
11.614,0.8,-16.6,-58.0,0.0,0.1,0.2
11.664,0.8,-16.6,-57.8,0.0,0.0,0.2
11.714,0.8,-16.6,-57.8,0.0,0.0,0.0
11.764,0.8,-16.5,-57.7,0.0,0.1,0.1
11.814,0.7,-16.4,-57.6,-0.1,0.1,0.1
11.864,0.7,-16.2,-57.6,0.0,0.2,0.0
11.912,0.6,-16.2,-57.5,-0.1,0.0,0.1
11.962,0.5,-16.1,-57.5,-0.1,0.1,0.0
12.012,0.5,-16.0,-57.4,0.0,0.1,0.1
12.062,0.5,-15.9,-57.5,0.0,0.1,-0.1
12.113,0.5,-15.8,-57.5,0.0,0.1,0.0
12.163,0.5,-15.7,-57.4,0.0,0.1,0.1
12.213,0.6,-15.7,-57.4,0.1,0.0,0.0
12.263,0.6,-15.6,-57.4,0.0,0.1,0.0
12.313,0.6,-15.6,-57.4,0.0,0.0,0.0
12.363,0.6,-15.5,-57.3,0.0,0.1,0.1
12.412,0.6,-15.5,-57.3,0.0,0.0,0.0
12.463,0.5,-15.4,-57.3,-0.1,0.1,0.0
12.512,0.5,-15.4,-57.2,0.0,0.0,0.1
12.562,0.6,-15.4,-57.1,0.1,0.0,0.1
12.612,0.6,-15.3,-57.0,0.0,0.1,0.1
12.662,0.6,-15.3,-57.0,0.0,0.0,0.0
12.712,0.5,-15.2,-57.0,-0.1,0.1,0.0
12.762,0.5,-15.2,-56.9,0.0,0.0,0.1
12.812,0.4,-15.4,-56.9,-0.1,-0.2,0.0
12.862,0.4,-16.4,-56.8,0.0,-1.0,0.1
12.912,0.4,-18.5,-56.6,0.0,-2.1,0.2
12.962,0.6,-22.0,-56.6,0.2,-3.5,0.0
13.012,0.5,-26.7,-56.6,-0.1,-4.7,0.0
13.062,0.4,-32.3,-56.7,-0.1,-5.6,-0.1
13.112,0.1,-38.6,-56.5,-0.3,-6.3,0.2
13.162,-0.0,-44.5,-56.2,-0.1,-5.9,0.3
13.211,0.0,-50.6,-55.9,0.0,-6.1,0.3
13.261,-0.0,-56.9,-55.6,-0.0,-6.3,0.3
13.311,0.3,-62.8,-55.8,0.3,-5.9,-0.2
13.361,0.7,-68.7,-56.2,0.4,-5.9,-0.4
13.411,0.9,-74.2,-56.5,0.2,-5.5,-0.3
13.461,0.4,-79.0,-56.1,-0.5,-4.8,0.4
13.511,-0.4,-83.2,-55.3,-0.8,-4.2,0.8
13.561,-2.2,-86.8,-53.3,-1.8,-3.6,2.0
13.611,-65.2,-89.6,9.8,-63.0,-2.8,63.1
13.661,-168.3,-87.7,112.9,-103.1,1.9,103.1
13.711,-171.5,-85.8,116.2,-3.2,1.9,3.3
13.761,-173.5,-84.2,118.3,-2.0,1.6,2.1
13.811,-175.1,-82.7,120.0,-1.6,1.5,1.7
13.861,-175.6,-81.8,120.6,-0.5,0.9,0.6
13.911,-175.2,-81.6,120.2,0.4,0.2,-0.4
13.960,-174.8,-81.7,119.8,0.4,-0.1,-0.4
14.010,-174.3,-81.8,119.2,0.5,-0.1,-0.6
14.060,-173.5,-82.0,118.3,0.8,-0.2,-0.9
14.110,-172.6,-82.1,117.5,0.9,-0.1,-0.8
14.160,-172.0,-82.2,117.0,0.6,-0.1,-0.5
14.211,-171.4,-82.3,116.3,0.6,-0.1,-0.7
14.260,-170.3,-82.4,115.1,1.1,-0.1,-1.2
14.310,-169.6,-82.6,114.3,0.7,-0.2,-0.8
14.360,-169.6,-82.8,114.1,0.0,-0.2,-0.2
14.410,-172.6,-81.3,116.9,-3.0,1.5,2.8
14.459,-173.6,-81.4,117.7,-1.0,-0.1,0.8
14.509,-174.4,-81.7,118.3,-0.8,-0.3,0.6
14.559,-175.1,-82.0,118.9,-0.7,-0.3,0.6
14.609,-175.7,-82.2,119.4,-0.6,-0.2,0.5
14.659,-176.0,-82.3,119.5,-0.3,-0.1,0.1
14.708,-176.2,-82.4,119.6,-0.2,-0.1,0.1
14.758,-176.2,-82.3,119.4,0.0,0.1,-0.2
14.809,-175.9,-82.2,119.2,0.3,0.1,-0.2
14.859,-176.1,-82.2,119.6,-0.2,0.0,0.4
14.909,-176.8,-82.3,120.3,-0.7,-0.1,0.7
14.959,-177.2,-82.4,120.5,-0.4,-0.1,0.2
15.009,-177.4,-82.5,120.6,-0.2,-0.1,0.1
15.059,-177.3,-82.6,120.3,0.1,-0.1,-0.3
15.109,-177.0,-82.8,120.0,0.3,-0.2,-0.3
15.159,-177.4,-83.0,120.4,-0.4,-0.2,0.4
15.209,-178.6,-83.2,121.5,-1.2,-0.2,1.1
15.258,179.9,-83.4,122.9,358.5,-0.2,1.4
15.308,178.4,-83.6,124.3,-1.5,-0.2,1.4
15.358,176.8,-83.7,125.8,-1.6,-0.1,1.5
15.408,177.2,-83.4,125.5,0.4,0.3,-0.3
15.458,176.4,-83.5,126.3,-0.8,-0.1,0.8
15.508,175.0,-83.5,127.6,-1.4,0.0,1.3
15.558,173.3,-83.6,129.2,-1.7,-0.1,1.6
15.608,171.0,-83.8,131.5,-2.3,-0.2,2.3
15.658,168.8,-83.8,133.5,-2.2,0.0,2.0
15.708,167.0,-83.8,135.4,-1.8,0.0,1.9
15.758,165.1,-83.8,137.2,-1.9,0.0,1.8
15.807,163.9,-83.9,138.6,-1.2,-0.1,1.4
15.856,162.9,-83.9,139.7,-1.0,0.0,1.1
15.906,162.2,-84.0,140.4,-0.7,-0.1,0.7
15.957,161.6,-84.0,141.1,-0.6,0.0,0.7
16.007,160.9,-84.1,141.9,-0.7,-0.1,0.8
16.057,159.4,-84.1,143.5,-1.5,0.0,1.6
16.107,158.1,-84.1,145.0,-1.3,0.0,1.5
16.157,157.0,-84.2,146.2,-1.1,-0.1,1.2
16.207,153.8,-84.3,149.4,-3.2,-0.1,3.2
16.257,150.7,-84.2,152.6,-3.1,0.1,3.2
16.307,148.4,-84.2,154.8,-2.3,0.0,2.2
16.357,147.0,-84.3,156.2,-1.4,-0.1,1.4
16.407,145.9,-84.3,157.3,-1.1,0.0,1.1
16.456,144.6,-84.2,158.5,-1.3,0.1,1.2
16.506,144.0,-84.3,159.1,-0.6,-0.1,0.6
16.556,144.0,-84.3,159.2,0.0,0.0,0.1
16.606,144.3,-84.3,158.7,0.3,0.0,-0.5
16.656,144.9,-84.4,158.3,0.6,-0.1,-0.4
16.706,145.3,-84.5,157.9,0.4,-0.1,-0.4
16.756,145.7,-84.5,157.6,0.4,0.0,-0.3
16.806,146.0,-84.6,157.3,0.3,-0.1,-0.3
16.856,146.4,-84.7,156.9,0.4,-0.1,-0.4
16.906,146.9,-84.8,156.4,0.5,-0.1,-0.5
16.956,147.7,-85.0,155.5,0.8,-0.2,-0.9
17.006,148.5,-85.3,154.7,0.8,-0.3,-0.8
17.056,148.1,-85.4,154.9,-0.4,-0.1,0.2
17.106,147.2,-85.7,155.5,-0.9,-0.3,0.6
17.156,149.3,-86.0,152.9,2.1,-0.3,-2.6
17.205,153.9,-86.5,147.8,4.6,-0.5,-5.1
17.255,163.1,-86.7,138.2,9.2,-0.2,-9.6
17.305,172.5,-86.9,128.1,9.4,-0.2,-10.1
17.355,179.0,-87.1,121.0,6.5,-0.2,-7.1
17.405,-174.2,-87.2,113.2,-353.2,-0.1,-7.8
17.455,-164.6,-87.3,102.5,9.6,-0.1,-10.7
17.505,-157.7,-87.5,94.6,6.9,-0.2,-7.9
17.555,-150.3,-87.6,86.3,7.4,-0.1,-8.3
17.605,-137.3,-87.6,72.3,13.0,0.0,-14.0
17.655,-127.4,-87.8,61.6,9.9,-0.2,-10.7
17.705,-117.1,-88.0,50.4,10.3,-0.2,-11.2
17.754,-104.7,-88.2,37.1,12.4,-0.2,-13.3
17.804,-90.9,-88.1,22.5,13.8,0.1,-14.6
17.854,-78.8,-88.1,9.4,12.1,0.0,-13.1
17.904,-71.0,-88.0,0.8,7.8,0.1,-8.6
17.954,-68.3,-87.7,-2.7,2.7,0.3,-3.5
18.004,-71.7,-87.6,-0.0,-3.4,0.1,2.7
18.054,-71.4,-87.3,-0.9,0.3,0.3,-0.9
18.104,-67.3,-87.1,-5.5,4.1,0.2,-4.6
18.154,-63.3,-86.9,-10.1,4.0,0.2,-4.6
18.204,-60.4,-86.6,-13.3,2.9,0.3,-3.2
18.254,-58.2,-86.3,-16.0,2.2,0.3,-2.7
18.303,-56.7,-85.9,-17.9,1.5,0.4,-1.9
18.353,-56.6,-85.6,-18.5,0.1,0.3,-0.6
18.403,-58.3,-85.2,-17.1,-1.7,0.4,1.4
18.453,-60.3,-84.9,-15.6,-2.0,0.3,1.5
18.503,-61.1,-84.5,-15.1,-0.8,0.4,0.5
18.553,-61.3,-84.3,-15.1,-0.2,0.2,0.0
18.603,-61.4,-84.1,-15.2,-0.1,0.2,-0.1
18.653,-61.2,-84.0,-15.6,0.2,0.1,-0.4
18.703,-61.0,-83.9,-16.0,0.2,0.1,-0.4
18.753,-61.1,-83.8,-16.3,-0.1,0.1,-0.3
18.803,-61.0,-83.6,-16.7,0.1,0.2,-0.4
18.853,-61.8,-83.5,-16.3,-0.8,0.1,0.4
18.902,-62.5,-83.4,-15.9,-0.7,0.1,0.4
18.952,-61.9,-83.3,-16.9,0.6,0.1,-1.0
19.002,-60.2,-83.1,-19.1,1.7,0.2,-2.2
