Pitch_Normalized,Delta_Pitch_Smoothed,Roll_Normalized,Delta_Roll_Smoothed,Yaw_Normalized,Delta_Yaw_Smoothed,Label1_Move,Label2_Bend,Label4_Speed
0.2652343740665941,-0.06035283612608566,-4.406500814831048,0.8322885372084926,6.054017833634845,-1.150624777065093,0,0,0
0.17065963807117157,-0.055906549784374704,-3.3177104604725116,0.8476525177573085,4.527772611305238,-1.165457708140399,0,0,0
0.08497902557499515,-0.050758283633373126,-2.251063210153717,0.8505148659952876,3.0423698623871474,-1.164474064996065,0,0,0
0.014905739206994895,-0.04588385245172333,-1.223499734700681,0.8451382795747264,1.6283557569891798,-1.1545872562352777,0,0,0
-0.0365298065638342,-0.04188118007982508,-0.24505812878858535,0.8336816425394397,0.30089394830937977,-1.1390876073259462,0,0,0
-0.07020492463965411,-0.03906721162167912,0.6794142917128028,0.8172576235138223,-0.9387284152075495,-1.1190947961169144,0,0,0
-0.09007361136701775,-0.041296598538799856,1.547103247135965,0.8762305612990389,-2.0973006213376095,-1.2040489466430955,0,0,0
-0.10183644554719251,-0.03522068224902597,2.354605421766763,0.8180674735183715,-3.182680216247377,-1.1258367905985067,0,0,0
-0.11169624665183164,-0.03127400767225197,3.096633968023909,0.7546117652471181,-4.1977706322986705,-1.0403938081819462,0,0,0
-0.1254377421501971,-0.03000384880593998,3.7660754203071747,0.6898156402844492,-5.136930127534299,-0.9517667631819734,0,0,0
-0.14773161132140444,-0.03141203496751217,4.35580479815934,0.628357680763527,-5.9864716327961105,-0.864521490914808,0,0,0
-0.18154718441908813,-0.03498391069873321,4.862964274711203,0.5749683163985069,-6.73059529467983,-0.7832388849458738,0,0,0
-0.22776105114752454,-0.039822497596252046,5.295054442317465,0.5334188026090274,-7.361568219432314,-0.7117792947783841,0,0,0
-0.2851327488524049,-0.044836694863199966,5.674656668143811,0.5055843524766701,-7.889311874830554,-0.6526558565371744,0,0,0
-0.3506501562389559,-0.048941106287304595,6.038518678846685,0.4910660674108371,-8.3443209608387,-0.6068763429581623,0,0,0
-0.4200440316269862,-0.05124225833064884,6.429097455697871,0.4875743795485377,-8.771117264666287,-0.5743197351664151,0,0,0
-0.48829858732953824,-0.051187235295667224,6.881291273226239,0.4918345162587997,-9.21509356912145,-0.5543227579292107,0,0,0
-0.5502033941791922,-0.04863795006037321,7.410448946533464,0.5005018102803647,-9.70923878161912,-0.5459949995799349,0,0,0
-0.6011073095248776,-0.04383814513604563,8.00729464213228,0.5106577378258038,-10.266534061880293,-0.5480186008699917,0,0,0
-0.6378603254566855,-0.03728208424710004,8.641819215792552,0.5198065841358954,-10.88012747919845,-0.5581404867540669,0,0,0
-0.6596039642780767,-0.029549728756454386,9.274149960747337,0.5256490189543456,-11.529699212088218,-0.5728622249493697,0,0,0
-0.6679266850228203,-0.02119074454450782,9.86798237751485,0.5260421939809845,-12.190545290479179,-0.5877458908486318,0,0,0
-0.6661425025079808,-0.012695966743059728,10.401631820575503,0.5193867508501938,-12.841754228132231,-0.598362285709402,0,0,0
-0.6579535913234054,-0.004525197083042087,10.872722509502765,0.505313978070862,-13.470716742371224,-0.6014828586210484,0,0,0
-0.6461474438034998,0.002875758342077006,11.295008868390141,0.48522612922776603,-14.072943210332397,-0.5959230502758714,0,0,0
-0.6319514770720644,0.00910943607636483,11.689519395507716,0.4622120924259107,-14.648576173152605,-0.5826037382809546,0,0,0
-0.6152582547601355,0.013892327382241377,12.075158781728177,0.44017557231205584,-15.19871642621547,-0.5638190890354735,0,0,0
-0.595455365009613,0.017095662420265965,12.463588727242083,0.4224812357019559,-15.724067367829605,-0.542119339055813,0,0,0
-0.5723497261041075,0.01872540621410934,12.85955593440994,0.410743577520752,-16.225764564639007,-0.5193765702847883,0,0,0
-0.5467659646930372,0.018855873405043154,13.263940140051659,0.4043500904435021,-16.706164862007995,-0.49642703704652436,0,0,0
-0.5206806904556629,0.01756437596827709,13.675905683867896,0.40093020643742533,-17.167890102442954,-0.47331028570485784,0,0,0
-0.4969700608201606,0.014910563423917722,14.092794734534408,0.39746955617433744,-17.61173868103731,-0.44979296762566323,0,0,0
-0.4788884403668874,0.010975436124741122,14.509067595783023,0.3914548407224473,-18.035519930980115,-0.42578257956287757,0,0,0
-0.4693948572729738,0.005939942951523847,14.916223413937786,0.38153353642882026,-18.434987112836467,-0.401440745329532,0,0,0
-0.47050368412072885,0.00015942396454420303,15.304310932764395,0.36757409402210894,-18.806046067380976,-0.3771045498120856,0,0,0
-0.48284584283288723,-0.005807185376410473,15.66421495725109,0.350365021739205,-19.146505849409237,-0.35324590087524826,0,0,0
-0.5055038935127243,-0.01122888911794746,15.98970718895265,0.3312466659704555,-19.456542221844245,-0.3305569304911387,0,0,0
-0.5360559354943746,-0.01528537388802107,16.278924091530286,0.31179485576753907,-19.738474821124925,-0.3100289457351465,0,0,0
-0.5707554864586655,-0.017183836497936512,16.53529687463103,0.2935177237061396,-19.996810062759863,-0.2928400171060986,0,0,0
-0.6048378184571419,-0.01629288241639131,16.76759035744371,0.27753353830783567,-20.238623870760478,-0.2800282547677938,0,0,0
-0.6329695816351375,-0.012268033525472788,16.98837234357245,0.2643095468365971,-20.47345940735434,-0.2721265226760153,0,0,0
-0.6498237997003713,-0.005133948249449816,17.2107432922098,0.2536059503856308,-20.712028138388774,-0.268975558777683,0,0,0
-0.6507268053462525,0.00470183251753582,17.44424483284442,0.24469605884864903,-20.9639201020411,-0.269795596976266,0,0,0
-0.6323236814368869,0.0165006099916269,17.691558797016143,0.23676950113701026,-21.235269660514405,-0.2734237004169472,0,0,0
-0.5931840193754567,0.02928316398508173,17.947406401130365,0.22930430503750757,-21.52731129414113,-0.27855897099150584,0,0,0
-0.5341853253273854,0.04193197573664662,18.200274461107398,0.22222051761883393,-21.836261437186067,-0.2839239214288682,0,0,0
-0.4584855683373661,0.053293449894968606,18.43666777743914,0.21578477497870097,-22.154498191606905,-0.28836308442689357,0,0,0
-0.37104983557810556,0.062280630772271195,18.646619102900388,0.2103930319305732,-22.472711825294397,-0.2909553871347924,0,0,0
-0.2779238466078482,0.06797705746880638,18.828339925006105,0.20639209121633542,-22.78239977267492,-0.29117063467688525,0,0,0
-0.1855180610906757,0.06973601276661867,18.989795533632048,0.2039990446612734,-23.07786308504916,-0.2889985040621383,0,0,0
-0.10003508268545147,0.06726052756191052,19.14622009335946,0.20325166440247813,-23.357090251623276,-0.28492563130068616,0,0,0
-0.027017491977659347,0.06064366527544536,19.31467361151553,0.20390605075749021,-23.6215820097367,-0.27971046168995883,0,0,0
0.0290437693418113,0.05035642663796551,19.508165745007773,0.20532081831866833,-23.875626448809953,-0.2740678766265063,0,0,0
0.06503644622929983,0.0371923509499652,19.731549243628876,0.20650524874792212,-24.125254701135788,-0.2684822220385513,0,0,0
0.07942125624364849,0.0221960130997104,19.979923045155147,0.20648949398421906,-24.37656760714799,-0.2633057052685757,0,0,0
0.07225132742706819,0.006598160481746618,20.2393349686823,0.2049592583569421,-24.633366054085656,-0.2591005295770515,0,0,0
0.045078698042289034,-0.008245723389376281,20.489875960625824,0.20283413895747343,-24.895176957871968,-0.2569847525642814,0,0,0
0.0008736739215464695,-0.020941497327119408,20.71167159037961,0.2023706623405502,-25.15753404567991,-0.2586764700863341,0,0,0
-0.0559637156107442,-0.030195123415946056,20.893234864848296,0.20655433249006877,-25.41545682536068,-0.2660609174287572,0,0,0
-0.11953645627320952,-0.03500047914483417,21.03938811720147,0.21794070507338859,-25.668868380819674,-0.28039019068745574,0,0,0
-0.18249231657921428,-0.03482521798785996,21.174561482934195,0.23747414569134548,-25.92693777726609,-0.30150563402108616,0,0,0
-0.23643246524885342,-0.029715425245674963,21.338380234921033,0.2638856013758186,-26.20834671060004,-0.3275377637487452,0,0,0
-0.27290746481764927,-0.020261505700048588,21.57370906990846,0.29395939734947374,-26.536235623097525,-0.35529742557724264,0,0,0
-0.2849683452190419,-0.007435012186141421,21.910956294362762,0.32346348981588163,-26.929156608010345,-0.3811701920359525,0,0,0
-0.2688309236349511,0.007623350408310614,22.3546645020686,0.34820871245519813,-27.391623947358852,-0.40204461366369626,0,0,0
-0.22490292502968146,0.023759576330137124,22.878190982440486,0.3647526397991328,-27.908743691573108,-0.41582833466561625,0,0,0
-0.15753635895819684,0.039843414507058125,23.42946993412056,0.370605739451085,-28.448151213644394,-0.42139862322640625,0,0,0
-0.07347644793986774,0.05471156786928617,23.946306488538426,0.36415494646287244,-28.969235966039435,-0.41819795209116817,0,0,0
0.020269788472361938,0.06711795604303745,24.375321989400277,0.3446515972970701,-29.43590296199764,-0.4058895141140709,0,0,0
0.1180593070281617,0.07579742860022662,24.686914515192797,0.3124560208171857,-29.827151727475837,-0.3843938249143889,0,0,0
0.215941828491367,0.079670745322899,24.880618877445045,0.2694252353342904,-30.140924009530153,-0.3542959296863472,0,0,0
0.3106832134440083,0.07810978545265357,24.979929699549757,0.21911023030535545,-30.39032623151172,-0.3172925542206372,0,0,0
0.39827209561272525,0.07112643656717524,25.02022504287916,0.16646753866776293,-30.595130764238235,-0.2762913773975555,0,0,0
0.47300594078322433,0.05938763383026213,25.03551650253462,0.11705564145908909,-30.773094857154234,-0.2350088849201768,0,0,0
0.5278765295940389,0.044056748890675124,25.048916855411505,0.07597431720637929,-30.934583244222324,-0.19722873302104346,0,0,0
0.5561949294968542,0.026546228602587974,25.06929328549404,0.04692428890433007,-31.08166923377948,-0.1660507713096166,0,0,0
0.5537280067135555,0.00829281431767157,25.09414532079819,0.03168370301041819,-31.21106498761995,-0.1434205214428232,0,0,0
0.5203998903627536,-0.009367849474332956,25.116862903129316,0.030101571193620204,-31.319324815241202,-0.13005529892785433,0,0,0
